# RCBIRE
parameter,independent_variables,3
parameter,coordinate_system,body
BIRE[deg],alpha[deg],beta[deg],Cx,Cy,Cz,Cl,Cm,Cn
-40.0,-10.0,-20.0,0.018311486407,0.216527666979,0.582715321988,-0.007030486967,0.225601518559,-0.052180818416
-40.0,-10.0,-10.0,0.012035673245,0.120865278659,0.558522651141,0.001934655559,0.105256047557,-0.036007330467
-40.0,-10.0,0.0,0.003038251974,0.032368870974,0.527441457523,0.002654826823,0.020805961826,-0.017459674596
-40.0,-10.0,10.0,0.003266118042,-0.042346756561,0.470343533244,-0.002001003682,-0.011288648179,-0.005903493865
-40.0,-10.0,20.0,-0.001341283608,-0.12327814258,0.401854027693,-0.005756532478,-0.016659166513,0.003005854668
-40.0,-5.0,-20.0,-0.021772669775,0.197598943083,0.289855106897,-0.010870385788,0.158176583761,-0.038922140424
-40.0,-5.0,-10.0,-0.023997948495,0.101485380389,0.247724257086,-0.000620745199,0.060883486855,-0.024400301788
-40.0,-5.0,0.0,-0.026539007657,0.020251480716,0.211198086019,0.000756949223,-0.007660053467,-0.01077361519
-40.0,-5.0,10.0,-0.028801813491,-0.054234541449,0.163841444477,-0.002274472922,-0.051987313855,-0.00048818103
-40.0,-5.0,20.0,-0.033989489062,-0.139408258125,0.109383203869,-0.006161035882,-0.084113390773,0.0087253744
-40.0,0.0,-20.0,-0.040143072833,0.181506267022,-0.004935574189,-0.016274168793,0.091588659703,-0.029110194043
-40.0,0.0,-10.0,-0.040497680828,0.088271228777,-0.059943922953,-0.004720706523,0.024031559654,-0.016921100632
-40.0,0.0,0.0,-0.040489537877,0.002327033184,-0.111288337466,0.00035255383,-0.040791823381,-0.001219499563
-40.0,0.0,10.0,-0.041892975976,-0.073819017539,-0.148299588299,0.000307270666,-0.095853633855,0.009527099639
-40.0,0.0,20.0,-0.043973277694,-0.162387644944,-0.189182579202,-0.002398896908,-0.15507928783,0.020290905221
-40.0,5.0,-20.0,-0.034481628377,0.164633633105,-0.302092294166,-0.020743914211,0.017938746853,-0.02110923307
-40.0,5.0,-10.0,-0.038004967796,0.079328357548,-0.359208759618,-0.006761067565,-0.005119155366,-0.012305109018
-40.0,5.0,0.0,-0.03903020648,-0.014605283167,-0.433134279571,-0.000767831035,-0.074360307535,0.007795460118
-40.0,5.0,10.0,-0.035324769064,-0.0958637656,-0.458056744911,0.004508236926,-0.137009800629,0.021527560635
-40.0,5.0,20.0,-0.029797972851,-0.184980183431,-0.482436639963,0.002356913687,-0.221561641262,0.03364817618
-40.0,10.0,-20.0,-0.006058224578,0.155175460028,-0.581308082833,-0.019376770279,-0.039811607603,-0.019152956975
-40.0,10.0,-10.0,-0.015175630284,0.063925499599,-0.666992552941,-0.008798388685,-0.051131507972,-0.005088570445
-40.0,10.0,0.0,-0.020894329976,-0.025310640275,-0.740166767903,0.000789320975,-0.093939741967,0.013640592814
-40.0,10.0,10.0,-0.008026967568,-0.117667948134,-0.766507312099,0.006574057013,-0.181068128977,0.034134805201
-40.0,10.0,20.0,0.006957367261,-0.207764629178,-0.769668124366,0.005930376999,-0.287596979563,0.048914152898
-40.0,15.0,-20.0,0.040621006294,0.147224615145,-0.854359727293,-0.013854252932,-0.091232025965,-0.019881664413
-40.0,15.0,-10.0,0.029970046794,0.055025902622,-0.961873077946,-0.006083683533,-0.086016625465,-0.001872109137
-40.0,15.0,0.0,0.018844962468,-0.044293258553,-1.055140106074,0.001069796656,-0.133196158118,0.023722019029
-40.0,15.0,10.0,0.041118893954,-0.1397551696,-1.070300577127,0.007427835118,-0.226172213971,0.047484882906
-40.0,15.0,20.0,0.061294571586,-0.229308672577,-1.051588978135,0.00855252567,-0.348604998711,0.065380543568
-40.0,20.0,-20.0,0.09929257688,0.131442479066,-1.144604481008,-0.009024826879,-0.158247201515,-0.01792931129
-40.0,20.0,-10.0,0.097865083959,0.038636118382,-1.266853872234,-0.003225038348,-0.13919306944,0.004948146653
-40.0,20.0,0.0,0.085016199871,-0.063190114085,-1.361127162995,0.002755359875,-0.173849211771,0.033843214663
-40.0,20.0,10.0,0.112887179364,-0.162964146607,-1.368914258475,0.008439683881,-0.269941902292,0.061813591765
-40.0,20.0,20.0,0.125882766729,-0.248655919492,-1.331466942216,0.01220952999,-0.396248621746,0.08248233761
-35.0,-20.0,-20.0,0.136607904393,0.22987382351,1.166563654721,-0.002376169281,0.354138254606,-0.071177013051
-35.0,-20.0,-10.0,0.142928701537,0.151348326348,1.183144284483,0.003763045284,0.216899371867,-0.056775730852
-35.0,-20.0,0.0,0.125660602794,0.065787156092,1.174225951144,0.005667027514,0.126345198161,-0.035971317012
-35.0,-20.0,10.0,0.128962685442,-0.018760974438,1.096214006612,0.007034082322,0.101342520484,-0.015085535113
-35.0,-20.0,20.0,0.110745880933,-0.090374721098,1.003311216296,0.007135179493,0.13654930744,-0.003440120646
-35.0,-15.0,-20.0,0.071924889525,0.214668024961,0.874052234468,-0.005615541699,0.292729788327,-0.056085419563
-35.0,-15.0,-10.0,0.067309037846,0.131405293183,0.874151326886,0.002170504577,0.162412472326,-0.043562335911
-35.0,-15.0,0.0,0.052420712649,0.047930043723,0.855648748804,0.003693364329,0.073074949352,-0.025938992942
-35.0,-15.0,10.0,0.055804973715,-0.033282969962,0.781934759859,0.002739429951,0.040575146643,-0.009149310137
-35.0,-15.0,20.0,0.049003259446,-0.105019791388,0.701763523925,0.001298198207,0.061778423667,-0.001700983989
-35.0,-10.0,-20.0,0.015842434161,0.197652335107,0.581810537322,-0.008081606192,0.223945736971,-0.041923645837
-35.0,-10.0,-10.0,0.011507684767,0.111184690454,0.561644088382,0.00116176353,0.109458113701,-0.030764204162
-35.0,-10.0,0.0,0.003286258061,0.031244252753,0.533629510291,0.002317989647,0.028816342044,-0.016797195231
-35.0,-10.0,10.0,0.003817843817,-0.030878155688,0.486307090675,-0.003752505875,0.01043145157,-0.012049222136
-35.0,-10.0,20.0,-0.001732963174,-0.112126429847,0.414351236749,-0.004615876145,0.000111880815,-0.002803922333
-35.0,-5.0,-20.0,-0.023888417338,0.18078744931,0.287004497894,-0.011655699509,0.153578242462,-0.029855991009
-35.0,-5.0,-10.0,-0.024490894338,0.093244949748,0.248505614229,-0.001071829524,0.061930668589,-0.019944841397
-35.0,-5.0,0.0,-0.026461924393,0.01889392093,0.214277439427,0.000694000924,-0.00360903893,-0.01005387236
-35.0,-5.0,10.0,-0.029110164619,-0.050109811526,0.168662486907,-0.001667876137,-0.045575268401,-0.002789126547
-35.0,-5.0,20.0,-0.035240317281,-0.12425123766,0.122070528002,-0.005834759088,-0.066875930201,0.000712373708
-35.0,0.0,-20.0,-0.041953047091,0.165970426166,-0.01042741395,-0.016778257158,0.083152893137,-0.020852824075
-35.0,0.0,-10.0,-0.040790515867,0.081750764146,-0.059223393673,-0.004360820532,0.025023957777,-0.013450903728
-35.0,0.0,0.0,-0.040487308232,0.002200870361,-0.110820307673,0.000357455474,-0.040171515665,-0.001156750152
-35.0,0.0,10.0,-0.042276964129,-0.066019038042,-0.143086751026,0.000682194902,-0.089226848955,0.00542646766
-35.0,0.0,20.0,-0.046190206878,-0.144379448483,-0.178399490897,-0.002225132725,-0.140606389916,0.010747171392
-35.0,5.0,-20.0,-0.034994954158,0.151587115232,-0.309597914772,-0.020621858089,0.006582754636,-0.014583202153
-35.0,5.0,-10.0,-0.038432733302,0.072409559159,-0.361505506918,-0.006617172321,-0.00848803167,-0.008577396527
-35.0,5.0,0.0,-0.038972395729,-0.01362476903,-0.435647456661,-0.000794718416,-0.077637897285,0.007261451045
-35.0,5.0,10.0,-0.036087841882,-0.086033604036,-0.455012120972,0.004745521467,-0.13305213815,0.016333096098
-35.0,5.0,20.0,-0.032735183299,-0.165117470592,-0.473744498106,0.00262993904,-0.210098846911,0.02314764927
-35.0,10.0,-20.0,-0.007287990551,0.144373227109,-0.583838871015,-0.01722970009,-0.043465129882,-0.013673653635
-35.0,10.0,-10.0,-0.014960123809,0.069336103045,-0.647552892633,-0.003199867066,-0.024488762041,-0.008134488359
-35.0,10.0,0.0,-0.020483996956,-0.026322226397,-0.749583901248,-3.073209e-06,-0.106261516382,0.01408831821
-35.0,10.0,10.0,-0.008883238586,-0.106654674826,-0.766338883017,0.006818229345,-0.180824976038,0.028354576955
-35.0,10.0,20.0,0.003419932389,-0.186205231484,-0.762526827866,0.006476099688,-0.278300897781,0.037587421249
-35.0,15.0,-20.0,0.039916336816,0.136813914863,-0.85701345967,-0.010602489026,-0.094300575536,-0.01471802463
-35.0,15.0,-10.0,0.030065973796,0.047960096649,-0.971586146491,-0.00577602832,-0.098882706781,0.001849692632
-35.0,15.0,0.0,0.019186532035,-0.042011384194,-1.062277864501,0.001232755766,-0.142439114013,0.022514238904
-35.0,15.0,10.0,0.040037463028,-0.126649982134,-1.070173703338,0.008265838856,-0.225664715902,0.040667532522
-35.0,15.0,20.0,0.056953037808,-0.205495727873,-1.04301459242,0.01018437158,-0.336946923725,0.053016479094
-35.0,20.0,-20.0,0.098865256542,0.117732237382,-1.157647380362,-0.007420429316,-0.175581134127,-0.010779404236
-35.0,20.0,-10.0,0.09852039025,0.032502142321,-1.279798176217,-0.002661287887,-0.156160682454,0.008216843567
-35.0,20.0,0.0,0.085744748913,-0.059925645775,-1.370651562218,0.003233921184,-0.18595560105,0.03216048672
-35.0,20.0,10.0,0.112537622447,-0.150212100685,-1.374207853627,0.008831267282,-0.276741358341,0.055211343245
-35.0,20.0,20.0,0.123379932015,-0.227142857803,-1.33283754074,0.012432937224,-0.398571643092,0.071208594907
-30.0,-20.0,-20.0,0.13220579581,0.203792836716,1.159938343618,-0.002107188809,0.344252903518,-0.057039789393
-30.0,-20.0,-10.0,0.141737211584,0.13515055649,1.185093146052,0.003365721403,0.219315367212,-0.047962069101
-30.0,-20.0,0.0,0.12606766264,0.058481053767,1.182059771993,0.005320724763,0.13664373066,-0.032051527667
-30.0,-20.0,10.0,0.130019779103,-0.017939189478,1.109412730698,0.006885127929,0.118721950957,-0.015698267221
-30.0,-20.0,20.0,0.11180326333,-0.085511110454,1.019285469972,0.008741939298,0.157085400636,-0.00614168261
-30.0,-15.0,-20.0,0.068390189824,0.192475765173,0.868768382879,-0.006100282524,0.285057526962,-0.044118219561
-30.0,-15.0,-10.0,0.066275867576,0.118065832767,0.875481190541,0.001564697459,0.164177768976,-0.036364172291
-30.0,-15.0,0.0,0.052839736288,0.044006847457,0.863399544485,0.002895523326,0.083501205509,-0.023823464058
-30.0,-15.0,10.0,0.056396493388,-0.030986326348,0.792418206321,0.002964011384,0.054160166278,-0.01039892462
-30.0,-15.0,20.0,0.049425404515,-0.09951951148,0.714149362964,0.003318216622,0.077650021429,-0.004558068027
-30.0,-10.0,-20.0,0.013129507894,0.178875369835,0.576774081717,-0.008701996854,0.216513067935,-0.031833514272
-30.0,-10.0,-10.0,0.010897449477,0.101230951523,0.563065464759,0.000427696434,0.111348603427,-0.025377568384
-30.0,-10.0,0.0,0.003538323593,0.02932328828,0.539732091547,0.001811493435,0.036779476784,-0.015722069736
-30.0,-10.0,10.0,0.00365865718,-0.037334593688,0.48421639346,-0.000996411416,0.007449166487,-0.008714495295
-30.0,-10.0,20.0,-0.001840763505,-0.104639565828,0.426537274361,-0.003066058169,0.016275147454,-0.006675560691
-30.0,-5.0,-20.0,-0.026023880311,0.164598688518,0.280862918395,-0.012154774585,0.144496492661,-0.021221688115
-30.0,-5.0,-10.0,-0.025008059445,0.085086018665,0.247861672503,-0.001463706879,0.061052904553,-0.015537455853
-30.0,-5.0,0.0,-0.02639487821,0.01709327042,0.217145038434,0.000627387967,0.000125782324,-0.009091871462
-30.0,-5.0,10.0,-0.02927437131,-0.045879885834,0.175372697362,-0.001371014007,-0.036581894967,-0.005140115804
-30.0,-5.0,20.0,-0.035968139656,-0.111927437565,0.136852290233,-0.005355271997,-0.04688512086,-0.005756914485
-30.0,0.0,-20.0,-0.043567084907,0.151595720345,-0.018837478577,-0.017091408895,0.070850461032,-0.013324896273
-30.0,0.0,-10.0,-0.041311417439,0.074918649957,-0.06027774316,-0.004227109411,0.02345927234,-0.009740485572
-30.0,0.0,0.0,-0.040485161853,0.001988464973,-0.110401647595,0.000361302751,-0.039610971262,-0.00104868463
-30.0,0.0,10.0,-0.042559143524,-0.0603710312,-0.138418686053,0.001463562636,-0.083168424702,0.002463663683
-30.0,0.0,20.0,-0.048019761866,-0.128525194487,-0.164362636534,-0.001922946472,-0.12180798556,0.002344680042
-30.0,5.0,-20.0,-0.036648456872,0.138244582647,-0.320522816716,-0.021216403707,-0.009791232468,-0.00747616334
-30.0,5.0,-10.0,-0.038812838761,0.065354319848,-0.36680772538,-0.006758971426,-0.015785652223,-0.004809502966
-30.0,5.0,0.0,-0.038994398994,-0.011173379862,-0.435097425767,-0.000441269107,-0.077009489275,0.005984271443
-30.0,5.0,10.0,-0.036822523026,-0.076710899488,-0.449982907968,0.004995119372,-0.126480835166,0.011393920656
-30.0,5.0,20.0,-0.035410657118,-0.146941547972,-0.461073147757,0.003099207148,-0.193330309515,0.013521783162
-30.0,10.0,-20.0,-0.008263488823,0.134452048891,-0.587522605582,-0.014954735143,-0.048526317258,-0.008655570546
-30.0,10.0,-10.0,-0.015296976544,0.055522031611,-0.672173080588,-0.007154113727,-0.058838410152,-0.000647358493
-30.0,10.0,0.0,-0.020472104209,-0.023709445507,-0.752812072484,0.000259595989,-0.110264995935,0.012682476763
-30.0,10.0,10.0,-0.009857438243,-0.095471153394,-0.763177599321,0.007198685515,-0.17667099363,0.022477938254
-30.0,10.0,20.0,-1.8417451e-05,-0.165785315204,-0.750472829181,0.007303002862,-0.262480067734,0.026825143741
-30.0,15.0,-20.0,0.039570819738,0.125387890929,-0.866112215949,-0.008783914802,-0.10669436796,-0.008889360378
-30.0,15.0,-10.0,0.030297968383,0.043082906504,-0.981446441225,-0.005322670927,-0.111750873925,0.004391962927
-30.0,15.0,0.0,0.019383283999,-0.03796626275,-1.067370484351,0.001632485235,-0.148792220817,0.020373021424
-30.0,15.0,10.0,0.038984569806,-0.113720974363,-1.0682410829,0.008919878565,-0.22289502286,0.033886831022
-30.0,15.0,20.0,0.052947651091,-0.183004596513,-1.030013798825,0.01208223449,-0.319292188083,0.041203082719
-30.0,20.0,-20.0,0.098813647171,0.10630677027,-1.17326461022,-0.006025500899,-0.196162799637,-0.004802951731
-30.0,20.0,-10.0,0.099341093118,0.028919117661,-1.293157329765,-0.002167655349,-0.173588834242,0.010133965875
-30.0,20.0,0.0,0.086400649319,-0.054888501532,-1.379303120076,0.003499353472,-0.197010806271,0.029537320208
-30.0,20.0,10.0,0.111960469368,-0.136662045741,-1.377705006261,0.008837371078,-0.281428547109,0.048116786235
-30.0,20.0,20.0,0.120969330315,-0.206550670478,-1.333765333912,0.011643140489,-0.400966408859,0.06026916953
-25.0,-20.0,-20.0,0.128430689951,0.180261256105,1.150947866598,-0.002095599552,0.33128196609,-0.044223087692
-25.0,-20.0,-10.0,0.140538078042,0.119560589437,1.185301197832,0.002623022267,0.219551820825,-0.039448678147
-25.0,-20.0,0.0,0.126292436168,0.049900293675,1.188196736979,0.004790347081,0.144723721586,-0.027408349989
-25.0,-20.0,10.0,0.131038985267,-0.019710806058,1.121629045194,0.006673624843,0.134817890745,-0.014887682395
-25.0,-20.0,20.0,0.112983962289,-0.082746514239,1.036104878303,0.009841425905,0.178876657585,-0.007833852109
-25.0,-15.0,-20.0,0.064379558202,0.17060123356,0.857661688452,-0.005763171006,0.269104874296,-0.032474456073
-25.0,-15.0,-10.0,0.065067973291,0.104465665511,0.873966200138,0.001153879962,0.162014169236,-0.029030940775
-25.0,-15.0,0.0,0.053077607107,0.038292363548,0.869289385135,0.0022224847,0.091414651299,-0.020738690126
-25.0,-15.0,10.0,0.057066084216,-0.029324980877,0.804460614354,0.0024798466,0.070191539619,-0.011357762143
-25.0,-15.0,20.0,0.050043232589,-0.096702942322,0.72595249814,0.005452295409,0.092520062133,-0.006021264719
-25.0,-10.0,-20.0,0.01031200844,0.160913936182,0.567766478958,-0.00889808668,0.203689869223,-0.022297989345
-25.0,-10.0,-10.0,0.010035368957,0.090458701135,0.561328608799,4.8725515e-05,0.108965188643,-0.019599782671
-25.0,-10.0,0.0,0.003764236912,0.026273884473,0.545118839294,0.001255956838,0.043862384335,-0.014059570775
-25.0,-10.0,10.0,0.004003519326,-0.037225905358,0.490560679139,-0.000449133271,0.016050399074,-0.008820713386
-25.0,-10.0,20.0,-0.001817892837,-0.100228331716,0.437926356851,-0.00110427923,0.030994618094,-0.008923000623
-25.0,-5.0,-20.0,-0.028077080543,0.149655332623,0.271777877559,-0.012405384342,0.131467198604,-0.013340757451
-25.0,-5.0,-10.0,-0.025533348306,0.077192478339,0.245753050798,-0.001792512258,0.058236261047,-0.011281999246
-25.0,-5.0,0.0,-0.026338036005,0.014932088797,0.219815949511,0.00056117311,0.003542531887,-0.007930921325
-25.0,-5.0,10.0,-0.029307657043,-0.042800160561,0.182728963841,-0.001087481621,-0.026714320642,-0.006857565663
-25.0,-5.0,20.0,-0.03597013349,-0.10331888398,0.152429712247,-0.004484981976,-0.025993457643,-0.010117620425
-25.0,0.0,-20.0,-0.044659309069,0.139512889268,-0.028307658535,-0.016726301955,0.057605598963,-0.007228821929
-25.0,0.0,-10.0,-0.041831895061,0.068450085577,-0.062382435488,-0.004089062819,0.020373884732,-0.006217175107
-25.0,0.0,0.0,-0.040483236264,0.001693886637,-0.110066107185,0.000363120247,-0.039153730577,-0.000897074449
-25.0,0.0,10.0,-0.043065471325,-0.053936250173,-0.130457382537,0.001614571835,-0.072668592961,-0.00104927108
-25.0,0.0,20.0,-0.049394322121,-0.115344049413,-0.147568340584,-0.001498476443,-0.099343950742,-0.00463857396
-25.0,5.0,-20.0,-0.038098457363,0.130598299982,-0.320635639806,-0.017983616885,-0.009138602856,-0.003683424658
-25.0,5.0,-10.0,-0.03905977277,0.060375111848,-0.369860931124,-0.006446725016,-0.020281256544,-0.002146519785
-25.0,5.0,0.0,-0.038771700381,-0.010821750877,-0.441855129804,-0.001124343454,-0.085539303596,0.005726720895
-25.0,5.0,10.0,-0.037505145763,-0.068108686431,-0.44279512022,0.005265349667,-0.117105617365,0.006827446582
-25.0,5.0,20.0,-0.037730313474,-0.131002885813,-0.444435060742,0.00382305454,-0.171309883756,0.00506673237
-25.0,10.0,-20.0,-0.008984063798,0.126369551758,-0.588768399588,-0.011635111979,-0.049566318464,-0.004645837544
-25.0,10.0,-10.0,-0.015200833006,0.050837378341,-0.680750270973,-0.007383125327,-0.070685151689,0.001791896856
-25.0,10.0,0.0,-0.020449225085,-0.020542734165,-0.755642755562,0.00037947922,-0.113825948242,0.010989590331
-25.0,10.0,10.0,-0.010898155102,-0.084631122228,-0.756772826239,0.007813657816,-0.168199751094,0.016768914416
-25.0,10.0,20.0,-0.003411691594,-0.14686643452,-0.731250824912,0.00897380215,-0.2369830853,0.016843606014
-25.0,15.0,-20.0,0.038863574951,0.113849676287,-0.882421357809,-0.008448452771,-0.128835787684,-0.002716297507
-25.0,15.0,-10.0,0.030658034402,0.040090330063,-0.991814879171,-0.00498729835,-0.12524961102,0.005939191507
-25.0,15.0,0.0,0.019557807118,-0.033078652061,-1.071833278787,0.001850982968,-0.154411114113,0.017788191409
-25.0,15.0,10.0,0.038071359809,-0.101728808938,-1.066454119426,0.00886498416,-0.220767080432,0.027547023094
-25.0,15.0,20.0,0.050328936455,-0.164630895929,-1.022189719961,0.011847635811,-0.309657968134,0.031326260252
-25.0,20.0,-20.0,0.099158839246,0.09765163127,-1.190922059729,-0.004853200284,-0.219333844521,-0.000269232915
-25.0,20.0,-10.0,0.100299265205,0.027858670776,-1.306606764393,-0.001818922714,-0.191096213802,0.010711871204
-25.0,20.0,0.0,0.08696957709,-0.048305461728,-1.386959122802,0.003510443392,-0.206870667881,0.026076109877
-25.0,20.0,10.0,0.111232157708,-0.122752675645,-1.379593170895,0.008480542753,-0.284200730504,0.040757487434
-25.0,20.0,20.0,0.118564101451,-0.186441476798,-1.332934938487,0.010331823135,-0.40121500273,0.049425602997
-20.0,-20.0,-20.0,0.125873079644,0.161180710228,1.143881584986,-0.003454152728,0.321735927124,-0.033744180696
-20.0,-20.0,-10.0,0.139304715418,0.104583474943,1.183599703162,0.001727651704,0.217239507095,-0.031247146165
-20.0,-20.0,0.0,0.126384369833,0.040486929097,1.192774870229,0.004103390414,0.150757366408,-0.022284078425
-20.0,-20.0,10.0,0.131991753056,-0.023649295121,1.132714726838,0.006315297511,0.149452727303,-0.012878912549
-20.0,-20.0,20.0,0.114274589893,-0.08265975116,1.052672796887,0.010621923349,0.200418844031,-0.008138472064
-20.0,-15.0,-20.0,0.060293143157,0.150390442656,0.841703572009,-0.00466125253,0.246291874966,-0.021843881144
-20.0,-15.0,-10.0,0.06370159215,0.090969679591,0.869341914181,0.001090793869,0.155476881001,-0.021767541486
-20.0,-15.0,0.0,0.053088412282,0.031054294314,0.872700324493,0.00185467904,0.095828594357,-0.016827268105
