# RCBIRE
parameter,independent_variables,3
parameter,coordinate_system,body
BIRE[deg],alpha[deg],pbar,Cx,Cy,Cz,Cl,Cm,Cn
-35.0,-10.0,0.042839899822,0.000375096781,-0.003760292092,0.000573413749,-0.013859950934,0.00019923636,0.003029981251
-35.0,-10.0,0.085679799643,0.00169181579,-0.007307099749,0.002712466632,-0.027854935337,0.001151468664,0.005948528501
-35.0,-5.0,-0.085679799643,0.001744717712,0.004514624886,0.003538865869,0.02565176974,0.00321543633,-0.003278354024
-35.0,-5.0,-0.042839899822,0.000471549679,0.002323261033,0.00155289714,0.012763006473,0.001641444827,-0.001668597068
-35.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-5.0,0.042839899822,0.000363301594,-0.001772058805,-0.000297389059,-0.012863463134,-0.000667393817,0.001387049051
-35.0,-5.0,0.085679799643,0.00150433097,-0.004070689797,-0.000616999415,-0.025690554816,-0.001987087181,0.003038712935
-35.0,0.0,-0.085679799643,0.001567917026,-0.001269384972,0.00100386156,0.025106027221,0.001452897534,0.000902238669
-35.0,0.0,-0.042839899822,0.0003965605,-0.000619604985,0.000575928014,0.012512101215,0.000788398885,0.000443255829
-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,0.0,0.042839899822,0.000375108111,0.000592102326,-0.000734266192,-0.012517945772,-0.00092675897,-0.000428927699
-35.0,0.0,0.085679799643,0.001524687447,0.001159804167,-0.001639060679,-0.025130774431,-0.002009138412,-0.000845208863
-35.0,5.0,-0.085679799643,0.001654773127,-0.008416276121,-0.00357187041,0.025614075778,-0.002833029869,0.005776653824
-35.0,5.0,-0.042839899822,0.000420646874,-0.004121693342,-0.00125780104,0.012772457519,-0.001125862603,0.002840708683
-35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,5.0,0.042839899822,0.000393604977,0.003909907558,8.4314561e-05,-0.012803824234,0.000393846232,-0.002730073306
-35.0,5.0,0.085679799643,0.001621283292,0.00743280762,-0.001438057805,-0.025785449301,-0.000499667197,-0.005267518256
-35.0,10.0,-0.085679799643,0.00170708631,-0.011309543441,0.001102613471,0.028546968868,0.004731532445,0.008565344963
-35.0,10.0,-0.042839899822,0.000301385485,-0.005059086231,0.002684441757,0.014515954951,0.004524576355,0.003971855749
-35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,10.0,0.042839899822,0.000290881591,0.006752901962,0.000113514782,-0.013614065695,0.000875547557,-0.004829387418
-35.0,10.0,0.085679799643,0.001716296891,0.012264121989,-0.004292683108,-0.027951616554,-0.002964284745,-0.009023818908
-35.0,15.0,-0.085679799643,0.00225321433,-0.018226260931,-0.002333100332,0.031349374672,0.002180873764,0.013448023791
-35.0,15.0,-0.042839899822,0.000596007595,-0.008989841901,8.9327247e-05,0.015669803607,0.001694845342,0.006650289857
-35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,15.0,0.042839899822,0.000462709589,0.008964541348,-0.002218356812,-0.015622174824,-0.00230618212,-0.006637776051
-35.0,15.0,0.085679799643,0.001978204274,0.017885928294,-0.00665401751,-0.031305695291,-0.005358363637,-0.013257152689
-35.0,20.0,-0.085679799643,0.002930637886,-0.024970666446,-0.004418954388,0.035226778061,0.001165101946,0.018340321059
-35.0,20.0,-0.042839899822,0.000841182199,-0.012398859225,-0.000714174879,0.017572872453,0.001141111881,0.009117726939
-35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,20.0,0.042839899822,0.000406702487,0.012264021408,-0.002288625923,-0.017579488054,-0.002276043814,-0.009042825393
-35.0,20.0,0.085679799643,0.00206484725,0.024431426661,-0.007590498882,-0.035252950807,-0.005705059466,-0.018040834213
-30.0,-20.0,-0.085679799643,0.003255527207,0.019628590345,0.007298847391,0.034588338328,0.003068874753,-0.015026334271
-30.0,-20.0,-0.042839899822,0.001011946395,0.009755836478,0.002284276874,0.017239220074,0.001083878617,-0.007474393883
-30.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-20.0,0.042839899822,0.000224189739,-0.009621645452,0.000517588382,-0.017237643634,-7.201646e-05,0.00739479891
-30.0,-20.0,0.085679799643,0.001687046011,-0.019141594733,0.00384175338,-0.034558274265,0.000877330063,0.01473647319
-30.0,-15.0,-0.085679799643,0.002351518132,0.012825725606,0.004066968418,0.030996839792,0.00048207263,-0.010111191418
-30.0,-15.0,-0.042839899822,0.000639581149,0.006417045839,0.001055533939,0.015438936905,-4.05837e-05,-0.005052922498
-30.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-15.0,0.042839899822,0.000500328851,-0.005864649495,0.001679814517,-0.015642037373,0.001772952484,0.004749982118
-30.0,-15.0,0.085679799643,0.002097098265,-0.011554778334,0.005617621548,-0.031439186555,0.004592748387,0.009405926809
-30.0,-10.0,-0.085679799643,0.001988229529,0.008077269943,0.003247471109,0.027741492092,0.001414735988,-0.006370780801
-30.0,-10.0,-0.042839899822,0.000528765944,0.003927654595,0.000836050594,0.01385234137,0.000330774372,-0.003121939285
-30.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-10.0,0.042839899822,0.000418224059,-0.003651142456,0.000850285168,-0.013928150883,0.000584540333,0.002973000939
-30.0,-10.0,0.085679799643,0.001679630193,-0.007837840133,0.00228511282,-0.027745146878,0.000545005535,0.006226401483
-30.0,-5.0,-0.085679799643,0.001724350348,0.004035039872,0.003081519507,0.025706259096,0.002689224899,-0.003038936888
-30.0,-5.0,-0.042839899822,0.000463785605,0.002110568354,0.001377682783,0.012781609413,0.001446902381,-0.001563197887
-30.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-5.0,0.042839899822,0.000350478143,-0.001954308159,-0.000557701589,-0.012805959786,-0.001028552691,0.001481373407
-30.0,-5.0,0.085679799643,0.001521105046,-0.003741357558,-0.000284666223,-0.025729916459,-0.001618998478,0.00287907167
-30.0,0.0,-0.085679799643,0.001567908924,-0.00130002515,0.001082289773,0.025106668828,0.001544367571,0.00091663329
-30.0,0.0,-0.042839899822,0.000396948368,-0.000636786202,0.000622203039,0.012514595879,0.000843578668,0.000451362798
-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,0.0,0.042839899822,0.000374328443,0.000614019301,-0.000797250043,-0.012526440368,-0.00100439385,-0.000439441727
-30.0,0.0,0.085679799643,0.00152342497,0.001209742969,-0.001784461799,-0.025155684232,-0.00219063814,-0.000869460983
-30.0,5.0,-0.085679799643,0.001641307217,-0.007892494282,-0.00300134645,0.02565994059,-0.00221758665,0.005517483753
-30.0,5.0,-0.042839899822,0.000433437331,-0.004176686141,-0.001776888262,0.012689421398,-0.001823677968,0.002868111521
-30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,5.0,0.042839899822,0.000438370403,0.003206581289,-0.001600812739,-0.013015378261,-0.001683883921,-0.002384784221
-30.0,5.0,0.085679799643,0.001649340858,0.006852591094,-0.002782816019,-0.025924532792,-0.002089139763,-0.004985636428
-30.0,10.0,-0.085679799643,0.001820514124,-0.012247083017,-0.000758068193,0.028270505686,0.002270947855,0.009043879896
-30.0,10.0,-0.042839899822,0.000449803495,-0.00606894398,0.000443266443,0.014108276475,0.001500830332,0.004488268824
-30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,10.0,0.042839899822,0.000465186361,0.005957729877,-0.002144971456,-0.014148193584,-0.002311635215,-0.004424648252
-30.0,10.0,0.085679799643,0.001908377082,0.011660525311,-0.006584016108,-0.028577636466,-0.0063188535,-0.008720662946
-30.0,15.0,-0.085679799643,0.002300553223,-0.018560612672,-0.002896721438,0.031282472794,0.001304635014,0.013649576586
-30.0,15.0,-0.042839899822,0.000617393223,-0.009205074333,-0.000262353265,0.015609925232,0.001143488573,0.006779376733
-30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,15.0,0.042839899822,0.000438197235,0.009122885481,-0.002000401205,-0.015597393439,-0.001955897243,-0.006732628525
-30.0,15.0,0.085679799643,0.001934703127,0.01819019288,-0.006282616448,-0.031270524682,-0.004753950692,-0.013440031379
-30.0,20.0,-0.085679799643,0.002952846091,-0.025199248362,-0.004720947013,0.035272907013,0.000658620574,0.018510852915
-30.0,20.0,-0.042839899822,0.000850422148,-0.01251939267,-0.000853969182,0.017595956019,0.000903098236,0.009206484383
-30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,20.0,0.042839899822,0.000401573562,0.012397736168,-0.002172751746,-0.017602872806,-0.002070444651,-0.00913909049
-30.0,20.0,0.085679799643,0.00205886063,0.024713021672,-0.007382898395,-0.035299969822,-0.005326350822,-0.018241511255
-25.0,-20.0,-0.085679799643,0.003194237939,0.019532762709,0.007178716758,0.034599846364,0.003102167846,-0.015004176973
-25.0,-20.0,-0.042839899822,0.000977787032,0.009693747642,0.002186150962,0.017255478596,0.001041094396,-0.007455183328
-25.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-20.0,0.042839899822,0.000260344847,-0.009580127609,0.000629699992,-0.017251813343,-8.582123e-06,0.007387387126
-25.0,-20.0,0.085679799643,0.001761780551,-0.019078418285,0.004082760469,-0.034585241533,0.00102883011,0.014733166854
-25.0,-15.0,-0.085679799643,0.002294598287,0.012830052376,0.00380709709,0.031064307841,0.000172662915,-0.010124414397
-25.0,-15.0,-0.042839899822,0.000598563567,0.006301544799,0.000741788212,0.015525894434,-0.000468845542,-0.004995942627
-25.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-15.0,0.042839899822,0.000470583532,-0.006187362339,0.00142247904,-0.015554059764,0.001346366397,0.004928386708
-25.0,-15.0,0.085679799643,0.001952024986,-0.012531430245,0.004585898056,-0.031079181836,0.002902773017,0.009941492355
-25.0,-10.0,-0.085679799643,0.001903206817,0.007749641588,0.002599329809,0.027901472729,0.000541671824,-0.006197851596
-25.0,-10.0,-0.042839899822,0.000468108915,0.003679934698,0.000335315557,0.013973679375,-0.000355076244,-0.002992669349
-25.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-10.0,0.042839899822,0.000451675211,-0.00357765996,0.001116071398,-0.014000384514,0.000963028444,0.002934636873
-25.0,-10.0,0.085679799643,0.001893197527,-0.006788183456,0.004190895348,-0.028244848952,0.003269459051,0.005680643917
-25.0,-5.0,-0.085679799643,0.001734270447,0.004080153,0.003353301626,0.025640560897,0.003104021945,-0.003065944093
-25.0,-5.0,-0.042839899822,0.000486799957,0.00233054847,0.001875608312,0.012687336243,0.002122639076,-0.001677428845
-25.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-5.0,0.042839899822,0.000365746856,-0.001692726977,-0.000228329436,-0.012859767635,-0.000637029599,0.001352351103
-25.0,-5.0,0.085679799643,0.001561763412,-0.003159616414,0.00049098662,-0.025874113234,-0.000667869596,0.002591279215
-25.0,0.0,-0.085679799643,0.001569026259,-0.00134252171,0.001211140341,0.02512330398,0.001705526782,0.000936299527
-25.0,0.0,-0.042839899822,0.000397767506,-0.000660962519,0.000695670688,0.012526134211,0.000936386404,0.00046269181
-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,0.0,0.042839899822,0.000373637198,0.000645743752,-0.000891834472,-0.012546583468,-0.001125872129,-0.000454755811
-25.0,0.0,0.085679799643,0.001523251612,0.001282946674,-0.001997611698,-0.025206996042,-0.00246624692,-0.000905406672
-25.0,5.0,-0.085679799643,0.001454966838,-0.006595452901,0.001682186883,0.02631803087,0.003661824471,0.004879367942
-25.0,5.0,-0.042839899822,0.000251180886,-0.002861989064,0.003031820551,0.013369636585,0.004246708598,0.002221586454
-25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,5.0,0.042839899822,0.000160064588,0.004882504848,0.005216309051,-0.011966774892,0.007122920692,-0.003210990505
-25.0,5.0,0.085679799643,0.001446176967,0.007826422363,0.001611162953,-0.025246923785,0.003602477135,-0.005467280289
-25.0,10.0,-0.085679799643,0.001856604003,-0.012573119832,-0.001444790823,0.028218070022,0.001365787741,0.009210499339
-25.0,10.0,-0.042839899822,0.00046421921,-0.006214590389,0.000202087796,0.014100187641,0.001185667515,0.004563312382
-25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,10.0,0.042839899822,0.000461553744,0.006122055081,-0.001955635763,-0.014144209199,-0.002057573586,-0.004513542016
-25.0,10.0,0.085679799643,0.001826982338,0.012243571376,-0.005352051286,-0.028328817385,-0.004517254153,-0.00902956536
-25.0,15.0,-0.085679799643,0.002309242485,-0.018691914948,-0.003134799978,0.031278591029,0.000899924711,0.013733093118
-25.0,15.0,-0.042839899822,0.000620408826,-0.009273403632,-0.000409033592,0.015580927605,0.000894194334,0.006820615313
-25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,15.0,0.042839899822,0.000426530208,0.009242896562,-0.00182049505,-0.015591403907,-0.001660264099,-0.006806516966
-25.0,15.0,0.085679799643,0.001914338875,0.018437251986,-0.005949319276,-0.031261262886,-0.004199485215,-0.013591800871
-25.0,20.0,-0.085679799643,0.002947356033,-0.025387278822,-0.005011198691,0.035323273319,0.000134543571,0.018656822967
-25.0,20.0,-0.042839899822,0.000845512151,-0.012620717393,-0.000986609008,0.017621726556,0.000658204479,0.009283670153
-25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,20.0,0.042839899822,0.000410935034,0.012515056229,-0.002064171142,-0.0176294842,-0.001858203315,-0.009225514078
-25.0,20.0,0.085679799643,0.002081920647,0.024964994936,-0.007187969547,-0.035353495961,-0.004931547109,-0.018424351769
-20.0,-20.0,-0.085679799643,0.003105260782,0.019413549412,0.006999839544,0.034617441499,0.00306543515,-0.014960145189
-20.0,-20.0,-0.042839899822,0.000932205949,0.009643809915,0.002089344535,0.017263794812,0.001011715724,-0.007438754419
-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20.0,-20.0,0.042839899822,0.000308634328,-0.009549333512,0.000744133324,-0.017259835204,4.6925624e-05,0.007382164539
-20.0,-20.0,0.085679799643,0.001861347426,-0.019036298774,0.004330854865,-0.034601434587,0.001168228524,0.01473422595
-20.0,-15.0,-0.085679799643,0.002303645629,0.013123587521,0.004117034604,0.030946571848,0.000771759681,-0.010288396973
-20.0,-15.0,-0.042839899822,0.000619956384,0.006516274763,0.001001667473,0.015432619641,-6.268253e-06,-0.005114180718
-20.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20.0,-15.0,0.042839899822,0.00042898074,-0.006502854761,0.001008633625,-0.015400547895,0.000626433019,0.005102990783
-20.0,-15.0,0.085679799643,0.001910720017,-0.012993984782,0.004073833716,-0.030868000963,0.0019455834,0.010202132675
-20.0,-10.0,-0.085679799643,0.001823981528,0.007493317232,0.001894179866,0.028084593319,-0.000426912879,-0.006061363138
-20.0,-10.0,-0.042839899822,0.000425178234,0.003579809128,-3.2797908e-05,0.01407436406,-0.000875380844,-0.002939704385
-20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20.0,-10.0,0.042839899822,0.000497626438,-0.003549727574,0.001397108186,-0.014089597566,0.001375583117,0.002921307455
-20.0,-10.0,0.085679799643,0.001958338151,-0.006847012008,0.004626347847,-0.028410708059,0.0039466879,0.005711186308
-20.0,-5.0,-0.085679799643,0.001682400892,0.003300859772,0.002146408879,0.025848561763,0.001614011056,-0.002671772861
-20.0,-5.0,-0.042839899822,0.000424712051,0.001506107995,0.000506051855,0.012928811102,0.00038488671,-0.001259947131
-20.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
