# RCBIRE
parameter,independent_variables,3
parameter,coordinate_system,body
BIRE[deg],alpha[deg],rbar,Cx,Cy,Cz,Cl,Cm,Cn
-35.0,10.0,-0.009519977738,0.000503073628,-0.002250605869,-0.005093859314,-0.001653418223,-0.006830131955,0.001568452383
-35.0,10.0,-0.004759988869,0.000331892391,-0.001675936169,-0.003845530515,-0.001092298698,-0.00521136429,0.001065141934
-35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,10.0,0.004759988869,-0.000188751774,0.00115850804,0.002474603977,0.000804510776,0.003321340872,-0.000807879798
-35.0,10.0,0.009519977738,-0.000330552166,0.002114012945,0.004426975573,0.001497950769,0.005927929809,-0.001513076823
-35.0,15.0,-0.009519977738,0.000379784006,-0.001685266575,-0.003163907455,-0.001705400031,-0.004121133608,0.001292693281
-35.0,15.0,-0.004759988869,0.000186656678,-0.000844313761,-0.00157883288,-0.000851719937,-0.002060594772,0.000647472556
-35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,15.0,0.004759988869,-0.000178081955,0.000837176096,0.001546807608,0.000841973373,0.002020941415,-0.000644028852
-35.0,15.0,0.009519977738,-0.000353769944,0.001683305881,0.00310671341,0.001686907112,0.004070894289,-0.001292572919
-35.0,20.0,-0.009519977738,0.000521256037,-0.001822267704,-0.003232351453,-0.002135506384,-0.004149078453,0.001382744317
-35.0,20.0,-0.004759988869,0.000257967484,-0.00091067927,-0.001610341849,-0.001066185933,-0.002071458981,0.00069096889
-35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,20.0,0.004759988869,-0.000252646065,0.000909900973,0.001598873994,0.001063031429,0.002065544721,-0.000690231298
-35.0,20.0,0.009519977738,-0.000499970789,0.001819153178,0.003186478154,0.002122888976,0.004125420433,-0.001379793145
-30.0,-20.0,-0.009519977738,-0.000435794024,-0.001157323579,-0.002485407901,0.002092442297,-0.003325317875,0.001016171832
-30.0,-20.0,-0.004759988869,-0.000220364698,-0.000582799225,-0.001251645813,0.00104814649,-0.001672025487,0.000510003757
-30.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-20.0,0.004759988869,0.000225333729,0.000591124273,0.001269726106,-0.001052000847,0.001691025012,-0.000513855864
-30.0,-20.0,0.009519977738,0.000455669191,0.001190623479,0.00255773028,-0.002107859109,0.003401315893,-0.00103158018
-30.0,-15.0,-0.009519977738,-0.000331946542,-0.001034279863,-0.002441396097,0.001611781986,-0.003263872799,0.00094366075
-30.0,-15.0,-0.004759988869,-0.000167591529,-0.000518446328,-0.001224180371,0.000806807979,-0.001634464483,0.000472261431
-30.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-15.0,0.004759988869,0.000170805611,0.00052214661,0.001232477995,-0.000809034279,0.001641466447,-0.000473739552
-30.0,-15.0,0.009519977738,0.000345202444,0.001050191124,0.002476437297,-0.001621211021,0.003294653158,-0.000950131796
-30.0,-10.0,-0.009519977738,-0.000219842392,-0.000929097403,-0.002375143826,0.001087186327,-0.003165223065,0.000900003726
-30.0,-10.0,-0.004759988869,-0.000111597948,-0.000468420002,-0.001193643029,0.000545644775,-0.001589893435,0.000451822495
-30.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-10.0,0.004759988869,0.000114928331,0.000475710758,0.001205252119,-0.000549608833,0.001603743156,-0.000455221642
-30.0,-10.0,0.009519977738,0.000233248082,0.00095901179,0.002422650427,-0.001103243385,0.003222015195,-0.000913980411
-30.0,-5.0,-0.009519977738,-0.000125152315,-0.000891538422,-0.002363257692,0.000549934544,-0.003151249523,0.000894346324
-30.0,-5.0,-0.004759988869,-6.3946177e-05,-0.000450217523,-0.001187906348,0.000276990604,-0.001583848091,0.000449298445
-30.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-5.0,0.004759988869,6.6762299e-05,0.000459473145,0.001201025192,-0.000281142397,0.001601061958,-0.000453719459
-30.0,-5.0,0.009519977738,0.000136422852,0.000928584022,0.002415808334,-0.000566547871,0.003220145331,-0.000912041435
-30.0,0.0,-0.009519977738,-1.2722913e-05,-0.000847978375,-0.002366054389,-5.8428905e-05,-0.003137940624,0.000878996231
-30.0,0.0,-0.004759988869,-7.301337e-06,-0.000426294781,-0.001184963829,-2.755924e-05,-0.001572373571,0.000440577591
-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,0.0,0.004759988869,9.19841e-06,0.00043093465,0.001188733912,2.423092e-05,0.001579336082,-0.00044274608
-30.0,0.0,0.009519977738,2.0337053e-05,0.000866559576,0.002381629554,4.5113301e-05,0.003165719136,-0.000887681416
-30.0,5.0,-0.009519977738,0.000132789431,-0.001352216877,-0.003779516854,-0.00083343341,-0.004919343793,0.001119384461
-30.0,5.0,-0.004759988869,6.6478537e-05,-0.00070459226,-0.001962283244,-0.000425144839,-0.002552606032,0.000573836725
-30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,5.0,0.004759988869,-6.7521976e-05,0.000795028834,0.002196541081,0.000454116927,0.002850490236,-0.00061885341
-30.0,5.0,0.009519977738,-0.000136704246,0.001734586822,0.004770442001,0.000956875689,0.006178544226,-0.001309912934
-30.0,10.0,-0.009519977738,0.000199462442,-0.000993498868,-0.002605801364,-0.001176898785,-0.003392470927,0.000933017842
-30.0,10.0,-0.004759988869,0.000103896779,-0.000516559592,-0.001364266709,-0.000601504249,-0.001786195762,0.000476356933
-30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,10.0,0.004759988869,-0.000107432423,0.000543746645,0.001442001257,0.0006173371,0.001902500027,-0.000490052471
-30.0,10.0,0.009519977738,-0.000213226383,0.001096178003,0.00289982824,0.001236324527,0.003833546266,-0.000984529011
-30.0,15.0,-0.009519977738,0.000331217716,-0.001155211439,-0.002850142501,-0.001705561323,-0.003697584292,0.001015946846
-30.0,15.0,-0.004759988869,0.000163980617,-0.000578049837,-0.001421185355,-0.000851230384,-0.00184713077,0.000508092679
-30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,15.0,0.004759988869,-0.000160711007,0.000579031803,0.001413604192,0.000848115492,0.001844049585,-0.000508377922
-30.0,15.0,0.009519977738,-0.000318139759,0.001159138525,0.002819816799,0.001693102359,0.00368525892,-0.001017087361
-30.0,20.0,-0.009519977738,0.000474005341,-0.001266888575,-0.002923837946,-0.002144850954,-0.003738455655,0.001091675613
-30.0,20.0,-0.004759988869,0.000235047184,-0.000633439997,-0.001456877852,-0.001071099444,-0.001867187965,0.00054566933
-30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,20.0,0.004759988869,-0.000231124715,0.00063353615,0.001446986923,0.001068428545,0.001863344773,-0.000545387947
-30.0,20.0,0.009519977738,-0.000458315841,0.001267272029,0.002884272154,0.002134167985,0.003723081493,-0.001090549422
-25.0,-20.0,-0.009519977738,-0.000366985449,-0.000741092155,-0.002155663087,0.00212016989,-0.002891037072,0.000781469837
-25.0,-20.0,-0.004759988869,-0.000185452672,-0.000373746014,-0.00108666989,0.001061682892,-0.001454538996,0.000392147259
-25.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-20.0,0.004759988869,0.000189389019,0.00038017519,0.001104504835,-0.001064882398,0.001472787353,-0.000394980938
-25.0,-20.0,0.009519977738,0.000382729937,0.0007668086,0.002227003979,-0.002132967433,0.002964030381,-0.000792804477
-25.0,-15.0,-0.009519977738,-0.000286596122,-0.000663132369,-0.002167377037,0.001648385514,-0.002907806199,0.000737251682
-25.0,-15.0,-0.004759988869,-0.000145181958,-0.000335107688,-0.001091813849,0.00082615274,-0.001463194971,0.000370220806
-25.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-15.0,0.004759988869,0.000149483492,0.000344946292,0.001112765015,-0.00083149301,0.001488937666,-0.000374889759
-25.0,-15.0,0.009519977738,0.000302565353,0.0006992184,0.002244789379,-0.00166789958,0.003001071736,-0.000754302534
-25.0,-10.0,-0.009519977738,-0.00020524087,-0.000623503044,-0.002203979595,0.001138768578,-0.002946064907,0.00072986946
-25.0,-10.0,-0.004759988869,-0.000103415525,-0.000310823229,-0.00110141043,0.00056948868,-0.001470914993,0.000364224566
-25.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-10.0,0.004759988869,0.000104418496,0.000306464118,0.001095788842,-0.000568631494,0.001460397911,-0.000361532155
-25.0,-10.0,0.009519977738,0.000209376164,0.000607275491,0.002183441078,-0.001135801328,0.002906705378,-0.000719737434
-25.0,-5.0,-0.009519977738,-0.000110344898,-0.000535410597,-0.002098697927,0.000572110899,-0.002798598845,0.000701973801
-25.0,-5.0,-0.004759988869,-5.65748e-05,-0.000275898612,-0.001063442007,0.000289113145,-0.001417559412,0.000355010578
-25.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-5.0,0.004759988869,5.9230387e-05,0.000289066282,0.001086295365,-0.000294303021,0.001447253802,-0.00036139836
-25.0,-5.0,0.009519977738,0.000120206092,0.000580105999,0.002176603882,-0.000590504672,0.002899847925,-0.000723495372
-25.0,0.0,-0.009519977738,-1.2023327e-05,-0.000480394259,-0.002086802978,-4.7392511e-05,-0.002765925898,0.000682470039
-25.0,0.0,-0.004759988869,-6.619826e-06,-0.000242401209,-0.001045982425,-2.2217848e-05,-0.001387182487,0.00034226778
-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,0.0,0.004759988869,7.85321e-06,0.000246825894,0.00105103494,1.9245235e-05,0.001395746823,-0.000344337566
-25.0,0.0,0.009519977738,1.6982151e-05,0.000498113517,0.00210749941,3.5499598e-05,0.002800122138,-0.000690759816
-25.0,5.0,-0.009519977738,-0.00032159404,0.0025017983,0.009946581422,0.001141307113,0.012621196964,-0.000801241956
-25.0,5.0,-0.004759988869,-0.000181084742,0.00106094114,0.004435309364,0.000497759833,0.005629278313,-0.000302822778
-25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,5.0,0.004759988869,-0.000159902352,0.000867202896,0.003819419864,0.000732328407,0.004941408068,-0.000644690997
-25.0,5.0,0.009519977738,-0.000249526811,0.001446385827,0.00626250982,0.001254591549,0.00812212096,-0.001148810793
-25.0,10.0,-0.009519977738,0.000182682464,-0.000619988534,-0.002492247081,-0.001231371544,-0.003264014506,0.000734385358
-25.0,10.0,-0.004759988869,9.13021e-05,-0.000312995898,-0.001253867317,-0.000616977329,-0.001646643131,0.000368632251
-25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,10.0,0.004759988869,-8.0265355e-05,0.000284336095,0.001111373913,0.000577297697,0.001441122631,-0.000354027501
-25.0,10.0,0.009519977738,-0.000166699784,0.000599572115,0.002345577492,0.0011861671,0.003072030859,-0.000723877164
-25.0,15.0,-0.009519977738,0.000283630397,-0.00068527885,-0.002465330844,-0.00170664133,-0.003186382172,0.000768401437
-25.0,15.0,-0.004759988869,0.000140755723,-0.000343359172,-0.001229642488,-0.000852025771,-0.001592660541,0.000384472222
-25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,15.0,0.004759988869,-0.000147346208,0.000385435965,0.001276192113,0.000831522998,0.001665508644,-0.000410852674
-25.0,15.0,0.009519977738,-0.000283502522,0.00073146557,0.002493959915,0.00167846136,0.003256398999,-0.00079619166
-25.0,20.0,-0.009519977738,0.000413990473,-0.000775472447,-0.002537822666,-0.00215636579,-0.003234586269,0.000832965507
-25.0,20.0,-0.004759988869,0.000205672541,-0.000387998415,-0.001264557728,-0.00107709346,-0.001616125908,0.000416464803
-25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,20.0,0.004759988869,-0.000203009726,0.000388600509,0.001256027606,0.001074896847,0.001614012367,-0.000416469762
-25.0,20.0,0.009519977738,-0.00040333958,0.00077787988,0.002503700017,0.002147579963,0.003226130502,-0.000832984834
-20.0,-20.0,-0.009519977738,-0.000293470565,-0.00038732655,-0.001768316441,0.002141115184,-0.002376890312,0.000580916694
-20.0,-20.0,-0.004759988869,-0.000148254418,-0.000196033655,-0.000892819753,0.001071822409,-0.001197031741,0.00029145112
-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20.0,-20.0,0.004759988869,0.000151297457,0.000200790573,0.00091026619,-0.001074357155,0.001214362028,-0.000293442054
-20.0,-20.0,0.009519977738,0.000305641958,0.000406353913,0.00183810307,-0.002151253807,0.002446211095,-0.000588880298
-20.0,-15.0,-0.009519977738,-0.000231599207,-0.000333837297,-0.001815063806,0.001673843557,-0.002442073985,0.000554961361
-20.0,-15.0,-0.004759988869,-0.000117130782,-0.000169360542,-0.000914858485,0.000838336677,-0.001228962785,0.000278533531
-20.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20.0,-15.0,0.004759988869,0.000119806231,0.000174261041,0.000929629942,-0.000841179092,0.001244965727,-0.00028064417
-20.0,-15.0,0.009519977738,0.000242300236,0.000353439031,0.001874149628,-0.001685213065,0.002506084831,-0.000563403852
-20.0,-10.0,-0.009519977738,-0.000176600473,-0.000330797268,-0.001927072038,0.001175954921,-0.002586513701,0.000568416921
-20.0,-10.0,-0.004759988869,-8.9957273e-05,-0.000171256348,-0.000976819002,0.000591031839,-0.001310533214,0.000287047686
-20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
