# RCBIRE
parameter,independent_variables,4
parameter,coordinate_system,body
BIRE[deg],alpha[deg],beta[deg],elevator[deg],Cx,Cy,Cz,Cl,Cm,Cn
-40.0,15.0,-20.0,30.0,-0.078326480591,0.184645377828,-0.198977156699,0.003752638507,-0.276144368492,-0.100358912496
-40.0,15.0,-10.0,-30.0,-0.054394165433,-0.124081471314,0.131267939279,0.000546756814,0.175210896148,0.067080101166
-40.0,15.0,-10.0,-20.0,-0.029432259527,-0.09576136982,0.101123696798,0.000329357268,0.135661932834,0.051879302591
-40.0,15.0,-10.0,-10.0,-0.008835379421,-0.054765400096,0.057730098169,0.000131296618,0.077887614936,0.029744662127
-40.0,15.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,15.0,-10.0,10.0,-0.016352398087,0.061040521832,-0.063442465454,-4.626389e-05,-0.086669556766,-0.033477767463
-40.0,15.0,-10.0,20.0,-0.044304155419,0.115775741618,-0.120118041864,-3.1659492e-05,-0.164709722442,-0.063686138286
-40.0,15.0,-10.0,30.0,-0.076010610617,0.160368687777,-0.166089775447,4.784528e-06,-0.228384510965,-0.088437359045
-40.0,15.0,0.0,-30.0,-0.0581396241,-0.120379658232,0.110919973608,0.007593672664,0.146487913825,0.065088700614
-40.0,15.0,0.0,-20.0,-0.032138310472,-0.091484016025,0.085570881559,0.005413909165,0.113676788693,0.049595141018
-40.0,15.0,0.0,-10.0,-0.010289666289,-0.051414353891,0.048841464464,0.002826831771,0.065301538251,0.027962191203
-40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,15.0,0.0,10.0,-0.014521376609,0.054058616633,-0.053831446966,-0.002651437174,-0.07298922201,-0.029771836192
-40.0,15.0,0.0,20.0,-0.040581717009,0.100975624657,-0.101350603416,-0.004784290086,-0.137929949217,-0.055842643957
-40.0,15.0,0.0,30.0,-0.070505449547,0.138126503607,-0.139477390203,-0.006413799559,-0.190332043525,-0.076663377353
-40.0,15.0,10.0,-30.0,-0.065579710041,-0.121998935785,0.10416524064,0.014410495661,0.137936703037,0.064876132725
-40.0,15.0,10.0,-20.0,-0.037625889449,-0.091277381942,0.079873582433,0.010370879791,0.106385092951,0.048672838786
-40.0,15.0,10.0,-10.0,-0.013299233143,-0.050344536791,0.045223627317,0.00548236905,0.060617892932,0.026936705395
-40.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,15.0,10.0,10.0,-0.011266345638,0.050071417428,-0.048917022411,-0.00527825775,-0.066456717537,-0.027159552956
-40.0,15.0,10.0,20.0,-0.0341842483,0.091781451916,-0.091102669766,-0.009641875646,-0.124209973886,-0.050013808194
-40.0,15.0,10.0,30.0,-0.061326532519,0.123620808765,-0.124255016442,-0.013046065938,-0.169850139097,-0.067637811806
-40.0,15.0,20.0,-30.0,-0.066968317253,-0.13925547652,0.111520066548,0.017270044114,0.148451951221,0.073726876026
-40.0,15.0,20.0,-20.0,-0.038720603577,-0.102629970186,0.084629905322,0.012424180445,0.113230078619,0.054439000058
-40.0,15.0,20.0,-10.0,-0.013971912718,-0.055568331427,0.047325628226,0.00656770603,0.063683828445,0.029542913391
-40.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,15.0,20.0,10.0,-0.010024931263,0.052460598008,-0.050079139881,-0.006296976527,-0.068196939807,-0.028220450217
-40.0,15.0,20.0,20.0,-0.0313175764,0.094318845418,-0.09225243302,-0.011523697784,-0.126086858209,-0.050911913702
-40.0,15.0,20.0,30.0,-0.056732087835,0.125007775047,-0.124756187418,-0.015619407308,-0.170971703489,-0.067693413679
-40.0,20.0,-20.0,-30.0,-0.054439674216,-0.142518470887,0.160598717287,-0.002416430606,0.214870564203,0.076646036347
-40.0,20.0,-20.0,-20.0,-0.029572158642,-0.111105498394,0.124087893536,-0.001765866216,0.166815598403,0.05985853446
-40.0,20.0,-20.0,-10.0,-0.008959347874,-0.064302688213,0.071172370343,-0.000951146571,0.096194490276,0.034714532411
-40.0,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,20.0,-20.0,10.0,-0.016723910969,0.074234063127,-0.079335217328,0.000910498748,-0.10844622728,-0.040411669017
-40.0,20.0,-20.0,20.0,-0.045435418195,0.142477030991,-0.151467496922,0.001661458312,-0.207806815224,-0.077725041163
-40.0,20.0,-20.0,30.0,-0.078142427338,0.199239738734,-0.210899074049,0.002234811163,-0.290132988703,-0.108881104096
-40.0,20.0,-10.0,-30.0,-0.054086179773,-0.134108166515,0.136154594297,0.002388574981,0.180351640378,0.072562891466
-40.0,20.0,-10.0,-20.0,-0.029238349711,-0.103509421381,0.105430232602,0.001601578987,0.1404270314,0.056125168631
-40.0,20.0,-10.0,-10.0,-0.008743032369,-0.05924559008,0.06054473056,0.000766293251,0.081134804101,0.032205036633
-40.0,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,20.0,-10.0,10.0,-0.016646131035,0.066143564661,-0.067657294895,-0.000580932565,-0.091763351406,-0.036334662635
-40.0,20.0,-10.0,20.0,-0.045049401902,0.125841524038,-0.128754845198,-0.000941463258,-0.175248651589,-0.069342462906
-40.0,20.0,-10.0,30.0,-0.077291063309,0.174762319188,-0.178755126819,-0.001157934842,-0.243920612694,-0.096553129708
-40.0,20.0,0.0,-30.0,-0.056486164473,-0.129368606249,0.116897159905,0.008641135123,0.153352912114,0.069934407419
-40.0,20.0,0.0,-20.0,-0.030969267928,-0.098547766535,0.09066474186,0.006100822692,0.11970942078,0.053413927879
-40.0,20.0,0.0,-10.0,-0.009674724345,-0.055570923494,0.052073288269,0.003143927253,0.069236095633,0.030215880945
-40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,20.0,0.0,10.0,-0.015307242247,0.059120829,-0.058297323845,-0.002860873288,-0.078564881062,-0.032573297777
-40.0,20.0,0.0,20.0,-0.04226026089,0.111048172205,-0.110415806451,-0.0050909352,-0.14932900671,-0.061441275207
-40.0,20.0,0.0,30.0,-0.07308693338,0.152628906043,-0.152675421944,-0.006752423238,-0.206987235645,-0.084755087269
-40.0,20.0,10.0,-30.0,-0.060896752832,-0.126749114392,0.101633626891,0.016258965572,0.131811894659,0.067645548421
-40.0,20.0,10.0,-20.0,-0.034289764818,-0.095095170001,0.078842468419,0.011654881428,0.103074155502,0.050889959221
-40.0,20.0,10.0,-10.0,-0.011538513029,-0.052667893196,0.045203499474,0.006128548161,0.059597248342,0.028279962429
-40.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,20.0,10.0,10.0,-0.012751823728,0.052747392793,-0.050556091501,-0.005835121384,-0.067818643498,-0.02870150249
-40.0,20.0,10.0,20.0,-0.037070131686,0.097321470555,-0.095069093799,-0.010588415341,-0.128042339389,-0.053208110097
-40.0,20.0,10.0,30.0,-0.065432617564,0.131796388836,-0.130671394958,-0.014251104052,-0.176484278095,-0.072357360083
-40.0,20.0,20.0,-30.0,-0.064779394529,-0.136194922736,0.102702055036,0.019869388161,0.133612032315,0.07193345459
-40.0,20.0,20.0,-20.0,-0.037380991446,-0.100598897055,0.078992754882,0.01428047394,0.103608469118,0.05321535745
-40.0,20.0,20.0,-10.0,-0.013394361585,-0.054643107017,0.044816906957,0.007538181352,0.059300393928,0.028961155507
-40.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,20.0,20.0,10.0,-0.010103944341,0.051696106577,-0.049122019772,-0.007230186309,-0.066165907989,-0.02768169385
-40.0,20.0,20.0,20.0,-0.031467519059,0.093353201216,-0.091354009015,-0.013196078581,-0.123622521588,-0.050154400036
-40.0,20.0,20.0,30.0,-0.056962304934,0.124175956379,-0.124458208313,-0.01784539317,-0.168980250748,-0.066920633568
-35.0,-20.0,-20.0,-30.0,-0.053390859259,-0.091259080362,0.148943734603,-0.019933049078,0.19906877331,0.047155903909
-35.0,-20.0,-20.0,-20.0,-0.028983291897,-0.070741675344,0.110050782523,-0.014328868089,0.147327294648,0.036787942389
-35.0,-20.0,-20.0,-10.0,-0.008823231943,-0.040446450824,0.059809689275,-0.007565601969,0.080223421213,0.02118052511
-35.0,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-20.0,-20.0,10.0,-0.014610932727,0.045282286016,-0.05697260108,0.007280024244,-0.076953355195,-0.024063797615
-35.0,-20.0,-20.0,20.0,-0.03976663491,0.084445173637,-0.103125302569,0.013294095875,-0.139604094188,-0.045071741054
-35.0,-20.0,-20.0,30.0,-0.068211585316,0.11527355214,-0.137497605483,0.017986962111,-0.186497523585,-0.061728840318
-35.0,-20.0,-10.0,-30.0,-0.061718729096,-0.101837822545,0.145543154107,-0.016454805,0.19395292414,0.054453193769
-35.0,-20.0,-10.0,-20.0,-0.034627895555,-0.076903418495,0.106964576805,-0.011882255168,0.142828542815,0.04123268892
-35.0,-20.0,-10.0,-10.0,-0.011615472905,-0.042730519025,0.057697554059,-0.00631153172,0.077217022327,0.022988628986
-35.0,-20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-20.0,-10.0,10.0,-0.012413878804,0.04461377827,-0.05410698797,0.006120153561,-0.072968584799,-0.024225638076
-35.0,-20.0,-10.0,20.0,-0.035673446868,0.081521356521,-0.096818815034,0.011253664453,-0.130807394935,-0.044432267873
-35.0,-20.0,-10.0,30.0,-0.062545505736,0.109499520826,-0.127803998725,0.015311134264,-0.17293678093,-0.05986814438
-35.0,-20.0,0.0,-30.0,-0.073948196098,-0.117464918407,0.14336442013,-0.0117913242,0.188697921658,0.06439113883
-35.0,-20.0,0.0,-20.0,-0.04311102897,-0.086793477803,0.10463114057,-0.008563035234,0.137992196261,0.047640086746
-35.0,-20.0,0.0,-10.0,-0.015918811053,-0.047016957013,0.055908705671,-0.004582294142,0.073895151252,0.025857660593
-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-20.0,0.0,10.0,-0.008652295385,0.045772997637,-0.051176026394,0.004512449558,-0.068023580208,-0.025384481311
-35.0,-20.0,0.0,20.0,-0.028802446377,0.081806915913,-0.09035295456,0.008359031664,-0.120213719887,-0.045543940133
-35.0,-20.0,0.0,30.0,-0.053233724708,0.10789405229,-0.117863397819,0.011439231423,-0.156926752218,-0.060280615492
-35.0,-20.0,10.0,-30.0,-0.084203078,-0.148437531098,0.156876423193,-0.00370346234,0.208799533381,0.081477382907
-35.0,-20.0,10.0,-20.0,-0.050072193028,-0.107855723497,0.113870662072,-0.00269104229,0.151806751168,0.059266373563
-35.0,-20.0,10.0,-10.0,-0.019363279739,-0.057278209587,0.060394661373,-0.001446394315,0.080651790851,0.031528299636
-35.0,-20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-20.0,10.0,10.0,-0.006071505606,0.052293917833,-0.055033053076,0.0014403755,-0.07396389438,-0.029004041824
-35.0,-20.0,10.0,20.0,-0.024106551235,0.091749583117,-0.096453533511,0.002713130297,-0.129706963837,-0.051094042024
-35.0,-20.0,10.0,30.0,-0.046892085221,0.119125856323,-0.125133988846,0.003765001066,-0.168354375322,-0.066592968804
-35.0,-20.0,20.0,-30.0,-0.09033267014,-0.181283895872,0.183171424125,0.003323463811,0.24983427058,0.097961486281
-35.0,-20.0,20.0,-20.0,-0.054046378621,-0.130365880221,0.13221670033,0.002458271756,0.180471059192,0.070535542146
-35.0,-20.0,20.0,-10.0,-0.021216184456,-0.068360505866,0.06962160144,0.001339490451,0.095102267179,0.037054618588
-35.0,-20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-20.0,20.0,10.0,-0.00494262214,0.059804685227,-0.063071134093,-0.001368208917,-0.086604870264,-0.032641025804
-35.0,-20.0,20.0,20.0,-0.022061045424,0.103509665248,-0.109927488723,-0.002530839506,-0.150993599466,-0.056704259203
-35.0,-20.0,20.0,30.0,-0.044118715174,0.132790720618,-0.142059374047,-0.003454551721,-0.195198079688,-0.073001864526
-35.0,-15.0,-20.0,-30.0,-0.05363150274,-0.089175306555,0.142720292882,-0.018984151693,0.190943034786,0.046311299198
-35.0,-15.0,-20.0,-20.0,-0.028993560848,-0.069628418772,0.106140104837,-0.013639384112,0.142390912927,0.036363771129
-35.0,-15.0,-20.0,-10.0,-0.008699597065,-0.040130659577,0.05816492085,-0.007195042843,0.078290548311,0.021085001747
-35.0,-15.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-15.0,-20.0,10.0,-0.015163424616,0.045734661433,-0.056570554656,0.006920740757,-0.076892385578,-0.024355623243
-35.0,-15.0,-20.0,20.0,-0.041203333561,0.085864146766,-0.103367221172,0.012610350542,-0.14102798343,-0.045887693161
-35.0,-15.0,-20.0,30.0,-0.070644348989,0.1178452374,-0.138899414368,0.017028669589,-0.190104119138,-0.063146073533
-35.0,-15.0,-10.0,-30.0,-0.062799446933,-0.107264359048,0.139225600613,-0.012870288509,0.18557653734,0.057659382277
-35.0,-15.0,-10.0,-20.0,-0.035400716498,-0.081078699322,0.103192436787,-0.009272198469,0.137925894995,0.043686959678
-35.0,-15.0,-10.0,-10.0,-0.01201928911,-0.045148039836,0.056242266136,-0.004910429225,0.075407765196,0.024400699306
-35.0,-15.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-15.0,-10.0,10.0,-0.012607137834,0.046900010349,-0.054899022927,0.004740286429,-0.074453282959,-0.02554033753
-35.0,-15.0,-10.0,20.0,-0.036284210836,0.086075164706,-0.099472356356,0.00869484988,-0.135294217757,-0.047030408617
-35.0,-15.0,-10.0,30.0,-0.063722837915,0.116026391751,-0.132774440475,0.011807302574,-0.181041440317,-0.063569108494
-35.0,-15.0,0.0,-30.0,-0.07096798251,-0.10722491938,0.13185583657,-0.01002920888,0.175264179914,0.058442294254
-35.0,-15.0,0.0,-20.0,-0.041053050117,-0.079776579563,0.096769276693,-0.007280131232,0.12893855973,0.043558400864
-35.0,-15.0,0.0,-10.0,-0.01486648368,-0.043570562369,0.052072474186,-0.003891702468,0.069578668807,0.023846931932
-35.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-15.0,0.0,10.0,-0.009663502114,0.043228945046,-0.048415740752,0.003825635099,-0.065191701716,-0.02389243006
-35.0,-15.0,0.0,20.0,-0.030808053187,0.07777488851,-0.086099572212,0.007067666928,-0.116196576111,-0.043156315759
-35.0,-15.0,0.0,30.0,-0.056134881452,0.103121513686,-0.112995462103,0.009648973252,-0.152779776123,-0.057427111049
-35.0,-15.0,10.0,-30.0,-0.081343102479,-0.135019441565,0.14210240314,-0.001839189919,0.190939383796,0.073469951579
-35.0,-15.0,10.0,-20.0,-0.048195109543,-0.098515983462,0.103682097903,-0.001327986404,0.139564058956,0.053692748653
-35.0,-15.0,10.0,-10.0,-0.018466555439,-0.052587437884,0.055344824422,-0.000708151362,0.074648066986,0.02872596434
-35.0,-15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-15.0,10.0,10.0,-0.00671218865,0.048431465981,-0.051294925422,0.000688843912,-0.069690667417,-0.026708644363
-35.0,-15.0,10.0,20.0,-0.025352664514,0.085304585913,-0.090475102275,0.001288663655,-0.123102432889,-0.047247144093
-35.0,-15.0,10.0,30.0,-0.048673729043,0.111080770463,-0.118005671015,0.001778601601,-0.160765686032,-0.061772969592
-35.0,-15.0,20.0,-30.0,-0.088222309693,-0.165442478279,0.165184932926,0.005364090308,0.227214528384,0.088464239279
-35.0,-15.0,20.0,-20.0,-0.052788492395,-0.119278331376,0.119733613888,0.003948849542,0.164809343993,0.063888011545
-35.0,-15.0,20.0,-10.0,-0.020694739853,-0.06274753231,0.063372447993,0.002145681254,0.087298386344,0.033685614908
-35.0,-15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-15.0,20.0,10.0,-0.005011918703,0.054987463602,-0.058285196063,-0.002177194094,-0.080698590615,-0.029771156231
-35.0,-15.0,20.0,20.0,-0.022201591073,0.095317279214,-0.102078862888,-0.004060297699,-0.141448537111,-0.051806805505
-35.0,-15.0,20.0,30.0,-0.044330763782,0.122366071573,-0.132448546164,-0.005582115003,-0.183677260524,-0.066753478707
-35.0,-10.0,-20.0,-30.0,-0.054294422438,-0.089731866996,0.138397979753,-0.01741055957,0.185237386955,0.046928030745
-35.0,-10.0,-20.0,-20.0,-0.029386483266,-0.070404834515,0.103609982406,-0.012506532218,0.13918111276,0.03699295377
-35.0,-10.0,-20.0,-10.0,-0.008839715078,-0.040810353247,0.057250393941,-0.006594183451,0.077244589938,0.021550916314
-35.0,-10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-10.0,-20.0,10.0,-0.015408503247,0.047093665634,-0.056904274609,0.006348482027,-0.077733857518,-0.025157478897
-35.0,-10.0,-20.0,20.0,-0.041958570242,0.088925106134,-0.104895123288,0.0115491278,-0.143967006732,-0.047642006834
-35.0,-10.0,-20.0,30.0,-0.072035251582,0.122615240544,-0.14196811417,0.015573579559,-0.195607728278,-0.065834436411
-35.0,-10.0,-10.0,-30.0,-0.063196817157,-0.106324048162,0.132378129004,-0.010346154352,0.176893337114,0.057392962346
-35.0,-10.0,-10.0,-20.0,-0.035744257311,-0.080785214588,0.098729949771,-0.007447392913,0.132370323229,0.043705904263
-35.0,-10.0,-10.0,-10.0,-0.012216252054,-0.045269319053,0.054228274812,-0.003938827869,0.072987261163,0.024561074375
-35.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-10.0,-10.0,10.0,-0.012376319101,0.047753010646,-0.053917341377,0.003808760428,-0.073500524542,-0.026113473528
-35.0,-10.0,-10.0,20.0,-0.036070486054,0.088220150504,-0.098465136153,0.006974857925,-0.134735047752,-0.048389433392
-35.0,-10.0,-10.0,30.0,-0.06368336804,0.119560186476,-0.132270663426,0.009460973743,-0.181570619089,-0.065744567706
-35.0,-10.0,0.0,-30.0,-0.068754806868,-0.105295365783,0.124828980327,-0.006623515778,0.167225581223,0.05719771882
-35.0,-10.0,0.0,-20.0,-0.039520194802,-0.078740727237,0.092290415829,-0.004801103682,0.123995650757,0.04285847193
-35.0,-10.0,0.0,-10.0,-0.014083164572,-0.043284466404,0.050116836088,-0.002561644208,0.067565057063,0.023621760848
-35.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-10.0,0.0,10.0,-0.01052574012,0.043463612421,-0.047922522141,0.002512972848,-0.065270172122,-0.023958722804
-35.0,-10.0,0.0,20.0,-0.03252436057,0.078747178279,-0.086107156394,0.00463376218,-0.117650903634,-0.043578906331
-35.0,-10.0,0.0,30.0,-0.058638091701,0.105015655077,-0.114024297313,0.006316506781,-0.156212478574,-0.058320281529
-35.0,-10.0,10.0,-30.0,-0.077816201549,-0.125012375797,0.130412254139,0.000647707098,0.176715930665,0.067486915912
-35.0,-10.0,10.0,-20.0,-0.045810263976,-0.091636633936,0.095747361065,0.000479914895,0.130005850984,0.049570751806
-35.0,-10.0,10.0,-10.0,-0.017287767753,-0.049197739786,0.051504673902,0.000261869426,0.070099208504,0.026686428402
-35.0,-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-10.0,10.0,10.0,-0.007680588375,0.045828408417,-0.048709731832,-0.00027471754,-0.06685901351,-0.02512807802
-35.0,-10.0,10.0,20.0,-0.027192944511,0.081142511918,-0.086581955868,-0.000509005975,-0.119107851209,-0.044691711592
-35.0,-10.0,10.0,30.0,-0.051256586564,0.106103237549,-0.113659637204,-0.000695941043,-0.156662831291,-0.058682694779
-35.0,-10.0,20.0,-30.0,-0.085305766029,-0.151884216585,0.148432526433,0.007819449853,0.205208544524,0.080503174745
-35.0,-10.0,20.0,-20.0,-0.050936630922,-0.109819036783,0.108146300888,0.005725934074,0.149628281748,0.058327277682
-35.0,-10.0,20.0,-10.0,-0.019854791333,-0.057980997717,0.057601401273,0.003094076296,0.079771820214,0.030876894403
-35.0,-10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-10.0,20.0,10.0,-0.005427396395,0.051016812748,-0.053894183577,-0.003102510196,-0.075051368604,-0.027428122055
-35.0,-10.0,20.0,20.0,-0.022958236113,0.088637916068,-0.094937180698,-0.005780871978,-0.132379324417,-0.047844448356
-35.0,-10.0,20.0,30.0,-0.045362204143,0.113958663529,-0.123766727952,-0.007944872319,-0.172791669833,-0.06174247171
-35.0,-5.0,-20.0,-30.0,-0.053489328207,-0.09490114377,0.137990830686,-0.01465794829,0.185761171143,0.049842510951
-35.0,-5.0,-20.0,-20.0,-0.028748681052,-0.074457060024,0.104069261829,-0.010508439229,0.140678993346,0.039261580886
-35.0,-5.0,-20.0,-10.0,-0.008460869779,-0.043206885811,0.058019890614,-0.00552464582,0.078818241904,0.022882218557
-35.0,-5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-5.0,-20.0,10.0,-0.016158822189,0.049988325804,-0.059292945865,0.005283363368,-0.081689036332,-0.026738913057
-35.0,-5.0,-20.0,20.0,-0.043600318913,0.094796013055,-0.110285293487,0.009573715914,-0.152712777578,-0.050833568327
-35.0,-5.0,-20.0,30.0,-0.074595731243,0.131178336324,-0.15036689729,0.012869330186,-0.209079992597,-0.070473522161
-35.0,-5.0,-10.0,-30.0,-0.062503858887,-0.101368945775,0.124972133199,-0.009143801779,0.167319185361,0.054673271314
-35.0,-5.0,-10.0,-20.0,-0.035245734515,-0.077590756952,0.093819739972,-0.006595206344,0.126110892429,0.041945481103
-35.0,-5.0,-10.0,-10.0,-0.011933589644,-0.043845548456,0.051946389971,-0.003495901953,0.070151290996,0.023770044295
-35.0,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-5.0,-10.0,10.0,-0.012778586607,0.047248627567,-0.052464448053,0.003402347424,-0.071841750141,-0.025834210673
-35.0,-5.0,-10.0,20.0,-0.037020457776,0.087888553891,-0.096503900588,0.006232246489,-0.132730617335,-0.048197516475
-35.0,-5.0,-10.0,30.0,-0.065218411846,0.119769074887,-0.130366681776,0.008451625841,-0.17995863807,-0.065843198946
-35.0,-5.0,0.0,-30.0,-0.067013807107,-0.106114530366,0.119010592839,-0.003366936816,0.160056712687,0.057431798995
-35.0,-5.0,0.0,-20.0,-0.038323627766,-0.079632040268,0.088751553965,-0.002439801634,0.119761523174,0.043196796915
-35.0,-5.0,0.0,-10.0,-0.01347698696,-0.043984439727,0.048699874186,-0.001300981349,0.065974353954,0.023928960804
-35.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-5.0,0.0,10.0,-0.011192482746,0.044488910747,-0.0481611739,0.001274061172,-0.065997008006,-0.024466578984
-35.0,-5.0,0.0,20.0,-0.033884100444,0.081109747617,-0.087509419808,0.002344606808,-0.120347633526,-0.044783443066
-35.0,-5.0,0.0,30.0,-0.060663492657,0.10872773725,-0.116998703658,0.003190174945,-0.161382751291,-0.060242735429
-35.0,-5.0,10.0,-30.0,-0.074551452645,-0.119585203932,0.120763250144,0.003620491276,0.164325657386,0.06417931573
-35.0,-5.0,10.0,-20.0,-0.043602980073,-0.088036768483,0.089359122241,0.002634414056,0.121880009278,0.047361145821
-35.0,-5.0,10.0,-10.0,-0.016198185366,-0.047529273247,0.048525888355,0.001411879543,0.066370915905,0.025648777543
-35.0,-5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-5.0,10.0,10.0,-0.008596145265,0.044713963206,-0.047152491342,-0.001402565913,-0.065111591187,-0.024413658431
-35.0,-5.0,10.0,20.0,-0.028927062315,0.079639382461,-0.084606692365,-0.002593932843,-0.117146823498,-0.043685152461
-35.0,-5.0,10.0,30.0,-0.05368693836,0.104643943816,-0.111950852706,-0.003544255968,-0.155368809738,-0.057644186601
-35.0,-5.0,20.0,-30.0,-0.081636354501,-0.142469091965,0.13317557201,0.010875242858,0.184009665278,0.07510982642
-35.0,-5.0,20.0,-20.0,-0.048521349801,-0.103332533616,0.097688312474,0.00793100397,0.135120288453,0.054601992851
-35.0,-5.0,20.0,-10.0,-0.018705348878,-0.054777081099,0.052457285544,0.004264536322,0.072653586517,0.02902906776
-35.0,-5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-5.0,20.0,10.0,-0.006191153526,0.048445340184,-0.050224785372,-0.004227096603,-0.070021409179,-0.025932440987
-35.0,-5.0,20.0,20.0,-0.024344907687,0.084464923274,-0.089131765575,-0.007848446269,-0.124477805674,-0.045397288846
-35.0,-5.0,20.0,30.0,-0.047237122532,0.108882316291,-0.116909542499,-0.010757091694,-0.163528930047,-0.058741499781
-35.0,0.0,-20.0,-30.0,-0.051632015544,-0.101727219016,0.140964218857,-0.011532457525,0.190922929825,0.053587691699
-35.0,0.0,-20.0,-20.0,-0.027366984465,-0.079824425292,0.106969217557,-0.008235870131,0.145507801015,0.042194104942
-35.0,0.0,-20.0,-10.0,-0.007693876604,-0.046372795607,0.060077554993,-0.004307482991,0.082138162304,0.024604563141
-35.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,0.0,-20.0,10.0,-0.01717554837,0.053833955855,-0.062831789491,0.00406589947,-0.087158239027,-0.028817991017
-35.0,0.0,-20.0,20.0,-0.045673298707,0.102481865148,-0.117720746188,0.007323375701,-0.16410829527,-0.054984885275
-35.0,0.0,-20.0,30.0,-0.077663160443,0.142275643066,-0.161461249464,0.009797072039,-0.225992076009,-0.076464793188
-35.0,0.0,-10.0,-30.0,-0.058454149398,-0.100138668244,0.123490563483,-0.006917762119,0.166392515172,0.053881450963
-35.0,0.0,-10.0,-20.0,-0.032284746083,-0.077128051015,0.093306308816,-0.004992772112,0.126258514641,0.041598420608
-35.0,0.0,-10.0,-10.0,-0.010324835224,-0.043902315179,0.05207388062,-0.002647609569,0.070816330894,0.02374568147
-35.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,0.0,-10.0,10.0,-0.014425385477,0.04832233777,-0.053499160072,0.002577786039,-0.073770703987,-0.026373903068
-35.0,0.0,-10.0,20.0,-0.040229487024,0.090541581524,-0.099183970664,0.004711478859,-0.137388314539,-0.049560819544
-35.0,0.0,-10.0,30.0,-0.069788978684,0.124129277609,-0.134828517157,0.006375228807,-0.187452041363,-0.068110969223
-35.0,0.0,0.0,-30.0,-0.064192806132,-0.106780358472,0.114941390578,-0.000420958445,0.154850569417,0.05766369006
-35.0,0.0,0.0,-20.0,-0.036342538931,-0.080482118071,0.086434241384,-0.000311742897,0.116883704719,0.043568915873
-35.0,0.0,0.0,-10.0,-0.012449726212,-0.044706243124,0.047903524493,-0.000170343232,0.065062835054,0.024276264038
-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,0.0,0.0,10.0,-0.012248661629,0.045808258895,-0.048730628335,0.000173965328,-0.067001633791,-0.025156070696
-35.0,0.0,0.0,20.0,-0.03595753244,0.084093369818,-0.089414533451,0.000322596099,-0.123402064544,-0.046365358317
-35.0,0.0,0.0,30.0,-0.063649427905,0.113378212275,-0.120519056933,0.000440238611,-0.166839805542,-0.062729792007
-35.0,0.0,10.0,-30.0,-0.070981929139,-0.118348105055,0.110971379545,0.006857790154,0.150638636663,0.063409966248
-35.0,0.0,10.0,-20.0,-0.041167755138,-0.087405990803,0.082947539196,0.00496977689,0.11292452432,0.046954668
-35.0,0.0,10.0,-10.0,-0.014979655625,-0.047398596742,0.045581786643,0.002650586364,0.062264347412,0.025548381302
