# RCBIRE
parameter,independent_variables,3
parameter,coordinate_system,body
BIRE[deg],alpha[deg],qbar,Cx,Cy,Cz,Cl,Cm,Cn
-40.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,-20.0,0.0080824611,-0.003749557557,-0.008291040498,-0.015919143509,-0.000904699993,-0.016463387029,0.004589546459
-40.0,-20.0,0.016164922199,-0.007305983706,-0.015850770195,-0.031027918771,-0.001884145714,-0.031891646586,0.008747635031
-40.0,-15.0,-0.016164922199,0.005879564109,0.01442669931,0.027818640314,0.002053596799,0.029742705926,-0.007935974942
-40.0,-15.0,-0.0080824611,0.00286341103,0.007125974948,0.013767390584,0.000993916025,0.014737894555,-0.003915873571
-40.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,-15.0,0.0080824611,-0.00269169608,-0.006916468865,-0.013422369917,-0.000898524349,-0.01438176135,0.003786514992
-40.0,-15.0,0.016164922199,-0.005212739281,-0.013648516276,-0.026522828254,-0.001700766187,-0.028433904019,0.00745812723
-40.0,-10.0,-0.016164922199,0.003870402546,0.012872127741,0.024463027199,0.001703742322,0.027292681935,-0.007024325891
-40.0,-10.0,-0.0080824611,0.001846353246,0.006261813132,0.012000087936,0.000829035994,0.013373384525,-0.003412463776
-40.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,-10.0,0.0080824611,-0.0017103693,-0.006342539819,-0.011967492559,-0.000680807004,-0.013403786222,0.003438530109
-40.0,-10.0,0.016164922199,-0.003263376869,-0.012609880682,-0.023736260358,-0.001261326139,-0.026607188176,0.00682296788
-40.0,-5.0,-0.016164922199,0.001995967857,0.01209314637,0.022450886165,0.001247788223,0.025850596483,-0.006528878465
-40.0,-5.0,-0.0080824611,0.000931519622,0.006123052785,0.01125865943,0.000557628861,0.012981504805,-0.003295064377
-40.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,-5.0,0.0080824611,-0.000786077033,-0.006096634379,-0.011137431432,-0.00046219512,-0.0128537637,0.003268797307
-40.0,-5.0,0.016164922199,-0.001426285229,-0.012144292218,-0.022130143356,-0.000838216565,-0.025547617777,0.006501777713
-40.0,0.0,-0.016164922199,7.2374461e-05,0.012182649069,0.021836935572,0.000721432186,0.025411921133,-0.006518363079
-40.0,0.0,-0.0080824611,-3.5065034e-05,0.00609270134,0.010881851276,0.000317349617,0.012660121877,-0.003255678293
-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,0.0080824611,0.000176638552,-0.006117340921,-0.010832093345,-0.000232419028,-0.012595590042,0.00326133425
-40.0,0.0,0.016164922199,0.000493917443,-0.012281042046,-0.021638382949,-0.000382023968,-0.025154602786,0.006540848293
-40.0,5.0,-0.016164922199,-0.00182197224,0.011959910069,0.021390787748,0.00018797147,0.024489131328,-0.006356842553
-40.0,5.0,-0.0080824611,-0.000972194936,0.005831093408,0.01039604603,1.2538953e-05,0.01185885431,-0.003104131574
-40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,5.0,0.0080824611,0.001162331249,-0.006999958931,-0.012221149355,-0.000167952624,-0.014110597785,0.003679748412
-40.0,5.0,0.016164922199,0.002419265949,-0.013249577494,-0.023074732328,-7.0690466e-05,-0.026486910513,0.006992025153
-40.0,10.0,-0.016164922199,-0.003422727201,0.013801618055,0.02461002947,0.000196774456,0.027532880898,-0.007343128746
-40.0,10.0,-0.0080824611,-0.001785110795,0.006849662278,0.012146430392,1.4294266e-05,0.01352628469,-0.003641609023
-40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,10.0,0.0080824611,0.001930965722,-0.006912452993,-0.012113686795,9.6173123e-05,-0.013422307565,0.003671300128
-40.0,10.0,0.016164922199,0.004003760524,-0.013924982457,-0.024296952692,0.000261276379,-0.02687326079,0.007389304693
-40.0,15.0,-0.016164922199,-0.00514560257,0.014676709145,0.02659993853,-0.000193905776,0.028301578315,-0.007798339294
-40.0,15.0,-0.0080824611,-0.002651083131,0.007434288062,0.01340123392,-0.000134199504,0.014241571103,-0.003947878917
-40.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,15.0,0.0080824611,0.002745865072,-0.007441620932,-0.013191191419,0.000324379088,-0.01379700248,0.003951713638
-40.0,15.0,0.016164922199,0.005846593695,-0.015914973277,-0.02830601467,0.000257313979,-0.030346325898,0.00843861036
-40.0,20.0,-0.016164922199,-0.006784243871,0.016368766715,0.030353309286,-0.000378163363,0.030639634946,-0.008714681687
-40.0,20.0,-0.0080824611,-0.003476829875,0.008329465503,0.015369442435,-0.000209685331,0.015526693845,-0.004432071464
-40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,20.0,0.0080824611,0.003647149189,-0.008642993758,-0.015795316889,0.000243217989,-0.015995201975,0.004593625757
-40.0,20.0,0.016164922199,0.007465998078,-0.017623290931,-0.032059105689,0.000511700841,-0.032517384892,0.009360953128
-35.0,-20.0,-0.016164922199,0.00841591103,0.016149453959,0.035601339482,0.002109738192,0.037482005865,-0.009025712069
-35.0,-20.0,-0.0080824611,0.004101995291,0.007892870959,0.017511134722,0.001020778983,0.018417601511,-0.004402874483
-35.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-20.0,0.0080824611,-0.003872996051,-0.007517858343,-0.016891211552,-0.000920508641,-0.017711519075,0.004171212226
-35.0,-20.0,0.016164922199,-0.007566161325,-0.014964304659,-0.033540157363,-0.001722548027,-0.03526696334,0.008299248926
-35.0,-15.0,-0.016164922199,0.006262455995,0.013997481654,0.030712823756,0.001850158029,0.033695753396,-0.00772869861
-35.0,-15.0,-0.0080824611,0.00303555095,0.006884674451,0.015154037211,0.000879255666,0.016629926081,-0.003793025895
-35.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-15.0,0.0080824611,-0.002838603369,-0.006659972762,-0.014746298511,-0.000795560607,-0.016181279741,0.003653990494
-35.0,-15.0,0.016164922199,-0.005481489538,-0.013121261612,-0.029112192297,-0.001506999825,-0.031946340683,0.007184131327
-35.0,-10.0,-0.016164922199,0.004115255516,0.012408568211,0.026974559724,0.001535796264,0.030662647628,-0.006783004253
-35.0,-10.0,-0.0080824611,0.001967870568,0.006129503607,0.013337850569,0.000723432563,0.015166915031,-0.003343106042
-35.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-10.0,0.0080824611,-0.001790886275,-0.006009162924,-0.013072561047,-0.000633193712,-0.014878909135,0.003263170558
-35.0,-10.0,0.016164922199,-0.003406976377,-0.011925955404,-0.025912148817,-0.001175505366,-0.029508743402,0.006462650115
-35.0,-5.0,-0.016164922199,0.002250941297,0.012967573225,0.026448380447,0.000864435418,0.031061165033,-0.006947560557
-35.0,-5.0,-0.0080824611,0.000975726965,0.005560743745,0.012050700689,0.000570083014,0.014053899302,-0.003004687383
-35.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,-5.0,0.0080824611,-0.000827348493,-0.005740285384,-0.012170847874,-0.00043790206,-0.014229624283,0.003081282517
-35.0,-5.0,0.016164922199,-0.001494550072,-0.011513842778,-0.024283900909,-0.000779652086,-0.028406687691,0.006168067845
-35.0,0.0,-0.016164922199,0.000126129658,0.011608639354,0.024061833598,0.000665804069,0.028356595023,-0.006213912299
-35.0,0.0,-0.0080824611,-1.7002249e-05,0.005812385255,0.012001663114,0.000291237979,0.014140861496,-0.00310685126
-35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,0.0,0.0080824611,0.000176792378,-0.005850818788,-0.0119718276,-0.000209674422,-0.01410045442,0.003119666364
-35.0,0.0,0.016164922199,0.000513188262,-0.011762051498,-0.023942875149,-0.000339875813,-0.028195644043,0.006264926905
-35.0,5.0,-0.016164922199,-0.001873099749,0.011948922118,0.024626796926,0.000275492453,0.028685020454,-0.006331960994
-35.0,5.0,-0.0080824611,-0.001015411963,0.005957067579,0.012213154138,8.2024649e-05,0.014205511366,-0.00315641668
-35.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,5.0,0.0080824611,0.00114349218,-0.005651134937,-0.011415405235,0.00010792884,-0.013181946908,0.003007546482
-35.0,5.0,0.016164922199,0.002516205232,-0.012336009912,-0.024837618766,4.3487408e-05,-0.028849334442,0.006523459385
-35.0,10.0,-0.016164922199,-0.003565883453,0.012310451712,0.025217653482,-0.000235678638,0.0282659706,-0.006539610589
-35.0,10.0,-0.0080824611,-0.001867392964,0.006268053951,0.012769259499,-0.000138272503,0.014318321397,-0.003328819276
-35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,10.0,0.0080824611,0.002041629966,-0.006501273435,-0.01309880584,0.000180926375,-0.01469847155,0.003450341169
-35.0,10.0,0.016164922199,0.004261448658,-0.013242342095,-0.026533090452,0.000406588747,-0.029782711209,0.007025343001
-35.0,15.0,-0.016164922199,-0.005373838295,0.014250293035,0.029650943647,-0.000110135357,0.03233617888,-0.007586185795
-35.0,15.0,-0.0080824611,-0.002785348105,0.007262695032,0.01501749233,-8.3798863e-05,0.01638852702,-0.003865505482
-35.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,15.0,0.0080824611,0.00298244594,-0.007508098851,-0.01537425448,0.000135961064,-0.016781420129,0.003990273906
-35.0,15.0,0.016164922199,0.006161297851,-0.015297353641,-0.031169658754,0.000308741226,-0.034048532343,0.008125952241
-35.0,20.0,-0.016164922199,-0.007146304721,0.015849901122,0.033471247542,-0.000401053999,0.034660752576,-0.00846317439
-35.0,20.0,-0.0080824611,-0.003675452514,0.008071570343,0.016964485771,-0.000220804713,0.017583541574,-0.004306951816
-35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-35.0,20.0,0.0080824611,0.003883163732,-0.008385235754,-0.017465652574,0.000254105606,-0.018148892619,0.004467911595
-35.0,20.0,0.016164922199,0.007977702189,-0.01710444317,-0.035477756285,0.000533779545,-0.036925226373,0.009106731078
-30.0,-20.0,-0.016164922199,0.00875996469,0.014868475655,0.038269254274,0.001839902249,0.041140003431,-0.008348785835
-30.0,-20.0,-0.0080824611,0.004276539445,0.007296142359,0.018873134754,0.000906154613,0.02028227798,-0.004093515139
-30.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-20.0,0.0080824611,-0.004038232333,-0.006989338679,-0.01827544436,-0.000836749921,-0.01960125539,0.003904408867
-30.0,-20.0,0.016164922199,-0.007842512812,-0.013704865414,-0.035997190632,-0.001599827031,-0.038578475862,0.007638706584
-30.0,-15.0,-0.016164922199,0.006523072446,0.012830643762,0.033048076853,0.001671156428,0.036872176098,-0.007108611802
-30.0,-15.0,-0.0080824611,0.003167307875,0.006347403854,0.016362599021,0.000774859257,0.018280373097,-0.003506066776
-30.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-15.0,0.0080824611,-0.002955145015,-0.006159234675,-0.015948495024,-0.000688853332,-0.017820956026,0.003385451089
-30.0,-15.0,0.016164922199,-0.005697720578,-0.012149205092,-0.031505032017,-0.001294654887,-0.03520612562,0.006662229583
-30.0,-10.0,-0.016164922199,0.004332387692,0.011456238705,0.029242719417,0.001369017611,0.033716986823,-0.006270161999
-30.0,-10.0,-0.0080824611,0.00206764452,0.005662586243,0.014464408369,0.00064233186,0.016681270573,-0.003091385132
-30.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-10.0,0.0080824611,-0.001873232805,-0.005556797478,-0.014185780534,-0.000557768038,-0.016370322145,0.00301896382
-30.0,-10.0,0.016164922199,-0.003554398751,-0.011031733082,-0.028126752959,-0.001031408286,-0.032471195626,0.005979779655
-30.0,-5.0,-0.016164922199,0.002263305041,0.010585287028,0.026748751095,0.001054346052,0.031572706439,-0.00572671065
-30.0,-5.0,-0.0080824611,0.001048234621,0.005341471084,0.013393952014,0.000468100086,0.015822790797,-0.002880003612
-30.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,-5.0,0.0080824611,-0.000869080062,-0.005333977011,-0.013281427069,-0.000381866869,-0.015699583033,0.002863353144
-30.0,-5.0,0.016164922199,-0.001556260019,-0.010593301653,-0.026359502478,-0.000700216905,-0.03115890948,0.00567787081
-30.0,0.0,-0.016164922199,0.000177523355,0.010697414771,0.026170770427,0.000600670085,0.031145408671,-0.005728842448
-30.0,0.0,-0.0080824611,2.76553e-07,0.005361355295,0.013064173715,0.000261584676,0.01554437594,-0.002866790923
-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,0.0,0.0080824611,0.000176967635,-0.005408434111,-0.013055821292,-0.000185750028,-0.01552992506,0.002884343927
-30.0,0.0,0.016164922199,0.000531798897,-0.010885278459,-0.026137592652,-0.000297655345,-0.03108805341,0.00579872063
-30.0,5.0,-0.016164922199,-0.001842870978,0.010569632183,0.025567916498,8.2427906e-05,0.02999471619,-0.005622706772
-30.0,5.0,-0.0080824611,-0.000998671901,0.005176946736,0.012394640839,-5.3974494e-05,0.01449439542,-0.002757689669
-30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,5.0,0.0080824611,0.001244330108,-0.006140798713,-0.014831693781,-0.000185378391,-0.01753539656,0.003232921565
-30.0,5.0,0.016164922199,0.002667679094,-0.012129279426,-0.029065496359,-0.000200749071,-0.034296415789,0.006390661902
-30.0,10.0,-0.016164922199,-0.003711838112,0.012098656997,0.029439089956,0.000158739272,0.033923903244,-0.006437926961
-30.0,10.0,-0.0080824611,-0.00196645993,0.006157852111,0.014933356362,6.8449299e-05,0.017226010763,-0.003272954691
-30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,10.0,0.0080824611,0.002147948804,-0.006241013427,-0.014883465674,6.7477592e-05,-0.017073457765,0.003314761995
-30.0,10.0,0.016164922199,0.004486306631,-0.012634250299,-0.029913067418,0.000230382044,-0.034261793155,0.006709052482
-30.0,15.0,-0.016164922199,-0.005537250727,0.013208070748,0.032185401538,-0.000131881475,0.035610286673,-0.007051674229
-30.0,15.0,-0.0080824611,-0.002874467166,0.006694054908,0.016259024549,-8.3065489e-05,0.017983872841,-0.003569367801
-30.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,15.0,0.0080824611,0.003104997692,-0.00697489433,-0.016724227151,0.000144765923,-0.018523348879,0.003717555448
-30.0,15.0,0.016164922199,0.00643894554,-0.014212138424,-0.03391619613,0.00033048862,-0.037586630353,0.007569754021
-30.0,20.0,-0.016164922199,-0.007485848007,0.014766245033,0.036372840562,-0.000409237502,0.038407014461,-0.007910754926
-30.0,20.0,-0.0080824611,-0.003862570794,0.007524991591,0.018451094659,-0.000223813825,0.019502597305,-0.004028260889
-30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-30.0,20.0,0.0080824611,0.00410739775,-0.007825837757,-0.019026114063,0.000255571732,-0.020162616393,0.004182251187
-30.0,20.0,0.016164922199,0.008465744455,-0.015969092231,-0.038674184328,0.000535904855,-0.041049317302,0.008526174795
-25.0,-20.0,-0.016164922199,0.009098322494,0.013197756803,0.040812480007,0.001615173012,0.044648396063,-0.007457105586
-25.0,-20.0,-0.0080824611,0.004413373406,0.006444626371,0.020052752784,0.000779119836,0.021906085334,-0.003633302531
-25.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-20.0,0.0080824611,-0.004148984331,-0.006167805089,-0.019398509317,-0.000717462565,-0.021139632431,0.003460961483
-25.0,-20.0,0.016164922199,-0.008040244407,-0.012089557134,-0.038193894185,-0.00136924972,-0.041579968678,0.006767388665
-25.0,-15.0,-0.016164922199,0.006815735998,0.011574110128,0.035644553269,0.00131116736,0.04049661186,-0.006420192541
-25.0,-15.0,-0.0080824611,0.003286646476,0.005680698099,0.017559630908,0.000622603913,0.019938175212,-0.003142992312
-25.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-15.0,0.0080824611,-0.003039545411,-0.005470375072,-0.017030063864,-0.000568792361,-0.019301694961,0.00301255441
-25.0,-15.0,0.016164922199,-0.005870562218,-0.010921250281,-0.033856798385,-0.000997272638,-0.038450155447,0.005998339058
-25.0,-10.0,-0.016164922199,0.004533812717,0.010199054693,0.03139206314,0.001158244699,0.0366272859,-0.005582948345
-25.0,-10.0,-0.0080824611,0.002161499278,0.005048056379,0.015540360962,0.000538486464,0.018135546662,-0.002755478639
-25.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-10.0,0.0080824611,-0.001952868163,-0.004971031618,-0.015272424764,-0.00045647348,-0.017834178782,0.002699138034
-25.0,-10.0,0.016164922199,-0.003697424175,-0.009882353999,-0.030305831714,-0.000833994274,-0.03540155515,0.005353069656
-25.0,-5.0,-0.016164922199,0.002399652232,0.009518482112,0.028941545612,0.000879897634,0.034483531866,-0.005148363401
-25.0,-5.0,-0.0080824611,0.001099488907,0.004727749601,0.014361793002,0.000406581581,0.017110761266,-0.002551265953
-25.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,-5.0,0.0080824611,-0.000904393443,-0.004725822041,-0.014252146743,-0.000328432002,-0.016987883821,0.002538595632
-25.0,-5.0,0.016164922199,-0.001612356071,-0.009446526558,-0.02839327773,-0.000587115367,-0.033849905264,0.005064854039
-25.0,0.0,-0.016164922199,0.000224963546,0.009474625174,0.028110900619,0.000526903475,0.033709037495,-0.005076795479
-25.0,0.0,-0.0080824611,1.6132469e-05,0.004752375481,0.014042384767,0.000228739848,0.016835342,-0.002542295353
-25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,0.0,0.0080824611,0.000177456708,-0.004802746594,-0.014055687993,-0.000160827382,-0.016846983135,0.002562057211
-25.0,0.0,0.016164922199,0.000549943818,-0.009675575611,-0.028164154523,-0.000255560615,-0.033755750824,0.005155453893
-25.0,5.0,-0.016164922199,-0.002080882404,0.011236036503,0.034987470469,0.001166748968,0.042110115435,-0.005919860826
-25.0,5.0,-0.0080824611,-0.00125881171,0.006340385979,0.020397964448,0.000973358361,0.024757857877,-0.003313620079
-25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,5.0,0.0080824611,0.001036191107,-0.003874999347,-0.009666179816,0.000718079808,-0.010995564813,0.002097875253
-25.0,5.0,0.016164922199,0.002425219108,-0.00878170777,-0.023465551087,0.00090570228,-0.027255868989,0.004709503489
-25.0,10.0,-0.016164922199,-0.003754921477,0.010672616259,0.031396386599,0.000118863926,0.036481873611,-0.005690460315
-25.0,10.0,-0.0080824611,-0.001988142527,0.005404804468,0.015806399106,2.1552071e-05,0.018350755556,-0.002879237611
-25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,10.0,0.0080824611,0.002228666814,-0.005604598114,-0.016270988028,-3.89846e-06,-0.018930132748,0.002979751194
-25.0,10.0,0.016164922199,0.004689055022,-0.011387817771,-0.032867807909,5.3980383e-05,-0.038226783194,0.006050572669
-25.0,15.0,-0.016164922199,-0.00568898143,0.01176565674,0.034491927095,-0.00016132687,0.038600633086,-0.006305016766
-25.0,15.0,-0.0080824611,-0.002967296727,0.005988271814,0.017465590226,-0.000104393559,0.019550435634,-0.003206773294
-25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,15.0,0.0080824611,0.003207139765,-0.006165237023,-0.017886725792,0.000125270414,-0.020021956359,0.003291546671
-25.0,15.0,0.016164922199,0.006681700172,-0.012612938832,-0.036355190928,0.000305721028,-0.040736976428,0.006733237843
-25.0,20.0,-0.016164922199,-0.007795390982,0.013168626687,0.038977422916,-0.000397211482,0.041779902586,-0.007079572452
-25.0,20.0,-0.0080824611,-0.004033739726,0.006715145367,0.019787699822,-0.000215936846,0.021233161682,-0.003607036943
-25.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.0,20.0,0.0080824611,0.004313847285,-0.006990498529,-0.020432754278,0.000244758205,-0.021982952684,0.003747793309
-25.0,20.0,0.016164922199,0.008916406235,-0.014269233896,-0.041558272308,0.000512236456,-0.044780343749,0.007641900098
-20.0,-20.0,-0.016164922199,0.009332545714,0.011049717231,0.042847880089,0.001329662822,0.047474301566,-0.006271250849
-20.0,-20.0,-0.0080824611,0.004517749761,0.005393018414,0.021042104244,0.000640814065,0.02327582144,-0.003053575795
-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20.0,-20.0,0.0080824611,-0.004230451907,-0.005156801376,-0.02033731078,-0.000588645454,-0.022431765919,0.002905264159
-20.0,-20.0,0.016164922199,-0.008182570247,-0.010104269438,-0.040027352799,-0.001121592183,-0.044095876452,0.005677845761
-20.0,-15.0,-0.016164922199,0.006963768123,0.009731895335,0.037545690584,0.001039514143,0.043112028415,-0.005414247591
-20.0,-15.0,-0.0080824611,0.003351663882,0.004774901214,0.018490682545,0.000492439479,0.021214941434,-0.00264908517
-20.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20.0,-15.0,0.0080824611,-0.003098204046,-0.004618252253,-0.017981110824,-0.000435270327,-0.020605048959,0.002548033948
-20.0,-15.0,0.016164922199,-0.005949078166,-0.009104694795,-0.035506249595,-0.00081135738,-0.040670665658,0.005009809598
-20.0,-10.0,-0.016164922199,0.004694608574,0.008586401364,0.033232656083,0.000936872206,0.039127638367,-0.004698941923
-20.0,-10.0,-0.0080824611,0.002226811791,0.004221899667,0.016389503538,0.000448122475,0.019281987673,-0.002304566632
-20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-20.0,-10.0,0.0080824611,-0.001957017017,-0.003905490967,-0.015577974268,-0.000506980185,-0.018206192223,0.00212481694
-20.0,-10.0,0.016164922199,-0.00381433536,-0.008481988911,-0.032388742983,-0.00058360862,-0.038229664912,0.004589271291
-20.0,-5.0,-0.016164922199,0.002495665998,0.007887228533,0.03044705639,0.000776020085,0.036493290213,-0.004272533143
