# RCBIRE
parameter,independent_variables,4
parameter,coordinate_system,body
BIRE[deg],alpha[deg],beta[deg],aileron[deg],Cx,Cy,Cz,Cl,Cm,Cn
-45.0,-10.0,20.0,-30.0,-0.034789727,-0.027390408569,0.187073634612,0.075925041638,-0.000848962626,0.003145040482
-45.0,-10.0,20.0,-20.0,-0.016919520131,-0.018773913246,0.134328615967,0.055551377967,-0.003069913824,0.002294461353
-45.0,-10.0,20.0,-10.0,-0.004239350852,-0.009299385931,0.071150731842,0.030042369152,-0.002905994752,0.001168721538
-45.0,-10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,-10.0,20.0,10.0,-0.029021561285,0.000346749464,-0.067114667939,-0.03004994193,0.005348119947,-0.00021964472
-45.0,-10.0,20.0,20.0,-0.062817184082,-0.002149500741,-0.12412845432,-0.055569086893,0.010392364073,0.000349492291
-45.0,-10.0,20.0,30.0,-0.097362782247,-0.00703196081,-0.170173468154,-0.075924333164,0.014438737466,0.00169722859
-45.0,-5.0,-20.0,-30.0,-0.079551224434,0.013218606558,-0.159486292878,0.074436236265,0.04689152515,8.953596e-05
-45.0,-5.0,-20.0,-20.0,-0.049737338734,0.009044178326,-0.11786207711,0.054376938655,0.031950524656,-0.000400965124
-45.0,-5.0,-20.0,-10.0,-0.02200507449,0.004333175913,-0.064263812037,0.029356474755,0.016130410371,-0.000362462044
-45.0,-5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,-5.0,-20.0,10.0,-0.011200395044,0.004647664897,0.066521188015,-0.029305586574,-0.014714631547,-0.000511993178
-45.0,-5.0,-20.0,20.0,-0.029401430697,0.012078694868,0.124432415493,-0.054183020236,-0.026457208844,-0.002082045199
-45.0,-5.0,-20.0,30.0,-0.051262610095,0.021700026561,0.171527650064,-0.074077451725,-0.035374388496,-0.004681007746
-45.0,-5.0,-10.0,-30.0,-0.070848515817,0.020770292886,-0.068605830308,0.080466224895,0.044770425606,-0.007931120267
-45.0,-5.0,-10.0,-20.0,-0.04350662361,0.015349555112,-0.051645834676,0.058844917894,0.03065986896,-0.006375334542
-45.0,-5.0,-10.0,-10.0,-0.018693165162,0.008288438885,-0.028680328188,0.031790926285,0.015524485549,-0.003715003655
-45.0,-5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,-5.0,-10.0,10.0,-0.01509735518,-0.004113206012,0.031309127205,-0.031721967456,-0.013990499904,0.003633160351
-45.0,-5.0,-10.0,20.0,-0.036724210878,-0.006159489544,0.059026216616,-0.058608704017,-0.025253373764,0.006380627811
-45.0,-5.0,-10.0,30.0,-0.061393987944,-0.006067860165,0.081727879617,-0.080027883455,-0.03397263167,0.008012397568
-45.0,-5.0,0.0,-30.0,-0.068158947788,7.2452584e-05,0.010380903538,0.085470378262,0.010807232648,-0.00216864623
-45.0,-5.0,0.0,-20.0,-0.041266194411,0.000350826517,0.006141832865,0.062564122333,0.00641031818,-0.001795661884
-45.0,-5.0,0.0,-10.0,-0.017294498917,0.000321190211,0.002536180558,0.033834693322,0.002771304851,-0.001062114797
-45.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,-5.0,0.0,10.0,-0.017228946784,-0.000389470869,-9.5181458e-05,-0.033831141926,-0.001867702805,0.001144089218
-45.0,-5.0,0.0,20.0,-0.041159659487,-0.000556058659,0.000262540182,-0.062543964623,-0.003596512063,0.002028162671
-45.0,-5.0,0.0,30.0,-0.068038620287,-0.000489696868,0.000528764983,-0.085414455397,-0.005423056405,0.002621367595
-45.0,-5.0,10.0,-30.0,-0.0587593975,-0.014024578496,0.099744689118,0.081583180101,-0.008199947897,0.001192578329
-45.0,-5.0,10.0,-20.0,-0.034492387807,-0.009493495142,0.071488406791,0.059683811509,-0.007190607495,0.000819453952
-45.0,-5.0,10.0,-10.0,-0.013707286734,-0.004681154515,0.03780922634,0.03226579724,-0.004420291569,0.000411817961
-45.0,-5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,-5.0,10.0,10.0,-0.020438419389,0.000172270166,-0.035621893904,-0.032269307579,0.005021221523,-2.3091629e-05
-45.0,-5.0,10.0,20.0,-0.047029289553,-0.000872770338,-0.066042820222,-0.059680664474,0.008770349211,0.000184893928
-45.0,-5.0,10.0,30.0,-0.075986429122,-0.00296071664,-0.090836792504,-0.081553879183,0.010945330076,0.000665300143
-45.0,-5.0,20.0,-30.0,-0.046463285566,-0.016800496629,0.191352891404,0.07158784084,-0.007385558848,-0.000515509653
-45.0,-5.0,20.0,-20.0,-0.02573196438,-0.010768528448,0.138380160946,0.0523176913,-0.006658574496,-0.000521134709
-45.0,-5.0,20.0,-10.0,-0.009167559353,-0.004863821358,0.07384974045,0.028269867805,-0.004245891331,-0.000412760826
-45.0,-5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,-5.0,20.0,10.0,-0.023770804105,-0.004193425745,-0.07164724272,-0.028280554557,0.005500526186,0.001450189124
-45.0,-5.0,20.0,20.0,-0.052627079961,-0.010636957209,-0.132996212403,-0.052329861655,0.010132224008,0.003517889339
-45.0,-5.0,20.0,30.0,-0.082887693314,-0.018672761472,-0.182703065686,-0.071574405812,0.013441823972,0.006098418805
-45.0,0.0,-20.0,-30.0,-0.065480588802,0.015454251219,-0.177487558633,0.072537902024,0.026620865466,0.000465926694
-45.0,0.0,-20.0,-20.0,-0.039558121327,0.010718043158,-0.130019714917,0.053052485632,0.018736477532,-9.7118561e-05
-45.0,0.0,-20.0,-10.0,-0.016570683655,0.005215264362,-0.070263415767,0.028674936631,0.00981824644,-0.000161637091
-45.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,-20.0,10.0,-0.016568928043,0.00391471857,0.07057421223,-0.028652017255,-0.009966388191,-0.00083500976
-45.0,0.0,-20.0,20.0,-0.039390910646,0.010863650365,0.131313887504,-0.052964622459,-0.018519473134,-0.002755039163
-45.0,0.0,-20.0,30.0,-0.064968295898,0.020238270227,0.180301790731,-0.072374659468,-0.025537120803,-0.005697584177
-45.0,0.0,-10.0,-30.0,-0.065728961485,0.018967032915,-0.084580409031,0.080549189353,0.026746517783,-0.004542774387
-45.0,0.0,-10.0,-20.0,-0.039650407345,0.0139946475,-0.062223878837,0.058949608783,0.018880638558,-0.00382321069
-45.0,0.0,-10.0,-10.0,-0.016535491985,0.007493909322,-0.033751870984,0.031873667415,0.009887409352,-0.002274211958
-45.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,-10.0,10.0,-0.017479587154,-0.002999401775,0.03404510181,-0.031849572828,-0.009838192465,0.001979141532
-45.0,0.0,-10.0,20.0,-0.041367560214,-0.003834232437,0.063303937213,-0.05886501807,-0.018315113143,0.003168112751
-45.0,0.0,-10.0,30.0,-0.068019480194,-0.00251965025,0.086770908596,-0.080387956922,-0.025355752488,0.003424088021
-45.0,0.0,0.0,-30.0,-0.068083207664,0.003853634174,0.003063584231,0.084534058117,0.003167863538,-0.001176312456
-45.0,0.0,0.0,-20.0,-0.041236482317,0.003250761281,0.001809794419,0.061873706145,0.001923815011,-0.00110802101
-45.0,0.0,0.0,-10.0,-0.017298850812,0.001929621798,0.000793643343,0.033460360139,0.000900955251,-0.000698274816
-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,0.0,10.0,-0.017200111221,-0.00196852036,-0.000646822412,-0.033460483454,-0.001115402373,0.000750650698
-45.0,0.0,0.0,20.0,-0.041049172159,-0.003376452329,-0.001499661798,-0.061867667715,-0.002697868485,0.001257638323
-45.0,0.0,0.0,30.0,-0.067816850167,-0.004142902793,-0.00261357399,-0.084507765968,-0.004743755662,0.001486739514
-45.0,0.0,10.0,-30.0,-0.064309979196,-0.01149550406,0.088860232933,0.079960084105,-0.02271713022,0.002238830865
-45.0,0.0,10.0,-20.0,-0.038635196754,-0.00761641187,0.064480114143,0.058464364441,-0.016681816182,0.001613962253
-45.0,0.0,10.0,-10.0,-0.016010145489,-0.003686847943,0.034585681796,0.031589793119,-0.008967436146,0.000873751663
-45.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,10.0,10.0,-0.017923450764,-0.000786643575,-0.034486341176,-0.031569927417,0.008499671026,-0.000531532238
-45.0,0.0,10.0,20.0,-0.042124089742,-0.002549014542,-0.064664919997,-0.05838301115,0.014596234928,-0.000808453691
-45.0,0.0,10.0,30.0,-0.068979842465,-0.005113944614,-0.089692687246,-0.079792462983,0.018179890749,-0.000752750249
-45.0,0.0,20.0,-30.0,-0.06042911091,-0.016000769941,0.179473871953,0.071683117242,-0.026962578562,0.000686457495
-45.0,0.0,20.0,-20.0,-0.035874604046,-0.010025720224,0.130684696502,0.052304990485,-0.019425550026,0.000316094556
-45.0,0.0,20.0,-10.0,-0.014617135434,-0.004418887194,0.070255618234,0.028221573403,-0.010330499973,3.8338275e-05
-45.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,20.0,10.0,-0.018335235938,-0.004597082967,-0.070038839113,-0.028197283638,0.009931372506,0.000948828945
-45.0,0.0,20.0,20.0,-0.042452064908,-0.011277977985,-0.130703466293,-0.052187087868,0.017326653323,0.002527857106
-45.0,0.0,20.0,30.0,-0.068880331087,-0.019358024642,-0.180295592569,-0.071426945381,0.02201642749,0.004643125985
-45.0,5.0,-20.0,-30.0,-0.049734675511,0.016728804631,-0.190383979871,0.072630372878,0.002751434011,0.001311963631
-45.0,5.0,-20.0,-20.0,-0.028242814773,0.011717809928,-0.138320801971,0.05318943405,0.003044734372,0.000546332077
-45.0,5.0,-20.0,-10.0,-0.010562494495,0.005765665388,-0.074107702445,0.028785041101,0.002269087491,0.000210536968
-45.0,5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,5.0,-20.0,10.0,-0.022411171206,0.003421577093,0.072322227802,-0.028797418615,-0.004215871277,-0.001268784566
-45.0,5.0,-20.0,20.0,-0.050244087571,0.009999429774,0.133824006537,-0.053235802668,-0.008917143995,-0.003583231317
-45.0,5.0,-20.0,30.0,-0.07983762812,0.019154814447,0.182999874232,-0.072721211627,-0.013648440526,-0.00687026781
-45.0,5.0,-10.0,-30.0,-0.060529353197,0.019216930416,-0.091941933099,0.082980899799,0.015842919167,-0.002183220257
-45.0,5.0,-10.0,-20.0,-0.035725196304,0.014187286832,-0.066745943543,0.060723409455,0.011899762387,-0.002062409141
-45.0,5.0,-10.0,-10.0,-0.014338741217,0.007574599503,-0.03566395593,0.032833250923,0.006651688419,-0.001290382175
-45.0,5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,5.0,-10.0,10.0,-0.01987051705,-0.003198769427,0.033906604665,-0.032835757777,-0.007626640915,0.001040398931
-45.0,5.0,-10.0,20.0,-0.045991731307,-0.004178074712,0.062226156493,-0.060722402925,-0.014992367981,0.001418001402
-45.0,5.0,-10.0,30.0,-0.074567177302,-0.002978889125,0.084406709687,-0.082967698895,-0.021788955809,0.00103857798
-45.0,5.0,0.0,-30.0,-0.067498995817,0.006110363854,-0.004804205066,0.085797952686,-0.005228231794,0.000555921448
-45.0,5.0,0.0,-20.0,-0.040797579584,0.005025484161,-0.002937067864,0.062781696151,-0.003126781686,0.000129321322
-45.0,5.0,0.0,-10.0,-0.017049938437,0.002926212881,-0.001175226407,0.033943006773,-0.001272824549,-3.3487381e-05
-45.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,5.0,0.0,10.0,-0.017429876286,-0.002934747664,-0.000986309681,-0.033939284709,-8.9913902e-05,5.3169009e-05
-45.0,5.0,0.0,20.0,-0.041537122598,-0.005067689862,-0.002893964155,-0.062760748558,-0.001337170497,-7.4668578e-05
-45.0,5.0,0.0,30.0,-0.06857332492,-0.006265406858,-0.005289779509,-0.085741087415,-0.003494191522,-0.000410439307
-45.0,5.0,10.0,-30.0,-0.068773114894,-0.014424266445,0.0670592455,0.079949653128,-0.046747717914,0.006017710423
-45.0,5.0,10.0,-20.0,-0.042085370724,-0.009807659027,0.049543380287,0.058385147367,-0.032978514393,0.004467804451
-45.0,5.0,10.0,-10.0,-0.018000929863,-0.004950003488,0.027114057228,0.031507525123,-0.017100283959,0.002493646118
-45.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,5.0,10.0,10.0,-0.01555321354,0.000822883331,-0.029320537304,-0.031427146541,0.01516858893,-0.002400835659
-45.0,5.0,10.0,20.0,-0.037414941496,0.000762641253,-0.055900981114,-0.05810631522,0.026157960945,-0.004472905785
-45.0,5.0,10.0,30.0,-0.062176979301,-0.000133398318,-0.078568527644,-0.079425130839,0.033027009917,-0.006022861852
-45.0,5.0,20.0,-30.0,-0.073623362281,-0.01598279845,0.159337096456,0.073942391167,-0.046938074541,0.002347224664
-45.0,5.0,20.0,-20.0,-0.045513345299,-0.009927570214,0.116810721921,0.05387800153,-0.032646188251,0.001530069342
-45.0,5.0,20.0,-10.0,-0.019821150208,-0.004372194483,0.063255551592,0.029028286781,-0.016747649071,0.000722200236
-45.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,5.0,20.0,10.0,-0.013054225973,-0.004514184226,-0.064932190612,-0.028960018145,0.014837058986,0.000143089856
-45.0,5.0,20.0,20.0,-0.032562205117,-0.010927075108,-0.121911385028,-0.053605112089,0.025462129152,0.000916941501
-45.0,5.0,20.0,30.0,-0.055264166023,-0.018591403661,-0.169019180528,-0.07340681624,0.031921873381,0.002277188457
-45.0,10.0,-20.0,-30.0,-0.036823472116,0.027884745081,-0.178372599479,0.07829598052,0.00450967135,-0.002409304665
-45.0,10.0,-20.0,-20.0,-0.018560264298,0.020057983728,-0.128644622724,0.057346071598,0.005445947513,-0.002269797836
-45.0,10.0,-20.0,-10.0,-0.005193569328,0.010359318893,-0.068374745338,0.031035838551,0.004144420137,-0.001359554532
-45.0,10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,10.0,-20.0,10.0,-0.028041538425,-0.001389814346,0.064733704028,-0.031049149973,-0.007270591831,0.00047267022
-45.0,10.0,-20.0,20.0,-0.061098455388,0.000801254982,0.119162969472,-0.057420953401,-0.015304352034,-0.00015257906
-45.0,10.0,-20.0,30.0,-0.095196908623,0.006200784605,0.162349440733,-0.078458356999,-0.023309186703,-0.00189935266
-45.0,10.0,-10.0,-30.0,-0.055518726761,0.023984731848,-0.089332739383,0.087857388272,0.014055379086,-0.002040249314
-45.0,10.0,-10.0,-20.0,-0.0318892823,0.017792084124,-0.06390846168,0.064283507088,0.011565209339,-0.001993800194
-45.0,10.0,-10.0,-10.0,-0.012161921575,0.009551082715,-0.033593402825,0.034751162083,0.006953236553,-0.001257234223
-45.0,10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,10.0,-10.0,10.0,-0.022175909458,-0.00514173657,0.029740588765,-0.034743387015,-0.008902343651,0.000991627651
-45.0,10.0,-10.0,20.0,-0.050534666785,-0.007716880077,0.053867219425,-0.064247729213,-0.017793027847,0.001321224905
-45.0,10.0,-10.0,30.0,-0.081112321103,-0.007708426443,0.072356330683,-0.087772052003,-0.026128572738,0.000894297253
-45.0,10.0,0.0,-30.0,-0.068420676314,0.010524038365,-0.006426417369,0.089695150069,-0.004963904452,0.001456409959
