 AeroScout

 alpha,beta,pbar,qbar,rbar,da,de,dr,Cx,Cy,Cz,Cl,Cm,Cn
  -20.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,    0.000010167201,   -0.001165802353,    0.000032001438,    0.001414541574,    0.000055607931,    0.001213967741
  -20.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,    0.000002541521,   -0.000582755185,    0.000007999789,    0.000707291454,    0.000013901622,    0.000606916281
  -20.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000
  -20.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,    0.000002541521,    0.000582755185,    0.000007999789,   -0.000707291454,    0.000013901622,   -0.000606916281
  -20.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,    0.000010167201,    0.001165802353,    0.000032001438,   -0.001414541574,    0.000055607931,   -0.001213967741
  -15.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,    0.000008465525,   -0.001399573234,    0.000013017341,    0.000910745779,    0.000029277949,    0.001252263204
  -15.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,    0.000002115928,   -0.000699642541,    0.000003253829,    0.000455384400,    0.000007318780,    0.000626067637
  -15.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000
  -15.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,    0.000002115928,    0.000699642541,    0.000003253829,   -0.000455384400,    0.000007318780,   -0.000626067637
  -15.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,    0.000008465525,    0.001399573234,    0.000013017341,   -0.000910745779,    0.000029277949,   -0.001252263204
  -10.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,   -0.000008759267,   -0.001549000588,   -0.000117558787,    0.000360436698,   -0.000263614258,    0.001267865237
  -10.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,   -0.000003199844,   -0.000782777203,   -0.000036072808,    0.000179985241,   -0.000081284586,    0.000637439640
  -10.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000
  -10.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,   -0.000003199844,    0.000782777203,   -0.000036072808,   -0.000179985241,   -0.000081284586,   -0.000637439640
  -10.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,   -0.000008759267,    0.001549000588,   -0.000117558787,   -0.000360436698,   -0.000263614258,   -0.001267865237
   -5.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,    0.000012541320,   -0.001791099071,    0.000003355259,   -0.000289655220,    0.000016064974,    0.001334656237
   -5.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,    0.000003311464,   -0.000900563802,    0.000001367518,   -0.000144917078,    0.000005255508,    0.000669437777
   -5.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000
   -5.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,    0.000003311464,    0.000900563802,    0.000001367518,    0.000144917078,    0.000005255508,   -0.000669437777
   -5.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,    0.000012541320,    0.001791099071,    0.000003355259,    0.000289655220,    0.000016064974,   -0.001334656237
    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,    0.000015598737,   -0.002416323211,   -0.000009497781,   -0.000970402723,   -0.000050413009,    0.001559212846
    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,    0.000003991835,   -0.001167479053,   -0.000006367677,   -0.000483142032,   -0.000009169357,    0.000762474899
    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000
    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,    0.000003991835,    0.001167479053,   -0.000006367677,    0.000483142032,   -0.000009169357,   -0.000762474899
    0.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,    0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,    0.000015598737,    0.002416323211,   -0.000009497781,    0.000970402723,   -0.000050413009,   -0.001559212846
    5.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.012653637077,    0.000000000000,    0.000000000000,    0.000000000000,    0.000025703251,   -0.003180792859,   -0.000048759123,   -0.001681802409,   -0.000097902734,    0.001829595135
    5.000000000000,    0.000000000000,    0.000000000000,    0.000000000000,   -0.006326818538,    0.000000000000,    0.000000000000,    0.000000000000,    0.000006517427,   -0.001606258851,   -0.000012599634,   -0.000841256445,   -0.000025454906,    0.000921495338
