# AeroScout
parameter,independent variables,3
parameter,coordinate_system,body
alpha[deg],beta[deg],rudder[deg],Cx,Cy,Cz,Cl,Cm,Cn
-10.0,0.0,-20.0,-0.011493032968,-0.060779544652,-0.000943498408,-0.002885564729,0.002838724754,0.027052041869
-10.0,0.0,-10.0,-0.003189365598,-0.027884192871,-5.7498543e-05,-0.001328487901,0.001278695066,0.012459283092
-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,0.0,10.0,-0.003189365598,0.027884192871,-5.7498543e-05,0.001328487901,0.001278695066,-0.012459283092
-10.0,0.0,20.0,-0.011493032968,0.060779544652,-0.000943498408,0.002885564729,0.002838724754,-0.027052041869
-10.0,0.0,30.0,-0.023840447956,0.09057579476,-0.002474058398,0.00428217644,0.004649047369,-0.040418139063
-10.0,10.0,-30.0,-0.025929631146,-0.096928119471,-0.007983859252,-0.004589272867,-0.007474790073,0.043239207782
-10.0,10.0,-20.0,-0.012803276613,-0.064206451012,-0.004663565696,-0.003042177469,-0.005408512532,0.028558183082
-10.0,10.0,-10.0,-0.003752376117,-0.02905583572,-0.00177846865,-0.001376675932,-0.002563596301,0.01296647791
-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,10.0,10.0,-0.00265977786,0.02817378578,0.001701913233,0.001322835905,0.005238173562,-0.01256477136
-10.0,10.0,20.0,-0.010266716199,0.0605585015,0.002963579957,0.002822410231,0.011616893236,-0.026887898265
-10.0,10.0,30.0,-0.021900949786,0.089037515395,0.003457541846,0.004115564158,0.017950245922,-0.039615608533
-10.0,20.0,-30.0,-0.026901005393,-0.10983889985,-0.014094467529,-0.005120215749,-0.021169366579,0.049022354079
-10.0,20.0,-20.0,-0.013355092519,-0.071950355026,-0.008792531886,-0.00334318877,-0.014739482003,0.032007047138
-10.0,20.0,-10.0,-0.0039700592,-0.03217117434,-0.003692775548,-0.00148839486,-0.00692221918,0.014349194359
-10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,20.0,10.0,-0.002622160786,0.030356075034,0.003607832991,0.001375983047,0.009669431042,-0.013518581719
-10.0,20.0,20.0,-0.01010221672,0.064435328585,0.007206753193,0.002883340683,0.021473285045,-0.028548963914
-10.0,20.0,30.0,-0.021553806119,0.093576359404,0.009906314428,0.004128493389,0.032921197143,-0.041515648714
-5.0,-20.0,-30.0,-0.024278276375,-0.096498984347,0.014217273309,-0.003990156816,0.043494380617,0.043063682516
-5.0,-20.0,-20.0,-0.011891779786,-0.066360284978,0.010104209667,-0.002792348414,0.028576869682,0.029572643783
-5.0,-20.0,-10.0,-0.00343105289,-0.031224485052,0.004931827024,-0.001335275069,0.012915712943,0.013984407886
-5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,-20.0,10.0,-0.003304530145,0.033098269788,-0.00523464673,0.001456055534,-0.010665803022,-0.014837456563
-5.0,-20.0,20.0,-0.011897178932,0.073994193046,-0.012183350537,0.003277845308,-0.022984165436,-0.033071302241
-5.0,-20.0,30.0,-0.024728999422,0.112942565005,-0.01922421013,0.005031789034,-0.033657175893,-0.050625063414
-5.0,-10.0,-30.0,-0.024070636766,-0.093327793542,0.003228865512,-0.004255396365,0.017712584309,0.041689308787
-5.0,-10.0,-20.0,-0.011671506253,-0.063323781783,0.002812874747,-0.002913135919,0.01144963242,0.028227586532
-5.0,-10.0,-10.0,-0.003288249725,-0.029392052235,0.001624932224,-0.001363320935,0.005137313805,0.013159552739
-5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,-10.0,10.0,-0.003330464334,0.030249944562,-0.001886243755,0.001420403644,-0.002849138471,-0.013544768383
-5.0,-10.0,20.0,-0.01188289009,0.066764455859,-0.004884803916,0.003139901636,-0.005996283973,-0.029782636828
-5.0,-10.0,30.0,-0.024576042764,0.100705179353,-0.008320883243,0.004740282342,-0.008362013112,-0.04503380848
-5.0,0.0,-30.0,-0.02421853706,-0.095168817715,-0.002885672616,-0.004419950814,0.003783001818,0.042560783552
-5.0,0.0,-20.0,-0.011721117969,-0.063812294326,-0.001184414421,-0.002974574317,0.002331853432,0.028472438805
-5.0,0.0,-10.0,-0.003288908138,-0.029259164521,-0.000159321104,-0.001368170687,0.001063462475,0.013108601798
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,0.0,10.0,-0.003288908138,0.029259164521,-0.000159321104,0.001368170687,0.001063462475,-0.013108601798
-5.0,0.0,20.0,-0.011721117969,0.063812294326,-0.001184414421,0.002974574317,0.002331853432,-0.028472438805
-5.0,0.0,30.0,-0.02421853706,0.095168817715,-0.002885672616,0.004419950814,0.003783001818,-0.042560783552
-5.0,10.0,-30.0,-0.024576042764,-0.100705179353,-0.008320883243,-0.004740282342,-0.008362013112,0.04503380848
-5.0,10.0,-20.0,-0.01188289009,-0.066764455859,-0.004884803916,-0.003139901636,-0.005996283973,0.029782636828
-5.0,10.0,-10.0,-0.003330464334,-0.030249944562,-0.001886243755,-0.001420403644,-0.002849138471,0.013544768383
-5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,10.0,10.0,-0.003288249725,0.029392052235,0.001624932224,0.001363320935,0.005137313805,-0.013159552739
-5.0,10.0,20.0,-0.011671506253,0.063323781783,0.002812874747,0.002913135919,0.01144963242,-0.028227586532
-5.0,10.0,30.0,-0.024070636766,0.093327793542,0.003228865512,0.004255396365,0.017712584309,-0.041689308787
-5.0,20.0,-30.0,-0.024728999422,-0.112942565005,-0.01922421013,-0.005031789034,-0.033657175893,0.050625063414
-5.0,20.0,-20.0,-0.011897178932,-0.073994193046,-0.012183350537,-0.003277845308,-0.022984165436,0.033071302241
-5.0,20.0,-10.0,-0.003304530145,-0.033098269788,-0.00523464673,-0.001456055534,-0.010665803022,0.014837456563
-5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,20.0,10.0,-0.00343105289,0.031224485052,0.004931827024,0.001335275069,0.012915712943,-0.013984407886
-5.0,20.0,20.0,-0.011891779786,0.066360284978,0.010104209667,0.002792348414,0.028576869682,-0.029572643783
-5.0,20.0,30.0,-0.024278276375,0.096498984347,0.014217273309,0.003990156816,0.043494380617,-0.043063682516
0.0,-20.0,-30.0,-0.024179790283,-0.09763041868,0.015078614624,-0.004097230333,0.045416384507,0.043593472574
0.0,-20.0,-20.0,-0.011775900686,-0.067108827498,0.010650550666,-0.00286707729,0.029780823546,0.029928329909
0.0,-20.0,-10.0,-0.003358864347,-0.031565967931,0.005159933976,-0.001371303473,0.013410146092,0.014151716716
0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-20.0,10.0,-0.003539900258,0.033438870981,-0.005595317288,0.001497568851,-0.011449666396,-0.015007655928
0.0,-20.0,20.0,-0.012455118112,0.074754135745,-0.012932836685,0.003375806306,-0.024601894398,-0.033446470125
0.0,-20.0,30.0,-0.025638335459,0.114106892836,-0.020314030312,0.005189355112,-0.035998433156,-0.05120177554
0.0,-10.0,-30.0,-0.024329979453,-0.094872445759,0.006435790228,-0.004272932486,0.025288362732,0.042518997989
0.0,-10.0,-20.0,-0.011805386011,-0.064403095687,0.004949228537,-0.002927137322,0.016490486349,0.028813084088
0.0,-10.0,-10.0,-0.003335716465,-0.02991334148,0.002591103659,-0.001371220748,0.007415375587,0.013446996345
0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-10.0,10.0,-0.003453949552,0.030802026732,-0.003020798052,0.001431724055,-0.005494754631,-0.013854284839
0.0,-10.0,20.0,-0.012200451965,0.068056079975,-0.007356233774,0.003170955562,-0.011756030358,-0.030498345439
0.0,-10.0,30.0,-0.025133932509,0.102760228224,-0.012031953584,0.004796365901,-0.017006385264,-0.046170348782
0.0,0.0,-30.0,-0.024766266893,-0.097622508137,-0.00299606241,-0.004549865852,0.003636474466,0.043889686234
0.0,0.0,-20.0,-0.012030715345,-0.065434493375,-0.001302898787,-0.003059255075,0.002117327522,0.029353960943
0.0,0.0,-10.0,-0.003411217366,-0.029995764896,-0.000245651487,-0.001406187922,0.000885306923,0.013514425097
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,10.0,-0.003411217366,0.029995764896,-0.000245651487,0.001406187922,0.000885306923,-0.013514425097
0.0,0.0,20.0,-0.012030715345,0.065434493375,-0.001302898787,0.003059255075,0.002117327522,-0.029353960943
0.0,0.0,30.0,-0.024766266893,0.097622508137,-0.00299606241,0.004549865852,0.003636474466,-0.043889686234
0.0,10.0,-30.0,-0.025133932509,-0.102760228224,-0.012031953584,-0.004796365901,-0.017006385264,0.046170348782
0.0,10.0,-20.0,-0.012200451965,-0.068056079975,-0.007356233774,-0.003170955562,-0.011756030358,0.030498345439
0.0,10.0,-10.0,-0.003453949552,-0.030802026732,-0.003020798052,-0.001431724055,-0.005494754631,0.013854284839
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,10.0,-0.003335716465,0.02991334148,0.002591103659,0.001371220748,0.007415375587,-0.013446996345
0.0,10.0,20.0,-0.011805386011,0.064403095687,0.004949228537,0.002927137322,0.016490486349,-0.028813084088
0.0,10.0,30.0,-0.024329979453,0.094872445759,0.006435790228,0.004272932486,0.025288362732,-0.042518997989
0.0,20.0,-30.0,-0.025638335459,-0.114106892836,-0.020314030312,-0.005189355112,-0.035998433156,0.05120177554
0.0,20.0,-20.0,-0.012455118112,-0.074754135745,-0.012932836685,-0.003375806306,-0.024601894398,0.033446470125
0.0,20.0,-10.0,-0.003539900258,-0.033438870981,-0.005595317288,-0.001497568851,-0.011449666396,0.015007655928
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,10.0,-0.003358864347,0.031565967931,0.005159933976,0.001371303473,0.013410146092,-0.014151716716
0.0,20.0,20.0,-0.011775900686,0.067108827498,0.010650550666,0.00286707729,0.029780823546,-0.029928329909
0.0,20.0,30.0,-0.024179790283,0.09763041868,0.015078614624,0.004097230333,0.045416384507,-0.043593472574
5.0,-20.0,-30.0,-0.023600257172,-0.097464378374,0.013799544041,-0.004278708611,0.041497930846,0.043675991684
5.0,-20.0,-20.0,-0.011313689555,-0.06698733369,0.009722908924,-0.002992002169,0.026966202597,0.029982683236
5.0,-20.0,-10.0,-0.003118777424,-0.031507973884,0.004692794041,-0.001430604401,0.01201155055,0.01418206655
5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-20.0,10.0,-0.004028979563,0.03332699626,-0.005207990815,0.00155826739,-0.01018008434,-0.015020260293
5.0,-20.0,20.0,-0.013602174913,0.074491268957,-0.011992016309,0.003515080083,-0.021580101646,-0.033462757368
5.0,-20.0,30.0,-0.027486923708,0.113682573581,-0.018796126307,0.005406954634,-0.031179852969,-0.05122400582
5.0,-10.0,-30.0,-0.024926175386,-0.094584455337,0.00613071011,-0.004346804298,0.024270841551,0.042694222894
5.0,-10.0,-20.0,-0.012123482254,-0.064200256975,0.004652017448,-0.002977461371,0.015558827467,0.028927685278
5.0,-10.0,-10.0,-0.003448948595,-0.029818120062,0.002402391665,-0.001395090776,0.006850828275,0.013503593198
5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-10.0,10.0,-0.003571639811,0.030651013189,-0.002892950831,0.001453850599,-0.005009242251,-0.013890888595
5.0,-10.0,20.0,-0.012535073957,0.067708137352,-0.006961861451,0.003222667255,-0.01039118491,-0.030567258416
5.0,-10.0,30.0,-0.025763364724,0.102209247385,-0.011302671581,0.004878373137,-0.014587314302,-0.046269691126
5.0,0.0,-30.0,-0.025471149003,-0.09783323073,-0.002883266514,-0.004640081756,0.004125746612,0.044357807943
5.0,0.0,-20.0,-0.01241900838,-0.065581556988,-0.001324497369,-0.003118569456,0.002180455043,0.029667148933
5.0,0.0,-10.0,-0.003557963843,-0.030066552992,-0.000313763371,-0.001433020863,0.000761091118,0.013664466178
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,10.0,-0.003557963843,0.030066552992,-0.000313763371,0.001433020863,0.000761091118,-0.013664466178
5.0,0.0,20.0,-0.01241900838,0.065581556988,-0.001324497369,0.003118569456,0.002180455043,-0.029667148933
5.0,0.0,30.0,-0.025471149003,0.09783323073,-0.002883266514,0.004640081756,0.004125746612,-0.044357807943
5.0,10.0,-30.0,-0.025763364724,-0.102209247385,-0.011302671581,-0.004878373137,-0.014587314302,0.046269691126
5.0,10.0,-20.0,-0.012535073957,-0.067708137352,-0.006961861451,-0.003222667255,-0.01039118491,0.030567258416
5.0,10.0,-10.0,-0.003571639811,-0.030651013189,-0.002892950831,-0.001453850599,-0.005009242251,0.013890888595
5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,10.0,10.0,-0.003448948595,0.029818120062,0.002402391665,0.001395090776,0.006850828275,-0.013503593198
5.0,10.0,20.0,-0.012123482254,0.064200256975,0.004652017448,0.002977461371,0.015558827467,-0.028927685278
5.0,10.0,30.0,-0.024926175386,0.094584455337,0.00613071011,0.004346804298,0.024270841551,-0.042694222894
5.0,20.0,-30.0,-0.027486923708,-0.113682573581,-0.018796126307,-0.005406954634,-0.031179852969,0.05122400582
5.0,20.0,-20.0,-0.013602174913,-0.074491268957,-0.011992016309,-0.003515080083,-0.021580101646,0.033462757368
5.0,20.0,-10.0,-0.004028979563,-0.03332699626,-0.005207990815,-0.00155826739,-0.01018008434,0.015020260293
5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,20.0,10.0,-0.003118777424,0.031507973884,0.004692794041,0.001430604401,0.01201155055,-0.01418206655
5.0,20.0,20.0,-0.011313689555,0.06698733369,0.009722908924,0.002992002169,0.026966202597,-0.029982683236
5.0,20.0,30.0,-0.023600257172,0.097464378374,0.013799544041,0.004278708611,0.041497930846,-0.043675991684
10.0,-20.0,-30.0,-0.024746360092,-0.096555530539,0.012084882723,-0.00439763861,0.036472939506,0.043859296963
10.0,-20.0,-20.0,-0.011999534779,-0.066384784326,0.008490643611,-0.003075830549,0.023367681399,0.030106987021
10.0,-20.0,-10.0,-0.003405951126,-0.031234422098,0.00407819381,-0.001471269428,0.010230389956,0.01424805995
10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-20.0,10.0,-0.004101874553,0.033024610099,-0.004689089977,0.001601154932,-0.008520491504,-0.015078739146
10.0,-20.0,20.0,-0.013837973023,0.073790827489,-0.010744279099,0.003613698397,-0.017644620459,-0.033565307272
10.0,-20.0,30.0,-0.027986226991,0.112572532122,-0.016795935234,0.005561143949,-0.024912465315,-0.051366448552
10.0,-10.0,-30.0,-0.026136546388,-0.09401134992,0.005776780896,-0.004472713092,0.023294057511,0.042958837366
10.0,-10.0,-20.0,-0.01284712198,-0.063835508332,0.004307951964,-0.003064045969,0.014606640716,0.029107058122
10.0,-10.0,-10.0,-0.003752246465,-0.029658112057,0.002184229951,-0.001435972437,0.006252764129,0.013595461033
10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-10.0,10.0,-0.003658065802,0.030502044775,-0.002742292544,0.00149668653,-0.004452205068,-0.013987534482
10.0,-10.0,20.0,-0.012789926192,0.067351142829,-0.006499327886,0.003318701943,-0.008814784383,-0.030749885171
10.0,-10.0,30.0,-0.026280365194,0.101629067032,-0.010448657705,0.005025495267,-0.011774670981,-0.046531234502
10.0,0.0,-30.0,-0.026280446568,-0.096516995383,-0.002669658392,-0.004714845801,0.004935944128,0.044255411948
10.0,0.0,-20.0,-0.012868600446,-0.064727110461,-0.001296504591,-0.003168657427,0.002401006316,0.029604407354
10.0,0.0,-10.0,-0.003730859927,-0.029686479361,-0.000367298286,-0.001456034632,0.000682981572,0.013646500146
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,10.0,-0.003730859927,0.029686479361,-0.000367298286,0.001456034632,0.000682981572,-0.013646500146
10.0,0.0,20.0,-0.012868600446,0.064727110461,-0.001296504591,0.003168657427,0.002401006316,-0.029604407354
10.0,0.0,30.0,-0.026280446568,0.096516995383,-0.002669658392,0.004714845801,0.004935944128,-0.044255411948
10.0,10.0,-30.0,-0.026280365194,-0.101629067032,-0.010448657705,-0.005025495267,-0.011774670981,0.046531234502
10.0,10.0,-20.0,-0.012789926192,-0.067351142829,-0.006499327886,-0.003318701943,-0.008814784383,0.030749885171
10.0,10.0,-10.0,-0.003658065802,-0.030502044775,-0.002742292544,-0.00149668653,-0.004452205068,0.013987534482
10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,10.0,-0.003752246465,0.029658112057,0.002184229951,0.001435972437,0.006252764129,-0.013595461033
10.0,10.0,20.0,-0.01284712198,0.063835508332,0.004307951964,0.003064045969,0.014606640716,-0.029107058122
10.0,10.0,30.0,-0.026136546388,0.09401134992,0.005776780896,0.004472713092,0.023294057511,-0.042958837366
10.0,20.0,-30.0,-0.027986226991,-0.112572532122,-0.016795935234,-0.005561143949,-0.024912465315,0.051366448552
10.0,20.0,-20.0,-0.013837973023,-0.073790827489,-0.0107442791,-0.003613698397,-0.017644620459,0.033565307272
10.0,20.0,-10.0,-0.004101874553,-0.033024610099,-0.004689089977,-0.001601154932,-0.008520491504,0.015078739146
10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,20.0,10.0,-0.003405951126,0.031234422098,0.00407819381,0.001471269428,0.010230389956,-0.01424805995
10.0,20.0,20.0,-0.011999534779,0.066384784326,0.008490643611,0.003075830549,0.023367681399,-0.030106987021
10.0,20.0,30.0,-0.024746360092,0.096555530539,0.012084882723,0.00439763861,0.036472939506,-0.043859296963
15.0,-20.0,-30.0,-0.024812078962,-0.094577854742,0.009303367509,-0.004488803876,0.028587000576,0.043642847714
