# Aircraft: Aeroscout
# Date Generated: 2025-03-24 12:19:53
# Reference Area (ft^2): 2.265625
# Longitudinal Reference Length (ft): 0.6259
# Lateral Reference Length (ft): 3.625
parameter,independent_variables,2
parameter,coordinate_system,body

qbar,alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
-0.003277204736469752,-20.0,0.005308713037618984,-3.57106539032188e-17,0.022019469179900053,6.3085320240844e-17,0.04583314169814501,-2.198167343707393e-17
-0.003277204736469752,-15.0,0.0036718154395820046,-3.79884835649216e-17,0.018805581160789897,-1.7816226772364261e-16,0.04227046336044299,-3.5119112198961573e-17
-0.003277204736469752,-10.0,0.0024228930104710986,2.4778716996007826e-17,0.015793492869652037,-8.17585333455173e-17,0.03952673811562299,-1.897646623913061e-17
-0.003277204736469752,-5.0,0.0014689235869712498,-1.925893276700433e-17,0.01280455882232498,2.0728511420807103e-17,0.03752852255500999,1.433263143306699e-17
-0.003277204736469752,0.0,0.0006848262797899997,6.358058710552548e-17,0.009995990216057987,-1.205154026873434e-17,0.036025851663637004,-2.8556177734033707e-17
-0.003277204736469752,5.0,8.655248017009828e-05,5.945773569060899e-16,0.007438724404511987,-7.08363356696444e-17,0.035274263733111225,-2.627112294037105e-16
-0.003277204736469752,10.0,-0.00039498465709299213,-1.4721376126315869e-16,0.005313635008989959,-1.569045422166666e-16,0.03542759780782499,3.3229018912405103e-17
-0.003277204736469752,15.0,-0.0008464721522790097,9.081918259887389e-17,0.003727255192069956,3.48570563777223e-16,0.036551326485184,2.315154159475044e-17
-0.003277204736469752,20.0,-0.0013378141046350156,-2.3016629520460737e-16,0.0028004212966401543,-4.87122525313477e-16,0.03875887677838402,2.2736976420785424e-17
-0.0027310039470581273,-20.0,0.004391257986794017,-4.935744531926642e-17,0.018311005058569974,4.71345385270323e-16,0.03809444550971702,-4.44232442487017e-17
-0.0027310039470581273,-15.0,0.0030318304157260223,-1.2620116207329798e-17,0.015641418884799974,2.5364839005050143e-16,0.03514687454726795,-1.9482069239579276e-17
-0.0027310039470581273,-10.0,0.0019947027052706,-5.174441067271557e-17,0.013139932618231986,-8.53142465555459e-17,0.03288132300780702,1.462521479292769e-17
-0.0027310039470581273,-5.0,0.0012025529884490604,-2.183871648398773e-17,0.010656305306817992,3.259919995136829e-17,0.031237558581519997,1.594298298315996e-17
-0.0027310039470581273,0.0,0.0005505041844056993,2.9028205782003593e-17,0.008326404846653979,4.56128234655461e-17,0.030007455799438004,-1.13477330105121e-17
-0.0027310039470581273,5.0,5.240059408199993e-05,-3.514156545080311e-17,0.006204131173171978,-1.4836991352957907e-17,0.02940271584987663,2.668264823883528e-17
