# Aircraft: Aeroscout
# Date Generated: 2025-03-24 12:20:51
# Reference Area (ft^2): 2.265625
# Longitudinal Reference Length (ft): 0.6259
# Lateral Reference Length (ft): 3.625
parameter,independent_variables,2
parameter,coordinate_system,body

pbar,alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
-0.037960911230876665,-20.0,0.0014174651672400063,0.00535092775505827,0.0018407149898800323,0.027230513380766014,-0.0007005689503359891,-0.00947059434079047
-0.037960911230876665,-15.0,0.0010339141255590045,0.00390901817620249,0.0010435727482598356,0.023609612604196722,-0.0009720815089800383,-0.0060106672020499
-0.037960911230876665,-10.0,0.0007481698094410974,0.001943849245219685,-0.00014131801752004236,0.02100115182160878,-0.002405640031151013,-0.002848575976379147
-0.037960911230876665,-5.0,0.0008206652801464797,0.0031527746184159744,0.00080806379263898,0.01940186517741773,0.001449737205481999,-0.0013606103773085034
-0.037960911230876665,0.0,0.0007884143575482006,0.006758480360797616,0.0005860856481609833,0.019298720825489495,0.0019386301296950015,-0.0011194102863100195
-0.037960911230876665,5.0,0.0008070282687434975,0.005488830234098538,-0.0006384735143599718,0.020172223152537597,0.00035777959108943946,0.001366534675731812
-0.037960911230876665,10.0,0.0009697845409830097,0.00432301206833985,-0.0012960100434900035,0.022206387118245248,-0.00014132068793501484,0.004101855377857714
-0.037960911230876665,15.0,0.001243708474680999,0.0035025952859142743,-0.001904216055359953,0.025353607673554497,-0.0005667027200009778,0.0071860681940994365
-0.037960911230876665,20.0,0.0016191226058610009,0.003263531260561457,-0.0024797155345299693,0.029627621896853636,-0.0009346869016180204,0.010699086821770001
-0.031634092692397225,-20.0,0.0009841691281760045,0.004458463886246651,0.0012783469859600771,0.022685645361661014,-0.00048603912252997983,-0.0078880724814953
-0.031634092692397225,-15.0,0.0007177875530580136,0.0032567170024748703,0.000724699037550014,0.019668428383200123,-0.0006747394559880049,-0.00500588726675305
-0.031634092692397225,-10.0,0.0005496675247064001,0.003455100561254765,0.0001651786418129797,0.01755145286500448,-0.0009977874233360051,-0.003169146625952007
-0.031634092692397225,-5.0,0.0005697350079024201,0.0030319302643084345,0.0005595011019609852,0.016169278909618032,0.001002820536340987,-0.0013095246986792636
-0.031634092692397225,0.0,0.0005856353466219995,-0.0008373961648962654,0.0010607409557260028,0.015730300440590192,0.00309241899922999,0.0019580432346631704
-0.031634092692397225,5.0,0.0005558751239275982,0.004121897548933159,-0.0004411843210879729,0.016763806262875797,0.0002576034663206899,0.001343884728233222
-0.031634092692397225,10.0,0.0006732831878600021,0.00359893803666853,-0.0008998934675201742,0.01849973311245345,-9.776521181001363e-05,0.003417477043179654
-0.031634092692397225,15.0,0.0008635467329609903,0.0029186134633568243,-0.001322323994390029,0.021122695984646597,-0.0003934088636999844,0.005985185743509327
-0.031634092692397225,20.0,0.0011242612388209783,0.002718947781072527,-0.001722045397689831,0.024684170540661136,-0.000649165233892024,0.008911985159849142
-0.025307274153917775,-20.0,0.0006297731363060222,0.00356635087667898,0.0008181802383200321,0.018144294893063316,-0.00031082014454397733,-0.006307781473508909
-0.025307274153917775,-15.0,0.00045927496683201285,0.00260485155501916,0.000463805350249924,0.015730652355884823,-0.0004316666391360191,-0.00400274505273761
-0.025307274153917775,-10.0,0.00034874826281720145,0.001736901072323965,0.00010456728282803862,0.013980420267846879,-0.0006404770894289924,-0.002086229429048287
-0.025307274153917775,-5.0,0.0003643206937864298,0.0020163895399790445,0.00035817080460398554,0.012924371575007133,0.0006429301958549849,-0.0008686306282601625
-0.025307274153917775,0.0,0.00026290221788259974,0.005055657652633756,-0.004571286376535005,0.012895346080216995,-0.01081098961786231,-0.0009932771196343206
-0.025307274153917775,5.0,0.00035765590398309857,0.0036295861676208883,-0.00028119599681997176,0.013436345568194794,0.00016661472293282974,0.0009227495740844522
-0.025307274153917775,10.0,0.0004307903193520035,0.00287430214026283,-0.0005758192492000269,0.014795931342404348,-6.22236004770016e-05,0.002734645447628764
-0.025307274153917775,15.0,0.0005525926714440021,0.0023345383198346043,-0.0008462307411898351,0.0168946680068976,-0.0002516267430849872,0.004786147207541697
-0.025307274153917775,20.0,0.0007194594331260129,0.002174724187560997,-0.0011021199888499034,0.019743727082957137,-0.00041550619591801397,0.007127022463118471
-0.018980455615438332,-20.0,0.0003542057908419993,0.0026745181916281503,0.000460243119170034,0.013605758617701115,-0.00017472908283400201,-0.004729274914997109
-0.018980455615438332,-15.0,0.00025829446661801425,0.00195333431414001,0.0002608896887899004,0.011795603119271825,-0.00024273940106600556,-0.0030009127864788904
-0.018980455615438332,-10.0,0.00019540812387759676,0.001685010761149025,5.6754625384014545e-05,0.010504567483265078,-0.00036577539791798896,-0.0017309907062045572
-0.018980455615438332,-5.0,0.00020474713563272025,0.0016457994424269344,0.0002010779765729831,0.009693321246332242,0.00036076365322398884,-0.0007094023183783894
-0.018980455615438332,0.0,0.0001886189249173005,0.0007928119394883356,-0.0004910557241850078,0.009514443364314935,-0.00048595749918300957,0.0005938451645088994
-0.018980455615438332,5.0,0.0002012460471213992,0.002773409618265918,-0.0001578104236199529,0.010079183241172594,9.462414468779969e-05,0.0006682494326124062
-0.018980455615438332,10.0,0.0002422524353460076,0.0021494992498348603,-0.0003237960480100277,0.011094397457575948,-3.469817300499889e-05,0.002052928629964334
-0.018980455615438332,15.0,0.00031079416620799494,0.0017501969598125342,-0.0004759440064399101,0.012668922528659898,-0.0001413745894149887,0.0035886732278427266
-0.018980455615438332,20.0,0.00040466629839497337,0.001630789478678777,-0.0006199473105499287,0.014805689884235237,-0.00023373995427500294,0.0053437704473043805
-0.012653637076958888,-20.0,0.0001574115925930264,0.0017828955379740104,0.000204557818930029,0.009069333076013715,-7.76232974549762e-05,-0.0031521065582080887
-0.012653637076958888,-15.0,0.00011478240065301848,0.0013020780092060202,0.00011595072871983803,0.007862599112923295,-0.00010786093174802724,-0.0020000628469565504
-0.012653637076958888,-10.0,8.647981555159889e-05,0.001111571950022205,2.4073710878980137e-05,0.007001533258615248,-0.00016548249249800917,-0.0011486106196368473
