# Aircraft: RC BIRE
# Date Generated: 2025-04-30 15:39:34
# Ventral Fins: False
# BIRE Angle Range: -45 to 45 deg
# Reference Area (ft^2): 2.98
# Longitudinal Reference Length (ft): 1.097
# Lateral Reference Length (ft): 3
parameter,independent_variables,3
parameter,coordinate_system,body

BIRE[deg],pbar,alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
-45.0,0.042839899821678996,-10.0,0.00122490535451617,-0.0058329931923513,0.005814372673666024,-0.01699050349809279,0.006426677815772899,0.0040405475133845
-45.0,0.042839899821678996,-5.0,7.64208809101996e-05,-0.0135377479647913,-0.009860721901025021,-0.011657634818121489,-0.0137728622322639,0.00735936362123112
-45.0,0.042839899821678996,0.0,0.000279222916598397,0.0011416272155863796,-0.0021440533101989984,-0.01266242719375495,0.00021371131146410288,-0.00068443616348352
-45.0,0.042839899821678996,5.0,0.0005941448903917027,0.0014951000806315007,-0.0052881403957619755,-0.014913225627725677,-0.0058126044588699965,-0.0014827562008320298
-45.0,0.042839899821678996,10.0,0.0011780380324936009,0.0050842063850422,-0.00754472661885397,-0.018980974830926832,-0.008351434143625991,-0.0039825320704697
-45.0,0.042839899821678996,15.0,0.0025435163192863014,0.008092760330340898,-0.012761777989239942,-0.02579214336263594,-0.016540013007632998,-0.0064262329701504015
-45.0,0.042839899821678996,20.0,0.0016514566434281952,0.020397944184316903,-0.004161873780480052,-0.029664255789907577,-0.0024238169329929837,-0.013978525217266401
-45.0,0.057119866428905326,-20.0,0.0033564829864119877,-0.018391013084487706,0.0066960661343098415,-0.03715371000947473,0.004719915994394003,0.013604430662240298
-45.0,0.057119866428905326,-15.0,0.002605781355381101,-0.007142117285013197,0.00804151115964602,-0.029745279463110362,0.0073836611395827895,0.006216186879032502
-45.0,0.057119866428905326,-10.0,0.0014039001180293602,-0.0033140264760535,0.004858536424770077,-0.022698104636690593,0.0036674509936340006,0.0031657054708008024
-45.0,0.057119866428905326,-5.0,0.0007238397555592024,-0.0032764473632873013,-0.00017508380028399828,-0.01795817235807999,-0.0016781757058650605,0.0022934128414507007
-45.0,0.057119866428905326,0.0,0.0006368992722141989,0.0015850348314133894,-0.0014289134559469924,-0.01694158334045545,-7.184236375570169e-05,-0.0009447886081747601
-45.0,0.057119866428905326,5.0,0.0010892633339009,-0.0007971634791086972,-0.011409497380471978,-0.02045490609460118,-0.012984944982239496,-0.0005904568293064495
-45.0,0.057119866428905326,10.0,0.001692436978157602,0.0067452490722505025,-0.01063487829905696,-0.025187689928242732,-0.010914899036778003,-0.005317624880702539
-45.0,0.057119866428905326,15.0,0.005257314352224301,0.011690726032246898,-0.018704566072639928,-0.034398362898514744,-0.023510141928940992,-0.0093268628239312
-45.0,0.057119866428905326,20.0,0.0030796019256347923,0.0271631435657525,-0.007341595920459909,-0.039597653782927476,-0.003945605923911993,-0.0186316029346975
-45.0,0.07139983303613166,-20.0,0.056123661415088,-0.2156404285634502,-0.0836417410213901,0.014102190834069071,-0.11722439785234544,0.140864964426143
-45.0,0.07139983303613166,-15.0,0.004044417326201498,-0.0101941684865458,0.010790415431682021,-0.03694882139932846,0.008725639297004789,0.008493916879446502
-45.0,0.07139983303613166,-10.0,0.00215767132678759,-0.0045465892762631965,0.0067300090493930265,-0.028357272230777292,0.0045099588914825,0.004177377201686202
-45.0,0.07139983303613166,-5.0,0.0013178087513507006,0.0011159015385206993,0.004690043912221997,-0.02336766840072399,0.00395649537519511,0.0002197183019368009
-45.0,0.07139983303613166,0.0,0.0010509703526210973,0.00199694827829528,-0.001386932417292,-0.02125428954332165,-0.00029232848334900113,-0.0011892381327728199
-45.0,0.07139983303613166,5.0,0.0005496582293868027,0.0282473274154047,0.025235035773518044,-0.02002625790322338,0.036038490883219504,-0.01538619506887433
-45.0,0.07139983303613166,10.0,0.004651623011272799,0.0015382917447946017,-0.02718160922038193,-0.034250523743307025,-0.03247743701552999,-0.0031808782908639994
-45.0,0.07139983303613166,15.0,0.3319730906340633,-2.0485045434845315,-3.32204127949736,-1.0162611132967334,-5.3415501681311985,1.1039396135642596
-45.0,0.07139983303613166,20.0,0.004949316426594297,0.03392907596434921,-0.011419092956239885,-0.049568078020498375,-0.005827315759457996,-0.0232961001642463
-45.0,0.08567979964335799,-20.0,0.007310122805958982,-0.027056103766878607,0.01680496612229998,-0.056440179681936334,0.012240986656176012,0.0201052768619777
-45.0,0.08567979964335799,-15.0,0.002942536172115498,-0.0267365127042225,0.0014143095803329508,-0.03997014966032206,-0.009311822039310705,0.018086752375182702
-45.0,0.08567979964335799,-10.0,0.00327495224527895,-0.004494837422387196,0.010139637156082015,-0.03437075479285099,0.007158010831386598,0.004524458060525002
-45.0,0.08567979964335799,-5.0,0.0018321976588925003,-0.0010786997309189007,0.004039170442645984,-0.027746856821291688,0.00215078359300676,0.0014982197616560007
-45.0,0.08567979964335799,0.0,0.001552502861157698,0.00240105928888985,-0.0015050462961279931,-0.02561260805068205,-0.0005407475146251006,-0.001430016504138
-45.0,0.08567979964335799,5.0,0.0025829527591098994,-0.029040506650717897,-0.057105989859232986,-0.03604303775710558,-0.0705977280548746,0.01280912375943976
-45.0,0.08567979964335799,10.0,0.0031949558201067006,0.014803731127397302,-0.01146036466049194,-0.03646580011615163,-0.007132481299001001,-0.010426129396117539
-45.0,0.08567979964335799,15.0,0.0087787525842793,0.009047778574110703,-0.04293945381728004,-0.055551158037072744,-0.054242295082417014,-0.0089450704393962
-45.0,0.08567979964335799,20.0,0.007262992558926193,0.04070642375310621,-0.01639523719989988,-0.059584115759917976,-0.008070722595024005,-0.0279807981603701
-40.0,-0.08567979964335799,-20.0,0.007638274705124987,0.029682757889682096,0.015075919359460066,0.055587058466951195,0.004362998803460999,-0.02163392960098741
-40.0,-0.08567979964335799,-15.0,0.004674044230312202,0.012434761040524302,0.006070113638309005,0.04453361609200003,-0.0035130843370195924,-0.0102888811806883
-40.0,-0.08567979964335799,-10.0,0.00299598892634188,0.0062062337693716,0.004295807856530054,0.03398936894246097,-0.0010723521740687025,-0.0054600916178544
-40.0,-0.08567979964335799,-5.0,0.0019018685912754012,0.0013480920571526007,0.0015243767147809784,0.02763683751315158,-0.0007996199410811199,-0.0016531114290033004
-40.0,-0.08567979964335799,0.0,0.001579567702847097,-0.00253915079124545,-0.001634822463383992,0.025448803133736618,-0.0008051442064088976,0.001509157481994811
-40.0,-0.08567979964335799,5.0,0.00047787233166620563,0.014447313843803312,0.03346388836304903,0.03387721320577282,0.0476526115315736,-0.005817387778342281
-40.0,-0.08567979964335799,10.0,0.004895815762886901,0.003820613690045202,0.026945700297883013,0.04317059383654965,0.0445223888542781,0.00013367053660459996
-40.0,-0.08567979964335799,15.0,0.005109359434471199,-0.023772643164282292,-0.004046475698439966,0.04879171330053663,0.008069966065791995,0.016872242423436604
-40.0,-0.08567979964335799,20.0,0.0086454610810969,-0.042386051158259205,-0.016393747777640133,0.059567473936657934,-0.0055013178996839995,0.0290140229853938
-40.0,-0.07139983303613166,-20.0,0.006757346834538991,0.03610072235617409,0.024518640657180013,0.041705895061683096,0.02503980253405,-0.024343074862465702
-40.0,-0.07139983303613166,-15.0,0.014572173611796205,0.013512335795831297,0.017941131759777074,0.03594782517157903,0.0249993221511121,-0.0070377745974852
-40.0,-0.07139983303613166,-10.0,0.0023325137599258497,0.009661914887758,0.006975040978190017,0.02723552913313887,0.004770608555250598,-0.006889072460990003
-40.0,-0.07139983303613166,-5.0,0.0013429799692906003,0.001842583296180502,0.0016198324375839845,0.02283572748205008,0.00020136360068354203,-0.001736902479468701
-40.0,-0.07139983303613166,0.0,0.0010801380847177966,-0.00211457343893192,-0.0014219388516159975,0.021144633236286018,-0.0005555299697014987,0.001255344661056901
-40.0,-0.07139983303613166,5.0,0.0014259462441031032,-0.005940382706721398,-0.0007683285296359865,0.02431620305666282,0.0018444086502658052,0.00422712767846979
-40.0,-0.07139983303613166,10.0,0.002210172240943699,-0.0092932145485521,0.0032016898555010664,0.031684405809341745,0.010138226949251011,0.0070787687804555
-40.0,-0.07139983303613166,15.0,0.0033902630657146986,-0.011912642581667299,0.012237690275499924,0.04418554064194703,0.027970570259654992,0.009575195427774404
-40.0,-0.07139983303613166,20.0,0.006103244630484395,-0.03508330679585721,-0.011362567860340178,0.04958715235749973,-0.0035997182513969883,0.0240159198021035
-40.0,-0.057119866428905326,-20.0,0.003304102067961001,0.018050729266555196,0.00536852207573002,0.037502247033668,-0.0007261205919280034,-0.013408061412017606
-40.0,-0.057119866428905326,-15.0,0.002073423049421,0.009460351715376493,0.0028775562860470227,0.02923401300033833,-0.0015538290182455922,-0.007476965482804198
-40.0,-0.057119866428905326,-10.0,0.0017901377818725695,0.009838872568748401,0.0070716275023540165,0.021193725808160268,0.006696091417073696,-0.0066213124149067
-40.0,-0.057119866428905326,-5.0,0.0008718674611286996,0.0016706368162691006,0.0011850114461219863,0.01818640774544358,0.0003480974388459666,-0.0014849597509564005
-40.0,-0.057119866428905326,0.0,0.0006708367623472974,-0.00169825618744794,-0.0013004676314880004,0.016877537598471118,-0.00033346715743400035,0.0010066593384915942
-40.0,-0.057119866428905326,5.0,0.0008839993140668037,-0.0042850774123681,0.000644402189489024,0.01950378841543632,0.0026451211214110065,0.00313939793855959
-40.0,-0.057119866428905326,10.0,0.0014578009100214007,-0.005203396611183797,-0.0011935864178980182,0.024902380090441652,0.00199934659897201,0.004550782123689099
-40.0,-0.057119866428905326,15.0,0.0025967781959483002,-0.015810135992168795,-0.0009062411478799604,0.03225023557946363,0.005252212869862993,0.011148901083936503
-40.0,-0.057119866428905326,20.0,0.004001743207618896,-0.0279258318987049,-0.007304906880600148,0.03961868056679153,-0.0021829570012039945,0.019116489715406595
-40.0,-0.042839899821678996,-20.0,0.001759514951351987,0.011232009032682594,0.0033728152370999798,0.0283971142582156,-6.305841810400059e-05,-0.008719526059891805
-40.0,-0.042839899821678996,-15.0,0.001075052579669597,0.0063441102647673955,0.0005699993357269895,0.022096376372140833,-0.002530532162795099,-0.005197310650454697
-40.0,-0.042839899821678996,-10.0,0.00071410430494499,0.002812893188761302,0.00021272610699607508,0.016949195301363268,-0.0014677011441634052,-0.0025529984937092028
-40.0,-0.042839899821678996,-5.0,0.000558215760383101,0.0032025664674460025,0.002640168213014993,0.013275825574490883,0.0028053510031959,-0.0021031745916300013
-40.0,-0.042839899821678996,0.0,0.000334939797319897,-0.00130714594819987,-0.001543491615617995,0.01264109295784282,-0.0001016166532313012,0.0007719772826011171
-40.0,-0.042839899821678996,5.0,0.00048554702114960574,-0.0031555948037906983,0.0009420869471490345,0.01460906710324552,0.0022275773433005075,0.002321215044068889
-40.0,-0.042839899821678996,10.0,0.0006573084091737007,-0.004925247645822799,0.004486001904180026,0.01919035836179645,0.008273210064409009,0.0038924792275677
-40.0,-0.042839899821678996,15.0,0.0008875033332183986,-0.009863170593034397,0.004700751657430002,0.02527071933103323,0.010857660466510988,0.007310052949692999
-40.0,-0.042839899821678996,20.0,0.0023416108467607943,-0.020846067908727298,-0.004132246035670084,0.029686445858492526,-0.0011022519973170053,0.014272036743027898
-40.0,-0.028559933214452663,-20.0,0.000900567127217991,0.009803618400628697,0.001874134916189929,0.018415061822488102,0.00025327512731798674,-0.007140587595832901
-40.0,-0.028559933214452663,-15.0,-0.00019039862499980326,-0.004825613581526805,-0.008886091515521,0.017408796035846733,-0.014589296405011096,0.0015459623682788012
-40.0,-0.028559933214452663,-10.0,0.00029649938603264984,0.0017525730873733034,-0.00035117143938900863,0.01131373622368697,-0.0012723935327509026,-0.0016350280572606998
-40.0,-0.028559933214452663,-5.0,-0.0004894729995974997,-0.020124512587852448,-0.02071830917061801,0.012822971557383883,-0.027347031793339898,0.01004434465894416
-40.0,-0.028559933214452663,0.0,0.0002483721065233008,-0.00073418673811384,0.0011118864302850084,0.00840361073332495,-0.0003262669803267976,0.0004415243149018301
-40.0,-0.028559933214452663,5.0,0.00028599863829200517,-0.003873121528148199,-0.002067006399651017,0.009337294572959749,-0.0022709776879880905,0.00243166111278449
-40.0,-0.028559933214452663,10.0,0.0005473407115191009,-0.0059891661674032,-0.001790624841351951,0.01173362820931905,-0.0016399643508189926,0.004012612659604701
-40.0,-0.028559933214452663,15.0,5.436608542079904e-05,-0.004878948994321695,0.0070663320652200046,0.017715292190743928,0.01245417155196299,0.003939162837070902
-40.0,-0.028559933214452663,20.0,0.0011219229950700932,-0.01383876798288071,-0.0018560193508001532,0.01977847655224533,-0.0003762455944260057,0.009476888696338698
-40.0,-0.014279966607226332,-20.0,0.0001752443443969881,0.004313741770547996,-1.7915424159964388e-05,0.009413333974376902,-0.0009303875693790209,-0.003238954353370703
-40.0,-0.014279966607226332,-15.0,-8.68990424151006e-05,0.0006683779716155011,-0.001817920258586958,0.0077919437810355305,-0.003199508419801697,-0.0009450328186605024
-40.0,-0.014279966607226332,-10.0,6.945921763516988e-05,0.0009472447296010045,-0.0002941179005839789,0.005634986185183021,-0.0006037464265093023,-0.0008543713937093009
-40.0,-0.014279966607226332,-5.0,0.0001053475885680992,0.0017794254911462012,0.0014550636119159965,0.0042909677181820535,0.0018563224664629799,-0.0010618327078211007
-40.0,-0.014279966607226332,0.0,4.793861870160121e-05,-0.00040264415815280006,-1.8242140914989657e-05,0.004204465396807549,-5.747653472980285e-05,0.0002394014130064001
-40.0,-0.014279966607226332,5.0,0.00028704625047740184,-0.0072437908037121,-0.009728044885597975,0.003505256067930269,-0.012614826164837792,0.0038655660319157886
-40.0,-0.014279966607226332,10.0,-9.526372440290046e-05,-0.0006150936166530972,0.003941585395323077,0.006784266076851729,0.005719719100058002,0.0007586263215221996
-40.0,-0.014279966607226332,15.0,0.0003942955891860986,-0.0037875118784488,0.0006979763512100501,0.00806323756213429,0.001598337156288987,0.0026463441426154005
-40.0,-0.014279966607226332,20.0,0.0003415914550887883,-0.006893647484047402,-0.00047819920046010544,0.00988588297709263,-8.154972365004287e-06,0.004722481690001598
-40.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.014279966607226332,-20.0,0.00011684988488899761,-0.004966579723254011,0.0001445849084700246,-0.00915527492497545,0.00014276252026998448,0.003605297480639799
