# Aircraft: RC BIRE
# Date Generated: 2025-04-30 14:43:18
# Ventral Fins: False
# BIRE Angle Range: -45 to 45 deg
# Reference Area (ft^2): 2.98
# Longitudinal Reference Length (ft): 1.097
# Lateral Reference Length (ft): 3
parameter,independent_variables,4
parameter,coordinate_system,body

BIRE[deg],elevator[deg],beta[deg],alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
5.0,-30.0,0.0,-5.0,-0.0675434200134771,-0.01384257352134215,0.17223420476615303,-0.0004286988249062193,0.2412227788156178,0.00758501186499802
5.0,-30.0,0.0,0.0,-0.0629779371265092,-0.01333791315126892,0.1664828248046472,-0.00010100726348006103,0.23250920394345392,0.007239556332540247
5.0,-30.0,0.0,5.0,-0.060277547783473606,-0.01392571435676869,0.165829843365422,0.00021839865658317318,0.2309866142539777,0.00761202298232511
5.0,-30.0,0.0,10.0,-0.0593269812469623,-0.014587526549175469,0.16867928692198897,0.000585489157868953,0.2340938664748885,0.00797023000287399
5.0,-30.0,0.0,15.0,-0.058480568653068096,-0.015644947478036762,0.1755554674772869,0.00094549546102215,0.242577360199673,0.00856402037141889
5.0,-30.0,0.0,20.0,-0.057890438756197496,-0.01708357317742487,0.18670037014781005,0.0012523712909419211,0.2567176323876199,0.00938037753662122
5.0,-30.0,10.0,-20.0,-0.07656306318109882,-0.0252823801785948,0.21665522805694004,0.0074239132571359895,0.30406771457164194,0.0124322863422554
5.0,-30.0,10.0,-15.0,-0.0731303762875367,-0.025668751347453507,0.19706010156554998,0.00843810263792003,0.27628408622906503,0.01296996737496952
5.0,-30.0,10.0,-10.0,-0.06977813064827837,-0.0263498620857371,0.18331538847711704,0.009136305320818267,0.256664765520893,0.01360759858836569
5.0,-30.0,10.0,-5.0,-0.0665604188724766,-0.025979503981635003,0.17714752248034302,0.00917431627333523,0.2476923962242129,0.01366093545327416
5.0,-30.0,10.0,0.0,-0.06553366858544749,-0.0243320303388632,0.1736617304542052,0.00878733887813875,0.24206662375241073,0.012923047831962839
5.0,-30.0,10.0,5.0,-0.0634053112606876,-0.026131998621360494,0.17027836203707203,0.00926902668216479,0.23639352418974502,0.0142311014848316
5.0,-30.0,10.0,10.0,-0.0609539185531551,-0.028749111391974093,0.17014719400849,0.00962065559448215,0.235136401199322,0.01585180216834999
5.0,-30.0,10.0,15.0,-0.058619587561496295,-0.0297186686671084,0.17726246116903888,0.009285646164437451,0.2438578234973,0.01664097521587424
5.0,-30.0,10.0,20.0,-0.057201959722415895,-0.030473035538753697,0.18855199416735013,0.00870488625779937,0.2581850796253285,0.017231404969246498
5.0,-30.0,20.0,-20.0,-0.07677068921983571,-0.03467663489341,0.22545404274277003,0.01567901120888337,0.313880125018226,0.0163397982019127
5.0,-30.0,20.0,-15.0,-0.0720717722102515,-0.03759089267134802,0.20304789669464907,0.01757595852507198,0.281552045869923,0.01887117018003169
5.0,-30.0,20.0,-10.0,-0.06627185756109183,-0.041863630343158,0.1841880637299571,0.01973528493375313,0.253683575956809,0.022346692356095477
5.0,-30.0,20.0,-5.0,-0.06067529180819391,-0.04111427187986298,0.19660271278256697,0.0155423132042025,0.27381080828771154,0.02286085134084478
5.0,-30.0,20.0,0.0,-0.0632556170672966,-0.036963576434280984,0.199750500585927,0.01328157138857499,0.2785560999374285,0.01988335728337448
5.0,-30.0,20.0,5.0,-0.0661900567037794,-0.036455966997824996,0.187786344001943,0.01536585707920635,0.259389631080555,0.01896558346006336
5.0,-30.0,20.0,10.0,-0.06155960153054732,-0.042761107076664986,0.17195465880510896,0.019044267179986973,0.2336202424640674,0.02340123994142268
5.0,-30.0,20.0,15.0,-0.057390988572866494,-0.04355981913268199,0.18261217048205902,0.01691141915637528,0.24820867727019666,0.02444672332061204
5.0,-30.0,20.0,20.0,-0.0544636428598276,-0.0435189099914112,0.1947982021930501,0.01507531054119064,0.264187864508428,0.02469878231886394
5.0,-20.0,-20.0,-20.0,-0.042907973171089894,0.0024649980619263906,0.15785288785153995,-0.013968451875099501,0.217662353452568,-7.094442327513698e-05
5.0,-20.0,-20.0,-15.0,-0.0390011500513054,0.006510510870387995,0.14459543609360492,-0.014765205909589992,0.19912398756289598,-0.00309140525309026
5.0,-20.0,-20.0,-10.0,-0.03333230394917406,0.008264498794680997,0.14336884047245602,-0.01326215047994454,0.19887370364682477,-0.005224678121625478
5.0,-20.0,-20.0,-5.0,-0.0349285386865468,0.002033003976001993,0.15147106687052603,-0.009864129981452991,0.21169674269513447,-0.0011446995079211
5.0,-20.0,-20.0,0.0,-0.0370032716311166,0.0014230576041810994,0.1464912086221971,-0.01037130555488793,0.20372310370404267,-0.00026975350262329993
5.0,-20.0,-20.0,5.0,-0.035060772431734895,0.008259084497571997,0.129730410328762,-0.01410120269327915,0.17746682612832199,-0.00456696400906075
5.0,-20.0,-20.0,10.0,-0.03164718953004268,0.0073558413400629935,0.13884635580016702,-0.011800817123347778,0.19109474441036423,-0.004625750270660146
5.0,-20.0,-20.0,15.0,-0.029458562092101404,0.005738090602250001,0.14801270659350407,-0.01011176227686961,0.20388611208136748,-0.00402268230378861
5.0,-20.0,-20.0,20.0,-0.028223466055865107,0.003433826617166999,0.15894053122343998,-0.00851488516257688,0.21862815741935301,-0.0028589827139913013
5.0,-20.0,-10.0,-20.0,-0.044310237236119196,-0.005414954321628598,0.15453074904573993,-0.00757223708328895,0.21582866443342502,0.00409063660056567
5.0,-20.0,-10.0,-15.0,-0.0417453287619687,-0.0033359428052193996,0.14240828406767603,-0.007696387395418881,0.19903474778026098,0.0025723035926801196
5.0,-20.0,-10.0,-10.0,-0.039246566620476306,-0.0018841054114427033,0.13474321498338493,-0.00753227967347391,0.18847992795571727,0.0015136882383094902
5.0,-20.0,-10.0,-5.0,-0.037872224271037994,-0.0030142005112491,0.13227910808731302,-0.006988466389671389,0.1849860948370008,0.0019582491569745805
5.0,-20.0,-10.0,0.0,-0.036982431755191995,-0.0032179266580050978,0.1300774557039111,-0.0066438822214866,0.18171743942807939,0.0019010930699515103
5.0,-20.0,-10.0,5.0,-0.0351525203573588,-0.0023682275307025033,0.129811515983146,-0.00633806867541415,0.1810481321055728,0.00117836436855796
5.0,-20.0,-10.0,10.0,-0.0328974232173313,-0.0015285094236510005,0.132455271133466,-0.005905215292448271,0.18432414188797958,0.000548366324652644
5.0,-20.0,-10.0,15.0,-0.03167207845573052,-0.0026952118425715016,0.139304575599571,-0.00513779133381775,0.19330847068122148,0.0010744676381235201
5.0,-20.0,-10.0,20.0,-0.0310355157594705,-0.004361992346494092,0.14908005996903007,-0.004305427301629,0.20613437303457,0.0019168028126151995
5.0,-20.0,0.0,-20.0,-0.045326047480903506,-0.011916706707826099,0.15352925228652015,-0.00097849424320724,0.215729412865747,0.0067078999233859
5.0,-20.0,0.0,-15.0,-0.0431904390972414,-0.011060244056103528,0.141307926443213,-0.00069832200577556,0.198690843335357,0.00615957732614692
5.0,-20.0,0.0,-10.0,-0.04127921097450946,-0.010630869234220429,0.13324330933427997,-0.000428503355555208,0.18737810838028107,0.00587762159048065
5.0,-20.0,0.0,-5.0,-0.039394433712307594,-0.01031351523146615,0.12796293485813398,-0.0003117310910116073,0.1797425476860998,0.00566492434230657
5.0,-20.0,0.0,0.0,-0.0360101413465703,-0.01003029291675232,0.12485600717650841,-7.315531930668302e-05,0.17501161862486292,0.005458996044243467
5.0,-20.0,0.0,5.0,-0.0339762348369614,-0.01052937869554362,0.12547692205335703,0.00015305761905730518,0.17553332276438788,0.00576931655623365
5.0,-20.0,0.0,10.0,-0.0331803111182646,-0.01108033900838918,0.12865884625090696,0.00041617361931012,0.17943485948273602,0.006069490891757279
5.0,-20.0,0.0,15.0,-0.0324456261542785,-0.011924880023356971,0.1348412944029519,0.0006715896955469461,0.187341674275223,0.00654537596730383
5.0,-20.0,0.0,20.0,-0.03189776221775619,-0.013052928438826404,0.14421845710477998,0.0008848144169899231,0.1994824067341111,0.007187340741144026
5.0,-20.0,10.0,-20.0,-0.045934983600073906,-0.01802460314527879,0.15685463453083015,0.005453176428092811,0.22030917673577802,0.008852383768062402
5.0,-20.0,10.0,-15.0,-0.0435079671003907,-0.018304094210878204,0.14377074589328998,0.00616993668341945,0.20186154590886002,0.00923501880687162
5.0,-20.0,10.0,-10.0,-0.04109506977690587,-0.018794532116446702,0.13487492858455996,0.006658482516712298,0.18924769950203899,0.009692588187774489
5.0,-20.0,10.0,-5.0,-0.0387421292179691,-0.018601467330012604,0.131461995815864,0.00666344455773663,0.1843309405899959,0.009769719947506542
5.0,-20.0,10.0,0.0,-0.0379410587807646,-0.0175131740718557,0.12999086912043312,0.00635218604925695,0.1818303587548097,0.00929434311879631
5.0,-20.0,10.0,5.0,-0.0362780923801851,-0.018838768631523395,0.12857494718622503,0.006681343401521191,0.179260111638361,0.01026628843741674
5.0,-20.0,10.0,10.0,-0.0343641406206046,-0.020680963594854003,0.129595592344106,0.006910499679536749,0.1799977947378533,0.01143158144137527
5.0,-20.0,10.0,15.0,-0.032514075190478275,-0.021484107505716304,0.1359888378464279,0.006628668878474951,0.1881335529214542,0.012075940361144021
5.0,-20.0,10.0,20.0,-0.0313257056032048,-0.022125696959603904,0.14550629423041994,0.0061608696976311605,0.200467040476284,0.012573835720754298
5.0,-20.0,20.0,-20.0,-0.04621209355584101,-0.024520828346618007,0.16321032682829006,0.011519925545636168,0.22735082703787207,0.011481304407145801
5.0,-20.0,20.0,-15.0,-0.0428822958332846,-0.02653775816874801,0.14810631160834697,0.012849010024603681,0.20563661084165402,0.013247251511594088
5.0,-20.0,20.0,-10.0,-0.038689374053239634,-0.029545093588199997,0.13547625400796104,0.01438252367512533,0.18700239951622202,0.01570935747177638
5.0,-20.0,20.0,-5.0,-0.0345967461804553,-0.029114123360667002,0.145688168458049,0.011258229360089002,0.20342761602552947,0.01614065844223258
5.0,-20.0,20.0,0.0,-0.036374032278526605,-0.026169093944996988,0.1490022997073631,0.00956588730819519,0.20841531901441449,0.01402312106962135
5.0,-20.0,20.0,5.0,-0.038334677935835296,-0.025715563705101002,0.1412864489164,0.011049490657816751,0.195943630686248,0.013334516330261129
5.0,-20.0,20.0,10.0,-0.034775531240636516,-0.030075642659283988,0.130810293070297,0.013690670338557072,0.1787396092390217,0.01646732744994799
5.0,-20.0,20.0,15.0,-0.0315158855980627,-0.030768425803591,0.13985164769854697,0.01205476125749598,0.1912670312884541,0.01732676478302604
5.0,-20.0,20.0,20.0,-0.0291416551605502,-0.0308469316969672,0.15008983495240003,0.01062802241180044,0.204920720506573,0.01760551624637734
5.0,-10.0,-20.0,-20.0,-0.016295436231583,0.0007276476874414906,0.08411706409254993,-0.0075234797418072,0.11609141832911596,0.000321421209713953
5.0,-10.0,-20.0,-15.0,-0.014217263408794402,0.0026953937605860012,0.07779374479849699,-0.007915805530433891,0.10733401422498703,-0.0011829630922006499
5.0,-10.0,-20.0,-10.0,-0.01117444854064023,0.003545184612598007,0.07792297479183297,-0.00707219945899484,0.1083873908989138,-0.00227502456522364
5.0,-10.0,-20.0,-5.0,-0.012002754914549503,0.00020575080896799436,0.08300159820499503,-0.005224107918144101,0.11636887970350748,-8.83128674178009e-05
5.0,-10.0,-20.0,0.0,-0.012999517772471603,-0.00028963992857700127,0.0809783775116096,-0.00547624041185793,0.11306828510081268,0.00045933671439610073
5.0,-10.0,-20.0,5.0,-0.011815045434408797,0.0031883258004799936,0.07259174108375499,-0.007466761688046151,0.0998948456210479,-0.0017684706154497305
5.0,-10.0,-20.0,10.0,-0.00985940289307748,0.0026889513972289947,0.07832097405272298,-0.0061851422731992785,0.1084688685266111,-0.0018136510051757196
5.0,-10.0,-20.0,15.0,-0.008560483300274,0.0018098814539130037,0.084103069563637,-0.0052365723566009095,0.11662145731934401,-0.0015023133002041796
5.0,-10.0,-20.0,20.0,-0.0077822929668370094,0.0005488761231570022,0.09087638755235994,-0.00433818805690544,0.12587854591263603,-0.0008787931156206009
5.0,-10.0,-10.0,-20.0,-0.016939467604990988,-0.0031473586594827005,0.08211154277115984,-0.0040881656172207,0.11480175754613103,0.00233522206757885
5.0,-10.0,-10.0,-15.0,-0.015597642739388802,-0.002166835958564997,0.07641889137829605,-0.00413412858519437,0.107011151681775,0.0015985742124432997
5.0,-10.0,-10.0,-10.0,-0.01425962603543204,-0.0015078997353275003,0.07306465196199896,-0.00403122122664268,0.10248848818923431,0.0010956213147585202
5.0,-10.0,-10.0,-5.0,-0.013510769350247,-0.0021288939082361943,0.07248921043620798,-0.0037257656801327702,0.1017335134068278,0.0013442623018415098
5.0,-10.0,-10.0,0.0,-0.012983553811422195,-0.0022864845482510956,0.0720112846996644,-0.0035288536966261103,0.1010357483321358,0.001336487636955
5.0,-10.0,-10.0,5.0,-0.0119194300035639,-0.0019022906356542038,0.07260135711289001,-0.0033513535205310996,0.1017721224301759,0.0009796286505247705
5.0,-10.0,-10.0,10.0,-0.010620712151020398,-0.0015625980281575025,0.07477938783253502,-0.0031056761556543695,0.10466026831804459,0.0006910617833895229
5.0,-10.0,-10.0,15.0,-0.009874124643201698,-0.0022241277266112983,0.07927151869680493,-0.00267903458537435,0.11068883630042298,0.0009856640149111
5.0,-10.0,-10.0,20.0,-0.009448824759922994,-0.0031614949180100993,0.08538165212662996,-0.00221806043345559,0.118841347548447,0.0014557017873774985
5.0,-10.0,0.0,-20.0,-0.017430912353508007,-0.0063433030600442,0.08141710860389018,-0.00052891897784776,0.114521748796484,0.0035804226418703006
5.0,-10.0,0.0,-15.0,-0.0163259914043139,-0.00595163945520613,0.07568076952457903,-0.0003750946203767599,0.106613943492361,0.0033240914821939006
5.0,-10.0,0.0,-10.0,-0.01531411090210086,-0.00577869594479533,0.07212052970198801,-0.00022928734928085096,0.1016963105226361,0.00320417908513927
5.0,-10.0,0.0,-5.0,-0.014287586803417397,-0.00566174577238028,0.07002367821662203,-0.0001667052068770803,0.09870401847449481,0.00311900286633184
5.0,-10.0,0.0,0.0,-0.012432363546280606,-0.0055680192507825705,0.0691064664156111,-3.877037624532302e-05,0.0972860524643246,0.003040423421354117
5.0,-10.0,0.0,5.0,-0.011295752385853099,-0.00588463442417243,0.07018997069635402,7.798861317866119e-05,0.09868345498989724,0.00323419952304368
5.0,-10.0,0.0,10.0,-0.0108003226196096,-0.0062278003409221,0.07264855865462794,0.0002162772743804885,0.1018916592030327,0.003422622420057812
5.0,-10.0,0.0,15.0,-0.010327618271890899,-0.006733133233302681,0.07676091831459986,0.000348703302472402,0.1073070854417166,0.00370854903434606
5.0,-10.0,0.0,20.0,-0.0099543453858644,-0.0073953744938647,0.08264316072534994,0.0004561270324756751,0.11506858770181502,0.00408664128818563
5.0,-10.0,10.0,-20.0,-0.017769599180083015,-0.009358259394864094,0.08311091686421013,0.0029520028481794403,0.116838025413151,0.004594944882689201
5.0,-10.0,10.0,-15.0,-0.016516334596229795,-0.009506976903837804,0.07692580171881802,0.00332108898452316,0.108195965641184,0.00479451733051262
5.0,-10.0,10.0,-10.0,-0.01524098578806393,-0.009766608165357196,0.07292882888039398,0.003569656604563998,0.102594206822896,0.00503585278846274
5.0,-10.0,10.0,-5.0,-0.013978782652378296,-0.0097257729677791,0.071842223028763,0.0035572825587501305,0.1010729064726979,0.00510811572043762
5.0,-10.0,10.0,0.0,-0.013522153168451699,-0.009226809422217902,0.07178277427219706,0.0033715813808222997,0.10082470463406391,0.00489933770509398
5.0,-10.0,10.0,5.0,-0.012553148349267594,-0.0099517528893679,0.07173764652624504,0.0035341189291956503,0.10051226908349101,0.00543667748158602
5.0,-10.0,10.0,10.0,-0.011433185530965898,-0.010901836101821598,0.07304450415405894,0.0036394184275795093,0.1020349804205971,0.006055448877060551
5.0,-10.0,10.0,15.0,-0.010340279955202897,-0.011411331384956203,0.07729462199134995,0.003463278815212029,0.107610834026552,0.00645473849053612
5.0,-10.0,10.0,20.0,-0.009598400338000301,-0.011831737287821595,0.08327417290445993,0.0031827133591624,0.11551199781496499,0.006774422495356237
5.0,-10.0,20.0,-20.0,-0.017993116153540004,-0.012587444684384996,0.08648572552856004,0.00623721439286707,0.12054659570864201,0.005856150175662
5.0,-10.0,20.0,-15.0,-0.016263227301576103,-0.013590397449790015,0.07923584866188305,0.0069134289911918795,0.11018264865257099,0.006747396854967289
5.0,-10.0,20.0,-10.0,-0.014028684266146469,-0.015127731872599012,0.07323131870603505,0.00770845132823773,0.10134611427175902,0.008019230632136269
5.0,-10.0,20.0,-5.0,-0.011845321816077,-0.01499854021023099,0.07949876218387497,0.0059874241842858,0.1113490832242445,0.00829649059137725
5.0,-10.0,20.0,0.0,-0.012743980035737602,-0.013484679523652995,0.0819607711605669,0.00505280772453259,0.11505191946619352,0.00720004218262215
5.0,-10.0,20.0,5.0,-0.013675733458829102,-0.013205867284149991,0.07849393764700802,0.005827811843505451,0.1093664679047422,0.00682955476590487
5.0,-10.0,20.0,10.0,-0.01161745714964962,-0.015406819059399987,0.07359204712203393,0.0072190252395257695,0.10120647197534322,0.00845931561080813
5.0,-10.0,20.0,15.0,-0.0097224599353389,-0.015878453185949007,0.07930314174056796,0.006287602269826179,0.10921012867045099,0.00899825895209675
5.0,-10.0,20.0,20.0,-0.008290721225875,-0.0160229360818632,0.08571246430278001,0.00546308040053194,0.11789502590833001,0.009225643251379242
5.0,0.0,-20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-20.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-20.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-10.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-10.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,-10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,10.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,10.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,20.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,20.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,10.0,-20.0,-20.0,-0.008107694079265995,0.003154023651318394,-0.07794206867186992,0.0074762644073046005,-0.10791734498834502,-0.0024418499137838947
5.0,10.0,-20.0,-15.0,-0.009984855434994604,0.001843642593320996,-0.07373288496946906,0.007807173353173842,-0.10231628362496219,-0.0013440946335682396
5.0,10.0,-20.0,-10.0,-0.012996552595478779,0.0008455169730700041,-0.07606956000537402,0.006882280916341431,-0.1066898477216426,-0.00017796905344547032
5.0,10.0,-20.0,-5.0,-0.012190488765522,0.0030630837956749923,-0.08311214416223899,0.00501850964820988,-0.11761640132768139,-0.0017366735136291906
5.0,10.0,-20.0,0.0,-0.011335226988567204,0.0038516089202504933,-0.08262359176549529,0.0052435159459128,-0.11661958438054132,-0.0024256204860130994
5.0,10.0,-20.0,5.0,-0.012607066865523701,0.001847702935781001,-0.075559955715226,0.007194142249361861,-0.10543137071245239,-0.0010256867384041603
5.0,10.0,-20.0,10.0,-0.014945773121848579,0.001986442783230999,-0.08341555977576798,0.005813742807306171,-0.11723526308622201,-0.00070569860119168
5.0,10.0,-20.0,15.0,-0.0165646428959446,0.0025443218992160094,-0.09140495089814493,0.004778289692005959,-0.12870217053856403,-0.0007993543985060697
5.0,10.0,-20.0,20.0,-0.017622118894104213,0.003587161502837999,-0.10046931495405986,0.00379700236102229,-0.14137790202348094,-0.001275010613473201
5.0,10.0,-10.0,-20.0,-0.007912335409885979,0.0047899194035875,-0.0755097379516001,0.0040792754400083,-0.10601816332804799,-0.00319893703133287
5.0,10.0,-10.0,-15.0,-0.009096841678217504,0.0042103786955969,-0.072013845643769,0.00409458330935729,-0.10151217852962441,-0.0027024163651881055
5.0,10.0,-10.0,-10.0,-0.01032905620264851,0.003930471054002897,-0.070662152855826,0.00397642131504814,-0.0999906326872385,-0.0024115016202714197
5.0,10.0,-10.0,-5.0,-0.011092172934351895,0.003988299804042701,-0.07217451464055699,0.0036413963306316296,-0.1023461459815876,-0.0023803975133790305
5.0,10.0,-10.0,0.0,-0.011656130197213295,0.004126659573205106,-0.07350352892686679,0.003415365316767032,-0.10436171262212861,-0.0023667385155388505
5.0,10.0,-10.0,5.0,-0.012842524070156104,0.004004810982937396,-0.07593084538895395,0.0032041481121975997,-0.1078532247882072,-0.0021365362315335697
5.0,10.0,-10.0,10.0,-0.0143019341799824,0.004124682072979301,-0.079972745718635,0.00293660193607156,-0.11353534948001004,-0.0020667655480220903
5.0,10.0,-10.0,15.0,-0.015232693189241798,0.0046794791521863055,-0.08653015717039003,0.0024825573869818505,-0.12263669517608503,-0.0022934605756823106
5.0,10.0,-10.0,20.0,-0.015830457918398697,0.005552231587044598,-0.09479257761183013,0.0019959565854305097,-0.13398035183561002,-0.0027211783411584013
5.0,10.0,0.0,-20.0,-0.0076211678834130075,0.0059467788928100306,-0.07451201893484982,0.000524439448526085,-0.1052787622533035,-0.00338607907747226
5.0,10.0,0.0,-15.0,-0.008576868710058597,0.0056922745137397805,-0.07101523854038294,0.000368774874709684,-0.10072195251985688,-0.00321063866021766
5.0,10.0,0.0,-10.0,-0.00949449017750022,0.0056350769050579445,-0.06951006615514599,0.0002253453598693206,-0.09888251780452591,-0.003157613440117081
5.0,10.0,0.0,-5.0,-0.0104917265918727,0.0056596005395662796,-0.069366262151724,0.00016387272624512168,-0.09881581091448699,-0.003153291831731222
5.0,10.0,0.0,0.0,-0.012392730886066301,0.00572295396867927,-0.07046313813397301,3.519975664723697e-05,-0.10040855343733009,-0.003160634516211923
5.0,10.0,0.0,5.0,-0.013582751941671599,0.00616524225598677,-0.07348555188391398,-6.81659781663049e-05,-0.1047010043795803,-0.0034251106772639605
5.0,10.0,0.0,10.0,-0.0141791169675534,0.00659380649516521,-0.07781622148618605,-0.00020134451061560297,-0.110703170308453,-0.0036633749416858804
5.0,10.0,0.0,15.0,-0.01478315421948271,0.007198901454666609,-0.08389698324357009,-0.00032476556083678595,-0.11904563262414403,-0.0040075674215027095
5.0,10.0,0.0,20.0,-0.015296952141551495,0.007974551131809402,-0.09186815190066988,-0.0004179308590529099,-0.129900727904739,-0.0044520921278425295
5.0,10.0,10.0,-20.0,-0.007213669163507019,0.007028221849043503,-0.07604466249659003,-0.002971742847095406,-0.10733170378627802,-0.003421434756549829
5.0,10.0,10.0,-15.0,-0.008278594424689298,0.007053480618727195,-0.07214522220172603,-0.0033090726358140903,-0.1021132328914211,-0.00353868871266848
5.0,10.0,10.0,-10.0,-0.00941785616727189,0.0071926611670926,-0.07022305503520498,-0.003533575814822822,-0.09962081990029231,-0.00370706005156082
5.0,10.0,10.0,-5.0,-0.010644494319443098,0.007698090858495002,-0.07111311242313201,-0.00348361432927666,-0.1010543304712101,-0.00405843550773278
5.0,10.0,10.0,0.0,-0.011085339808175401,0.007886058560550004,-0.0729122994433862,-0.003249815399593476,-0.10359714620002329,-0.00420472605096268
5.0,10.0,10.0,5.0,-0.012157847177148198,0.008434011884725,-0.07467512029947698,-0.00338137468473351,-0.10599568825372001,-0.0046646155388028795
5.0,10.0,10.0,10.0,-0.0134158555846553,0.008939188699113004,-0.07786312120947803,-0.0034608241091547702,-0.11033175819390201,-0.00508054508776059
5.0,10.0,10.0,15.0,-0.014710305442684396,0.0098100191298292,-0.08416550231976005,-0.00323547309523167,-0.11896057164079299,-0.005692042986396129
5.0,10.0,10.0,20.0,-0.0156549756816671,0.010554273914611605,-0.09229133510805987,-0.0028972455604476598,-0.130048941420232,-0.006205882094228022
5.0,10.0,20.0,-20.0,-0.006689597735790004,0.008359475387178003,-0.07940697139872999,-0.00627590384736065,-0.11099557806558397,-0.00367028912423676
5.0,10.0,20.0,-15.0,-0.008147973654108,0.008929254128444988,-0.07448664507876002,-0.006876660942932942,-0.10413021424152,-0.004274100820218608
5.0,10.0,20.0,-10.0,-0.010141398556081909,0.009974558092283994,-0.07058364632477193,-0.0076040520245606045,-0.09845028285417999,-0.0052213445100345295
5.0,10.0,20.0,-5.0,-0.012366739266630403,0.01113430271452201,-0.07886713046474803,-0.00577536106412333,-0.1114810948722727,-0.00624341243985602
5.0,10.0,20.0,0.0,-0.011507007436869499,0.0104449509756184,-0.082892472667593,-0.004806833152095851,-0.1175332116381989,-0.005587326592182321
5.0,10.0,20.0,5.0,-0.010782996350694699,0.0099250128294876,-0.08100212957063702,-0.005558555967312149,-0.114218335852979,-0.00510080021661974
5.0,10.0,20.0,10.0,-0.01295561790827092,0.011086210319260603,-0.07793008406247504,-0.00688991862577356,-0.10881228757563899,-0.006158628215093021
5.0,10.0,20.0,15.0,-0.015211337915732998,0.012159400341504797,-0.08577412206879997,-0.005850495694437382,-0.12001697957581703,-0.007087971188923961
5.0,10.0,20.0,20.0,-0.016990638391888996,0.012842731793967402,-0.09443842909841993,-0.0049055678431607,-0.13207417033631097,-0.007655272286190789
