# Aircraft: RC BIRE
# Date Generated: 2025-04-30 15:29:15
# Ventral Fins: False
# BIRE Angle Range: -45 to 45 deg
# Reference Area (ft^2): 2.98
# Longitudinal Reference Length (ft): 1.097
# Lateral Reference Length (ft): 3
parameter,independent_variables,3
parameter,coordinate_system,body

BIRE[deg],qbar,alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
-40.0,-0.015664699324518885,-15.0,0.008275921047516996,0.017210597583513197,0.03942554582240998,0.0025629151980418397,0.03905520586251811,-0.009557086036201503
-40.0,-0.015664699324518885,-10.0,0.004592786462147589,0.0137628588006607,0.030613251089284033,0.00248114058027603,0.0319716610326792,-0.007594730435347002
-40.0,-0.015664699324518885,-5.0,0.0022703910538056996,0.0140344486863337,0.027466892329866988,0.0015886454456852327,0.031007459945880302,-0.007615825195677901
-40.0,-0.015664699324518885,0.0,0.00014777487331629757,0.0139008350707717,0.0259989361278911,0.0009582736993313189,0.0299655321716086,-0.00747843810522016
-40.0,-0.015664699324518885,5.0,-0.002053720202961795,0.013724800153507041,0.026649009622920994,0.000297101268367914,0.029498364593599606,-0.007330569452318821
-40.0,-0.015664699324518885,10.0,-0.0035030767652558005,0.007143464022632502,0.015882278778597048,-0.0031861552628125803,0.01046753111354401,-0.0039226635391047
-40.0,-0.015664699324518885,15.0,-0.008238518581754301,0.018684839925140202,0.04183633133281006,0.0008365585362808299,0.04228432559382399,-0.010088225983127499
-40.0,-0.015664699324518885,20.0,-0.012426031266775703,0.017376063166823497,0.043550000141859835,-0.00123844605042496,0.03722638918884999,-0.0093544319454841
-40.0,-0.013053916103765738,-20.0,0.010551827414922998,0.016030272199196297,0.039836635298460044,0.002563188757402201,0.036816771095511985,-0.009006752004408702
-40.0,-0.013053916103765738,-15.0,0.006808027784876297,0.014222849691381705,0.032648354724226,0.0020915708089739695,0.0323164354993951,-0.007892321740032102
-40.0,-0.013053916103765738,-10.0,0.0037464226465399896,0.011134492359420906,0.02511852403319803,0.0020804514550721897,0.026135085415902898,-0.0061458022184512
-40.0,-0.013053916103765738,-5.0,0.0018441359125426007,0.011703922516848004,0.022845216838332988,0.001269851873362453,0.0257943629499798,-0.006344128565698499
-40.0,-0.013053916103765738,0.0,7.87687052025976e-05,0.0115782785160311,0.0216201959170733,0.000755167200912259,0.024907675548886,-0.0062256572040704
-40.0,-0.013053916103765738,5.0,-0.001752178488294301,0.011373783253121382,0.02205861149928201,0.00018587082106566206,0.024368506022306703,-0.00607663716379383
-40.0,-0.013053916103765738,10.0,-0.0031570150605730006,0.007066718016629302,0.015416164588873071,-0.002260556602381704,0.011783366001767909,-0.0038464169078470997
-40.0,-0.013053916103765738,15.0,-0.006897210215666,0.014611150712603403,0.033069456141719966,0.000133380353419,0.032456240952070003,-0.007855330021427999
-40.0,-0.013053916103765738,20.0,-0.010431120192335705,0.014612168005904994,0.03647220304405985,-0.00105637268326812,0.031199263449186,-0.007867999981483402
-40.0,-0.010443132883012587,-20.0,0.008380981395036985,0.013143642263525393,0.032059407101979964,0.001851074058661601,0.029875177218572996,-0.007388868424884905
-40.0,-0.010443132883012587,-15.0,0.005376665718048401,0.0112867555624395,0.025957339974800986,0.0016374878499480295,0.025674443334606098,-0.006258593110640098
-40.0,-0.010443132883012587,-10.0,0.0029535734271513097,0.008768936624654,0.01992029986392807,0.0016404888281261205,0.020699504083363796,-0.004838512911854102
-40.0,-0.010443132883012587,-5.0,0.0014369937142138002,0.0093643874374225,0.018235065214131985,0.0009741873416482229,0.0205912415227417,-0.005070894618859102
-40.0,-0.010443132883012587,0.0,2.774786245540034e-05,0.0092607988092601,0.01726253022777441,0.000569560511672091,0.0198788993005159,-0.00497707012500607
-40.0,-0.010443132883012587,5.0,-0.0014332352098442996,0.009027990222824103,0.017492278188706023,9.444273945430999e-05,0.01927758405813451,-0.004825723194557861
-40.0,-0.010443132883012587,10.0,-0.0026687293929027987,0.0064543982013129005,0.013849210509570997,-0.001540071201550041,0.011540879471772403,-0.0034961911565998
-40.0,-0.010443132883012587,15.0,-0.005538162781499,0.0113660491111029,0.025799452962800062,-0.0001268495492165499,0.024910903169266002,-0.006101021728376
-40.0,-0.010443132883012587,20.0,-0.00840651451366041,0.011797146896391199,0.029324748968519998,-0.0008642093908564101,0.02510475849902999,-0.006353446424611102
-40.0,-0.007832349662259442,-20.0,0.006177965547323,0.010111824305493788,0.02413811670322996,0.0012417900518858997,0.022626861537514004,-0.005699920516652704
-40.0,-0.007832349662259442,-15.0,0.003980989631219199,0.008399329675962193,0.01934971148133202,0.0012009944198426497,0.0191254526303241,-0.0046541787818935
-40.0,-0.007832349662259442,-10.0,0.00223777577012919,0.006888096025394405,0.01524456838306798,0.0011044539597456103,0.015983986106697094,-0.0037899045920895026
-40.0,-0.007832349662259442,-5.0,0.0010490565522013016,0.007021574938109201,0.01364210155133,0.000700330783777923,0.015405690954906,-0.003798510951062699
-40.0,-0.007832349662259442,0.0,-5.480650895402228e-06,0.00694630807198459,0.012923810688796111,0.000401350017246428,0.0148764786135741,-0.00373143968128701
-40.0,-0.007832349662259442,5.0,-0.001097275887924798,0.006694233370528602,0.012962632745523006,2.463732398257307e-05,0.014242135072159809,-0.0035810602797268004
-40.0,-0.007832349662259442,10.0,-0.002086897366494301,0.0053631877538429,0.01135308488577802,-0.000988864005475193,0.009995224908692008,-0.0028969536897104006
-40.0,-0.007832349662259442,15.0,-0.0041721601512419,0.008413439939123302,0.019091873307099938,-0.00020586193963487002,0.018245910100777002,-0.0045132839661099974
-40.0,-0.007832349662259442,20.0,-0.00635166825966961,0.008929699241075693,0.022105729429710008,-0.0006622178362018301,0.018940248448613,-0.004810061872162
-40.0,-0.005221566441506294,-20.0,0.003946341261910985,0.006427989367419992,0.015651566540950013,0.0009200913663714502,0.014395732079842988,-0.0036388719263791003
-40.0,-0.005221566441506294,-15.0,0.002620178802814399,0.0055576449296523,0.012822733353511029,0.0007823951408389698,0.01266577745156941,-0.0030773865229456014
-40.0,-0.005221566441506294,-10.0,0.00164908083825393,0.005935030229538001,0.011541242406907015,0.0003616884329224802,0.012625292371263495,-0.0032318834500187008
-40.0,-0.005221566441506294,-5.0,0.000680293903582499,0.004677662462563303,0.00906968343310599,0.0004473346148415829,0.01024225935015916,-0.0025283169289486013
-40.0,-0.005221566441506294,0.0,-2.10870440537983e-05,0.00463272537457512,0.008601905801452009,0.000250428136186555,0.009897681829093903,-0.00248753408421547
-40.0,-0.005221566441506294,5.0,-0.0007449384749481994,0.004383280453409402,0.008488981201854984,-2.0857334959695933e-05,0.009287436509740107,-0.002347842895222681
-40.0,-0.005221566441506294,10.0,-0.0014392355517281012,0.0038747803657391,0.008112633312640005,-0.0005690112015299211,0.007413574166024006,-0.0020892940253022
-40.0,-0.005221566441506294,15.0,-0.0027869120162671013,0.005534247080201199,0.012545011830690012,-0.00021413886395741993,0.011852233283488,-0.0029682337255784
-40.0,-0.005221566441506294,20.0,-0.00426602051293401,0.006008538658665394,0.014813223723029845,-0.00045066694324749027,0.012703079854600008,-0.003237148532609299
-40.0,-0.002610783220753147,-20.0,0.0018252691454599956,0.002677380993981099,0.0072227483472100396,0.0006531908620830505,0.006225011594574004,-0.001525602516110905
-40.0,-0.002610783220753147,-15.0,0.0012934383312155004,0.0027588187908657996,0.00637371468134007,0.00038197446944158997,0.006291808769614507,-0.0015265456839959023
-40.0,-0.002610783220753147,-10.0,0.00111515194566513,0.005602557393186401,0.008435969977241053,-0.0004869770941998497,0.0100881542267773,-0.002995286270763002
-40.0,-0.002610783220753147,-5.0,0.0003306405400427988,0.002336096311549102,0.004521214058806983,0.00021421851678871302,0.0051055436010968,-0.0012616881981534003
-40.0,-0.002610783220753147,0.0,-1.9218673406602715e-05,0.0023179774060675304,0.004294681214910001,0.00011668331354151103,0.004939770592574201,-0.00124412740103707
-40.0,-0.002610783220753147,5.0,-0.0003776024362882949,0.0021204927989718018,0.004115099142793011,-3.612690365853498e-05,0.004470754434972302,-0.0011385463670502104
-40.0,-0.002610783220753147,10.0,-0.0007408939241289984,0.0020658423344136027,0.004286404920073039,-0.00024801055323354004,0.00402242588375,-0.0011125707882093001
-40.0,-0.002610783220753147,15.0,-0.0013844348457077993,0.002690632302528799,0.0060963193232899116,-0.00016858841096568998,0.005637472539733984,-0.0014436446511272988
-40.0,-0.002610783220753147,20.0,-0.0021489950612295083,0.0030323923060958935,0.007445297285809893,-0.00022983303887243005,0.006390569152242009,-0.0016340198316295018
-40.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.002610783220753147,-20.0,-0.0009543273814720116,-0.008004276712705705,-0.008573070649680048,0.0007669450505620699,-0.008138611748507996,0.004832889521233397
-40.0,0.002610783220753147,-15.0,-0.0012608770876149991,-0.002721644044269299,-0.00630104047921598,-0.00036327427090946003,-0.006213147823362394,0.0015038992120237002
