# Aircraft: RC BIRE
# Date Generated: 2025-04-30 14:14:21
# Ventral Fins: False
# BIRE Angle Range: -45 to 45 deg
# Reference Area (ft^2): 2.98
# Longitudinal Reference Length (ft): 1.097
# Lateral Reference Length (ft): 3
parameter,independent_variables,3
parameter,coordinate_system,body

BIRE[deg],beta[deg],alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
-40.0,20.0,5.0,-0.0236627119237885,-0.196199298122143,-0.498650044668221,0.00166574674926786,-0.2582777862143,0.0398079220805631
-40.0,20.0,10.0,0.0128722974335841,-0.221358649923942,-0.790092326204416,0.00544472563672997,-0.334460439124634,0.056538659407947
-40.0,20.0,15.0,0.0669026110938794,-0.245918751773107,-1.07650048873053,0.00827354594081091,-0.405480150107695,0.074676526636315
-40.0,20.0,20.0,0.13295909405175,-0.268927696356765,-1.35976592128571,0.0122149406578617,-0.463350406542586,0.0934784475892958
-35.0,-20.0,-20.0,0.143909467986441,0.250011421466789,1.19795890293025,-0.00324462750706706,0.417523399761993,-0.0821730735785564
-35.0,-20.0,-15.0,0.0771641250366239,0.232099060286281,0.901165951980198,-0.00680977404692579,0.346725636384347,-0.0656807203675412
-35.0,-20.0,-10.0,0.0206845086627638,0.212995415851883,0.604006631700663,-0.00949112023695158,0.266855490788978,-0.0502556431309532
-35.0,-20.0,-5.0,-0.0186573910030767,0.194375491226614,0.304433235236092,-0.0132180590754627,0.184089735008305,-0.0370702219754671
-35.0,-20.0,0.0,-0.0364270218995092,0.178945367435544,0.00372151981800313,-0.0185459043829012,0.102348333542011,-0.0275884627538969
-35.0,-20.0,5.0,-0.0296722945158935,0.16296015490056,-0.299279711160711,-0.0223576076065423,0.0142330895956393,-0.0204946618373459
-35.0,-20.0,10.0,-0.00248078580650885,0.153998069962199,-0.576963629837888,-0.0184830616589614,-0.0445065847455395,-0.0188403757086476
-35.0,-20.0,15.0,0.0444764850341162,0.143708476449421,-0.854780279114431,-0.0114235950065633,-0.10550729125838,-0.0184786430209469
-35.0,-20.0,20.0,0.105224128914771,0.121943587212,-1.15952921545003,-0.00784924530198101,-0.199853012171074,-0.0127675424470357
-35.0,-10.0,-20.0,0.144103799426453,0.165926764721297,1.21005102276619,0.00404901675525032,0.264000084855311,-0.0645920964857673
-35.0,-10.0,-15.0,0.0695112333327419,0.143566737041868,0.896122085292776,0.00199174515467116,0.202669847776921,-0.05033085878698
-35.0,-10.0,-10.0,0.0131887324416143,0.121193120554767,0.578408303870179,0.000720038565621707,0.140616519095832,-0.036342610232826
-35.0,-10.0,-5.0,-0.0233560415682251,0.0994050818562698,0.257638498669099,-0.00157594450595386,0.0792164209824684,-0.0234211977946112
-35.0,-10.0,0.0,-0.0398172705566059,0.0859208834289736,-0.0567916716356574,-0.00523379521230225,0.0308698298600778,-0.0158126624582131
-35.0,-10.0,5.0,-0.0368653157997504,0.0765017125543722,-0.35928603596747,-0.00712750194373828,-0.0098803160380476,-0.0108701584401961
-35.0,-10.0,10.0,-0.0127463506626411,0.0725590584597059,-0.648460185579665,-0.00337762960854082,-0.0336976153559662,-0.00998512963337922
-35.0,-10.0,15.0,0.0319379927070167,0.0486225480081903,-0.977339130192775,-0.00576364787271024,-0.120011616492849,0.00162155147894143
-35.0,-10.0,20.0,0.0995824557003073,0.0311223319367897,-1.29055056299757,-0.00241857123350844,-0.189093258961347,0.00958886010629443
-35.0,0.0,-20.0,0.124144816759063,0.0743172476143175,1.19549270968673,0.00671126571511658,0.159124094614579,-0.040803557786068
-35.0,0.0,-15.0,0.0528887116332024,0.0538922715227218,0.870775252567557,0.00435650932871198,0.0978743750287794,-0.029311336940368
-35.0,0.0,-10.0,0.00364313928472369,0.0350202246452262,0.543264987377962,0.0027257758048208,0.0448522904651849,-0.0189319402283016
-35.0,0.0,-5.0,-0.0265588490486604,0.0213671214167716,0.219506754330534,0.000812479200932784,0.00433078945981771,-0.01143723257679
-35.0,0.0,0.0,-0.0407125849479064,0.00261189586458062,-0.110876070288683,0.000403909309492481,-0.0425213135389614,-0.00138049249454993
-35.0,0.0,5.0,-0.0389249247910789,-0.014802950061277,-0.43995902419082,-0.00067233613153935,-0.0894383566470193,0.00794539761760534
-35.0,0.0,10.0,-0.0200677735749743,-0.0286914394384443,-0.756950322688637,0.00040585647348249,-0.125732701207755,0.0154531665333789
-35.0,0.0,15.0,0.0195620164792735,-0.0469070348598022,-1.07495237142139,0.00170287148231581,-0.173042799395169,0.0252539829060847
-35.0,0.0,20.0,0.0848617951244469,-0.0673771963213215,-1.38822388988073,0.00388427125544313,-0.227698834878349,0.0362861292650191
-35.0,10.0,-20.0,0.128926635739449,-0.0147765047919915,1.1116591396715,0.00798341951721034,0.127839914452988,-0.0176315100449496
-35.0,10.0,-15.0,0.0571752910527793,-0.0315677562379906,0.79086156962435,0.00329601065362108,0.0579677688581941,-0.0100755919405683
-35.0,10.0,-10.0,0.00466220084501374,-0.038528792414624,0.481477218747773,-0.00151119504333591,0.0077030836130412,-0.00794948474418995
-35.0,10.0,-5.0,-0.0282924615761637,-0.0508349895913873,0.168364979806979,-0.0020886663942481,-0.0453695548409219,-0.0023342878641425
-35.0,10.0,0.0,-0.0415267971700758,-0.0667231665107049,-0.147682488168259,-9.25270931860503e-05,-0.0974896832198918,0.00591227919232258
-35.0,10.0,5.0,-0.0344230884018763,-0.0899669615588387,-0.463806926017252,0.0043573324228827,-0.154236381109649,0.0186325294560389
-35.0,10.0,10.0,-0.00661656743913609,-0.114841775291482,-0.782982960356607,0.00649088620480322,-0.217240005540736,0.0329290245658614
-35.0,10.0,15.0,0.0423545298336236,-0.137208368627573,-1.09096355136606,0.00821256518303741,-0.27178519741603,0.0464087848661843
-35.0,10.0,20.0,0.114193631608941,-0.163764882151174,-1.39899032895903,0.00909763981208061,-0.332966490916935,0.0621045394619543
-35.0,20.0,-20.0,0.116508804802572,-0.0900254858701448,1.0107234010023,0.00757342833073436,0.158724174684713,-0.00366352643179184
-35.0,20.0,-15.0,0.0530601507760794,-0.106928009468895,0.703968125586975,0.00131611334497335,0.0727678540335155,-0.000531042668913514
-35.0,20.0,-10.0,0.00212108758467864,-0.116067800936379,0.411288406025427,-0.00506935408680433,-7.27996910853533e-08,-0.000637505167819258
-35.0,20.0,-5.0,-0.0307211662312544,-0.130180786107331,0.114145951827444,-0.00658677160239339,-0.0792486278239918,0.00383839296124059
-35.0,20.0,0.0,-0.0406951474546991,-0.152004533225172,-0.190392794415723,-0.00305438759148717,-0.16528443607478,0.0147793488546879
-35.0,20.0,5.0,-0.0266917821259333,-0.173939404602137,-0.488824134207628,0.00199124321305083,-0.244841622800395,0.0279899679370763
-35.0,20.0,10.0,0.009176205380621,-0.19707722071857,-0.781991929022724,0.00599421441298368,-0.323524420686289,0.0437271382069682
-35.0,20.0,15.0,0.0623333175142403,-0.219113017849818,-1.06726907865366,0.00986384295806923,-0.392454439879772,0.0607004724011284
-35.0,20.0,20.0,0.130391090228548,-0.244298088342789,-1.3611950622427,0.0123149857773073,-0.465856501461304,0.0805383219953868
-30.0,-20.0,-20.0,0.139120521621237,0.221048129132075,1.19139963539707,-0.00321727897181819,0.407176920090212,-0.0663889953295616
-30.0,-20.0,-15.0,0.0733033939873357,0.207199663825477,0.895620674744153,-0.00742254761862855,0.338235038829328,-0.0521917370421106
-30.0,-20.0,-10.0,0.0177984800418456,0.191822841184675,0.598699336057241,-0.0102023077839108,0.258664694492359,-0.0388299699684096
-30.0,-20.0,-5.0,-0.0209476318458313,0.176015750182886,0.297866997744231,-0.0137052284328992,0.173927427192609,-0.0272436750286621
-30.0,-20.0,0.0,-0.0381022356562445,0.162323928822476,-0.00538559218740627,-0.0187644274654876,0.0884803159527167,-0.0188516824962944
-30.0,-20.0,5.0,-0.0312155615200302,0.14770126077072,-0.310770315645867,-0.0227034765166734,-0.00359302911185562,-0.0123947727629321
-30.0,-20.0,10.0,-0.00329099226343822,0.14195748028541,-0.581808797162115,-0.0160463832782498,-0.0513472708567826,-0.012707716663832
-30.0,-20.0,15.0,0.0442967450421227,0.130348117515647,-0.865410738861676,-0.00945603852184601,-0.120435723627174,-0.0116054965094037
-30.0,-20.0,20.0,0.105307347099903,0.108946566237515,-1.17690960121867,-0.00627805240258197,-0.223572534511336,-0.00593838005553364
-30.0,-10.0,-20.0,0.142863313872293,0.147854653029473,1.21257526329688,0.00342704675172527,0.267277202139229,-0.054703131134182
-30.0,-10.0,-15.0,0.0683927627994423,0.128490667030881,0.897717762990156,0.00125243716511801,0.204823367938633,-0.0421493772618207
-30.0,-10.0,-10.0,0.0125528571688238,0.109743936064999,0.579921670097426,-0.000107521045431553,0.142690092742025,-0.0301177134830565
-30.0,-10.0,-5.0,-0.0239286502234975,0.0904357972774849,0.256955641057223,-0.00212269718235378,0.0782177904145902,-0.0185406198830982
-30.0,-10.0,0.0,-0.0403551186861843,0.0783854507123608,-0.0580718722624207,-0.00507276675449003,0.0289248699735382,-0.0117065821813092
-30.0,-10.0,5.0,-0.037254023068356,0.068383825024862,-0.365475821179522,-0.00726254039674019,-0.0186813920581388,-0.00652031493690171
-30.0,-10.0,10.0,-0.013290682432021,0.0575925006303607,-0.673531621682984,-0.00722728830484441,-0.0700552668143373,-0.00179110008877571
-30.0,-10.0,15.0,0.0321849387711497,0.042997559516754,-0.988394575891905,-0.00521038242349809,-0.134977928800745,0.00457024099436446
-30.0,-10.0,20.0,0.100402866166544,0.0270031425445353,-1.30559017379398,-0.00183004748410155,-0.209429175433169,0.0117969598608493
-30.0,0.0,-20.0,0.124613114322093,0.0660676146974268,1.20436836546715,0.00624947564330117,0.17126385687306,-0.0363612208159253
-30.0,0.0,-15.0,0.0533561800687976,0.0494604350080922,0.879526151089436,0.00347878369410183,0.110101890704546,-0.0269157431079383
-30.0,0.0,-10.0,0.00391753138892307,0.0329556545318973,0.550292759845178,0.00214739381254536,0.0543940029112671,-0.0177724515224791
-30.0,0.0,-5.0,-0.0264860243564575,0.019324791776935,0.222770382681577,0.000747908259675828,0.00874797395467114,-0.0103409088149925
-30.0,0.0,0.0,-0.0407103740687766,0.0023574301631337,-0.110385496068572,0.000409237722242995,-0.0418430175130399,-0.0012495752816253
-30.0,0.0,5.0,-0.0389901947873133,-0.0118221590435201,-0.438392782368535,-0.000157525001232209,-0.0874408044622111,0.00638914464756494
-30.0,0.0,10.0,-0.0200282737919065,-0.0261593869279536,-0.761193577785802,0.000580039334384269,-0.131249095141766,0.0140737596219935
-30.0,0.0,15.0,0.0197870805862305,-0.0425644838895686,-1.08105503598618,0.00205540628157931,-0.180985072547934,0.0229427473354315
-30.0,0.0,20.0,0.0855922671703888,-0.0618045354144582,-1.39819128822618,0.00411165106065832,-0.240925782818712,0.0333722454545943
-30.0,10.0,-20.0,0.130025124427126,-0.0139945582051761,1.12684409997969,0.00792866060207264,0.148559580437528,-0.0182502020981166
-30.0,10.0,-15.0,0.0577917362180531,-0.0289552376266805,0.803001667029223,0.00360320002966769,0.0743051382043841,-0.0115121564666843
-30.0,10.0,-10.0,0.00488917341751016,-0.0375476164533884,0.488150206123518,-0.000641589246211806,0.0170569033974316,-0.00856736724115049
-30.0,10.0,-5.0,-0.0284430425481393,-0.04615001356487,0.175947984860358,-0.00167786951667552,-0.0348490025676816,-0.00493744152828051
-30.0,10.0,0.0,-0.0418528644159048,-0.0603842247223612,-0.142002102228802,0.000719226316567466,-0.0898249626376941,0.00256857355920141
-30.0,10.0,5.0,-0.0352362976468868,-0.0794704998330683,-0.45812464165296,0.00449437617216331,-0.146514356801169,0.0130348870622124
-30.0,10.0,10.0,-0.00762499328852798,-0.101998366251541,-0.77936538533285,0.00685195824562063,-0.212305348922474,0.0261482150934657
-30.0,10.0,15.0,0.0412539967032668,-0.122526804782957,-1.08909165833104,0.0088061791909148,-0.26894715473421,0.0386735453856329
-30.0,10.0,20.0,0.113644183875399,-0.148360624003914,-1.40311227057268,0.00898353410652282,-0.338638109916568,0.0540062796966422
-30.0,20.0,-20.0,0.117499178530137,-0.0844612738413485,1.02913844842022,0.0093760230017554,0.183262907301357,-0.00675186250808798
-30.0,20.0,-15.0,0.0535524254040286,-0.100357625779822,0.718429182151915,0.00351654475691289,0.0919821932419084,-0.00396009630366681
-30.0,20.0,-10.0,0.00216667132498942,-0.107403119806468,0.425073449081442,-0.00328381225329131,0.018879543316379,-0.00513214628147749
-30.0,20.0,-5.0,-0.0313301852039403,-0.116232386679509,0.130556029127006,-0.00593500984013459,-0.0562941638701303,-0.00351669890617793
-30.0,20.0,0.0,-0.0424812806181826,-0.134224490128004,-0.174746474161253,-0.00261709363795359,-0.143581423578839,0.00531911689118485
-30.0,20.0,5.0,-0.0294350566056017,-0.153636556457805,-0.474638949178154,0.00254106713540733,-0.225379136523525,0.0171911262283076
-30.0,20.0,10.0,0.00560610172200936,-0.174148544064767,-0.768460668210807,0.00686293225643256,-0.305116068463789,0.0315896154614785
-30.0,20.0,15.0,0.058131951992039,-0.193786743858596,-1.05307370480975,0.0117602716172436,-0.372498190239172,0.0473483102987601
-30.0,20.0,20.0,0.12789352352974,-0.220634178156682,-1.36167264612266,0.0114113798255955,-0.467830288385064,0.0679388198584575
-25.0,-20.0,-20.0,0.134983082428956,0.194674822943488,1.18206808391206,-0.00338332856356844,0.393054960016366,-0.0519608835965738
-25.0,-20.0,-15.0,0.0690433762049388,0.182842449612279,0.884094604709306,-0.00723626882034576,0.32096282977579,-0.0391542790751401
-25.0,-20.0,-10.0,0.0147601723578008,0.171418259422109,0.588749895732629,-0.0103795479116357,0.243905861639716,-0.0279598745572867
-25.0,-20.0,-5.0,-0.0231340340290175,0.158958564245091,0.287925695416142,-0.0138980958250302,0.159091183216213,-0.0182181079161161
-25.0,-20.0,0.0,-0.0391940423531527,0.148049746955076,-0.0159692230679047,-0.0182774428025495,0.0730941548135977,-0.011593351115297
-25.0,-20.0,5.0,-0.0325427074812108,0.138055941256218,-0.312126394347059,-0.0193129179929072,-0.00460779491019879,-0.00757363364739942
-25.0,-20.0,10.0,-0.00380997285121443,0.132076171135148,-0.58434093870886,-0.012522800533743,-0.0541104793650368,-0.007770454473781
-25.0,-20.0,15.0,0.0437257160391863,0.117211722709072,-0.883457340130661,-0.00896233736531686,-0.145775906399576,-0.00456002920638521
-25.0,-20.0,20.0,0.105717181676606,0.0990877809323274,-1.1965603159494,-0.00494541200041983,-0.250289190498904,-0.000755239789679606
-25.0,-10.0,-20.0,0.141591624068646,0.130362345532205,1.21311538062921,0.00245897924079951,0.267947117041898,-0.0450956769082556
-25.0,-10.0,-15.0,0.0670993655825469,0.113199444953696,0.896284989618694,0.000700918253455421,0.202636458617107,-0.0338552913676253
-25.0,-10.0,-10.0,0.0116542703755469,0.0975045143326488,0.578034502576795,-0.000576117042924637,0.13997810543723,-0.0235165494631055
-25.0,-10.0,-5.0,-0.0244935554960754,0.0818911921476938,0.254867447519117,-0.0026563204968593,0.0752734569174666,-0.013893431228282
-25.0,-10.0,0.0,-0.0408872495642722,0.07130616917672,-0.0603286208723438,-0.00486427693458096,0.0255010774878317,-0.00783975639826588
-25.0,-10.0,5.0,-0.0375013395087314,0.0627824105434381,-0.368657285567096,-0.00680972608963756,-0.023529794002194,-0.00351686570497476
