# Aircraft: RC BIRE
# Date Generated: 2025-04-30 15:19:15
# Ventral Fins: False
# BIRE Angle Range: -45 to 45 deg
# Reference Area (ft^2): 2.98
# Longitudinal Reference Length (ft): 1.097
# Lateral Reference Length (ft): 3
parameter,independent_variables,3
parameter,coordinate_system,body

BIRE[deg],rbar,alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
-45.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
-45.0,0.002379994434537722,-20.0,0.0001300837215049977,0.0001811608291645006,0.0007580478844400051,-0.0010239374370208405,0.000996450642513011,-0.00013390080902739993
-45.0,0.002379994434537722,-15.0,9.531865942789819e-05,0.0003072110127601002,0.0007223394458369947,-0.0008449948484877904,0.0009694168605312997,-0.00022389923999580064
-45.0,0.002379994434537722,-10.0,7.174002046124017e-05,0.0005046760944397016,0.0007670688384310287,-0.0005975709246004201,0.001051812709103199,-0.0003529714171869973
-45.0,0.002379994434537722,-5.0,4.252951164230093e-05,0.0006220312683136997,0.0007803456261739894,-0.000276138694363234,0.0010767328202419702,-0.00043127639562829875
-45.0,0.002379994434537722,0.0,5.53614953510001e-06,0.0006354605851807797,0.000773431060945004,9.671299246076303e-05,0.001067008350998204,-0.00044363341805236
-45.0,0.002379994434537722,5.0,-3.277728916700057e-05,0.0006480892407548025,0.0008523251114630481,0.00046706786200609405,0.0011761407300087123,-0.0004390823687214305
-45.0,0.002379994434537722,10.0,-6.436568906240114e-05,0.0005939537207080015,0.0008970046519730657,0.0007774702582443499,0.0012317589261620077,-0.00039021618345919974
-45.0,0.002379994434537722,15.0,-0.00018187684973140078,0.0007512358342258996,0.0014371458734399045,0.0011407080268441598,0.002030887374466994,-0.00044341430629329937
-45.0,0.002379994434537722,20.0,-0.0001530059873552092,0.0004102765175656997,0.0011047186376700324,0.0011907725072618299,0.001510208907419014,-0.0002446096822616983
-45.0,0.004759988869075444,-20.0,0.0002616833139119923,0.0003525190128694927,0.0015199796372500352,-0.0020453125525910203,0.0019844835416580053,-0.00026197651311130055
-45.0,0.004759988869075444,-15.0,0.00019233807923210028,0.0006156450058367041,0.0014534612224480492,-0.0016914733916906996,0.0019421668037551965,-0.0004484137424922985
-45.0,0.004759988869075444,-10.0,0.00014518453907765017,0.0010124688007129984,0.0015413433868890491,-0.00119726995886408,0.0021082362429377006,-0.0007075373894134991
-45.0,0.004759988869075444,-5.0,8.647912913689951e-05,0.0012474520631858,0.0015647482279259883,-0.000554313378873823,0.0021572627950249097,-0.0008642480784337991
-45.0,0.004759988869075444,0.0,1.2241649556397893e-05,0.0012727837762878894,0.0015451434992430069,0.00019163517781722005,0.002134603813326301,-0.0008881844417496
-45.0,0.004759988869075444,5.0,-6.40331125848978e-05,0.0012956433385948006,0.0016965371141910435,0.0009320364704019057,0.002347110451080811,-0.0008778764977834703
-45.0,0.004759988869075444,10.0,-0.00012591576956159922,0.0011816636333170996,0.0017728440144370028,0.00155073723146193,0.0024434830276250097,-0.0007771278552672987
-45.0,0.004759988869075444,15.0,-0.0003889948846525007,0.0017452909175814033,0.0032433807809000292,0.00238178660342104,0.004633583771290001,-0.0010190278198628014
-45.0,0.004759988869075444,20.0,-0.0003029319182202006,0.000819648056717609,0.002191761655140123,0.00237947760129823,0.003010603705722009,-0.0004887201665019006
-45.0,0.007139983303613166,-20.0,0.0003983184254239963,0.0005290626730448944,0.002299699231310015,-0.0030693078464140208,0.0029869979267670155,-0.0003924031276357001
-45.0,0.007139983303613166,-15.0,0.000291149358985103,0.0009258979010274004,0.002193914571189004,-0.00253959061507008,0.0029190762315115942,-0.0006738628566430975
-45.0,0.007139983303613166,-10.0,0.00022034822624318997,0.0015234531151123026,0.0023229184211059906,-0.00179910608898,0.0031694169335617986,-0.0010637346187183996
-45.0,0.007139983303613166,-5.0,0.0001318601947842002,0.0018762862648053005,0.002353253915293979,-0.000834526837858766,0.00324166638995111,-0.0012989257361893988
-45.0,0.007139983303613166,0.0,2.013354336630191e-05,0.0019120265781562102,0.002315387820296,0.000284760770896578,0.0032028435925294044,-0.00133368119066697
-45.0,0.007139983303613166,5.0,-9.375703041599598e-05,0.0019423126673881012,0.002532159835202996,0.001394831752782289,0.0035123100200948054,-0.0013162058858478508
-45.0,0.007139983303613166,10.0,-0.00018475515685130103,0.0017633429166478004,0.0026279289229620417,0.00231987788054731,0.0036357813446248055,-0.0011608386890553987
-45.0,0.007139983303613166,15.0,-0.0005889921394665008,0.002820397684538102,0.005145784141850074,0.00365172719815339,0.007392074623948003,-0.0016411483674712013
-45.0,0.007139983303613166,20.0,-0.00044979104839419637,0.0012281785047079108,0.0032612011501200744,0.0035661135052367098,0.004501292425136,-0.0007323627367369009
-45.0,0.009519977738150888,-20.0,0.0005453822789949908,0.0007397325775399949,0.003122404055839967,-0.004105754440419561,0.004045261740719008,-0.0005411782798850004
-45.0,0.009519977738150888,-15.0,0.00039188486436889797,0.0012388175454881994,0.0029444696954239458,-0.00338957201011825,0.0039013050491476936,-0.0009007010975962994
-45.0,0.009519977738150888,-10.0,0.0002972461547474702,0.0020377054507692977,0.0031118900230899804,-0.002403088532120855,0.004235502942189499,-0.001421600519395598
-45.0,0.009519977738150888,-5.0,0.00017868464753209926,0.002508572284695299,0.0031459238391080002,-0.001116784146114656,0.0043300360435642,-0.0017353274795986993
-45.0,0.009519977738150888,0.0,2.872825543009938e-05,0.0025527524796421803,0.00307540306928801,0.00037617705731561905,0.004273300112417,-0.0017798938674091702
-45.0,0.009519977738150888,5.0,-0.00012195093157769954,0.002588126924811201,0.003359232380531041,0.001855451075741203,0.004671817303768311,-0.0017540842031640805
-45.0,0.009519977738150888,10.0,-0.00024098454181319812,0.002339337666549701,0.0034628669516120203,0.00308500390124923,0.004809530691991207,-0.0015415214408115996
-45.0,0.009519977738150888,15.0,-0.0007691452296304004,0.003877463961271803,0.006986530233890065,0.0049085072611182905,0.010067260125416005,-0.0022561084245429006
-45.0,0.009519977738150888,20.0,-0.0005935963912094,0.0016359317994051048,0.00431310937140994,0.00475067865044672,0.005982383653305001,-0.0009755687046454006
-40.0,-0.009519977738150888,-20.0,-0.000546007498369,0.0007732810081928915,-0.0020544282475800646,0.003809850314979501,-0.002596190337596005,-0.00034586862418080344
-40.0,-0.009519977738150888,-15.0,-0.0003581427046720001,-0.0008169943079577024,-0.0027737876271949347,0.0034582164401304304,-0.0038263888382285977,0.0006661012590208001
-40.0,-0.009519977738150888,-10.0,-0.0003366035253116401,-0.006672533905716798,-0.0019067127279159823,0.00290090388878661,-0.0026853779414479015,0.0037954160781165994
-40.0,-0.009519977738150888,-5.0,-0.00015305415918839826,-0.001959160700166298,-0.003027544454275999,0.001123797613898173,-0.0041981869856743004,0.0014401549931121003
-40.0,-0.009519977738150888,0.0,-1.2237946192497628e-05,-0.002016983376381117,-0.0030653171634749954,-0.00038898019583467804,-0.004193919613446,0.0014935768763332728
-40.0,-0.009519977738150888,5.0,0.0001629677032764995,-0.0025749671542639983,-0.004356714054524979,-0.0020123005786858413,-0.0058798022360617985,0.001729108428877189
-40.0,-0.009519977738150888,10.0,0.00027897686449680076,-0.0018620464018565992,-0.0038443631047500038,-0.00318103163623755,-0.00517621133240799,0.001285374606544801
-40.0,-0.009519977738150888,15.0,0.0004412519726666002,-0.001313582707372099,-0.003960728788620083,-0.00412095524613826,-0.005253637283836016,0.0008884987607451003
-40.0,-0.009519977738150888,20.0,0.0006256829800413005,-0.0008368343861743094,-0.004436871832520062,-0.00478501458579574,-0.0058870579233130105,0.0005545651980077004
-40.0,-0.007139983303613166,-20.0,-0.0005825863408150111,-0.0005847927513432105,-0.002705383185080068,0.0033066005581476998,-0.003840134447224003,0.0003976126453198933
-40.0,-0.007139983303613166,-15.0,-0.0002708652262616018,-0.0006159120768439996,-0.002094962064139949,0.0025961837437362602,-0.0028768733090644982,0.0005011440176008013
-40.0,-0.007139983303613166,-10.0,-0.0007622829122784702,-0.010881809107444896,-0.011726541859060968,0.00427285835917915,-0.016306616901485802,0.006087721162496099
-40.0,-0.007139983303613166,-5.0,-0.00011657097072850092,-0.0014738949234443972,-0.0022770013051620075,0.0008457546528403129,-0.00315463222618882,0.0010823561719671988
-40.0,-0.007139983303613166,0.0,-1.02900531213021e-05,-0.00151543635702393,-0.002291578667791991,-0.000289096524908148,-0.003147795795560397,0.001121512703347978
-40.0,-0.007139983303613166,5.0,0.00012363675415160563,-0.0020125557251218992,-0.003391066036993018,-0.0015240972054052812,-0.004579360378743597,0.0013375649884217484
-40.0,-0.007139983303613166,10.0,0.00021047086441440196,-0.0014297770523891973,-0.002929943420340919,-0.00239526572690796,-0.003962317938422999,0.000981309819850099
-40.0,-0.007139983303613166,15.0,0.0003360539775658991,-0.0010328194404847987,-0.0030430526093800925,-0.0031134931106780997,-0.004074939742156003,0.0006920240087416006
-40.0,-0.007139983303613166,20.0,0.00046538592449620053,-0.0006275109129363077,-0.003302624115680164,-0.003586090252034886,-0.00440277363467001,0.0004158353288537947
-40.0,-0.004759988869075444,-20.0,-0.0004678644919850067,-0.0010181694524197121,-0.002419096618970107,0.002444726181559321,-0.0035541774427109984,0.0006220301226729993
-40.0,-0.004759988869075444,-15.0,-0.00018207821776640432,-0.0004126868576643031,-0.0014063742550219915,0.0017324552962381095,-0.001922617254560402,0.00033512347127090045
-40.0,-0.004759988869075444,-10.0,-0.0006831161458487,-0.010151186988805096,-0.010561853079151917,0.0034892960180221803,-0.014702477970795703,0.0055568486447955
-40.0,-0.004759988869075444,-5.0,-7.890367322480052e-05,-0.000985491894650397,-0.0015221169005250057,0.0005657532610977731,-0.00210695216180938,0.0007230013504520988
-40.0,-0.004759988869075444,0.0,-7.811994498799213e-06,-0.00101232470664498,-0.0015266009864379898,-0.000190954305061454,-0.002099581985860001,0.000748682984069296
-40.0,-0.004759988869075444,5.0,8.26472648101026e-05,-0.0013816868132086983,-0.002318910318287015,-0.001022754702901911,-0.003134313696900898,0.000911763324544259
-40.0,-0.004759988869075444,10.0,0.00014152593248940165,-0.000979230706656599,-0.001991844760568018,-0.00160466117842117,-0.0027054439165139915,0.0006677654063327997
-40.0,-0.004759988869075444,15.0,0.00022368860411040026,-0.0007117636073201011,-0.0020564792890400696,-0.002085479870873652,-0.002774537472226002,0.00047427361022880227
-40.0,-0.004759988869075444,20.0,0.0003076774491476003,-0.00041830083083881087,-0.0021851072303500363,-0.00238894387769098,-0.002926900541041999,0.0002771830410971954
-40.0,-0.002379994434537722,-20.0,-0.00027045059328,-0.0007980643965694034,-0.0014904015695800243,0.0013325303185239609,-0.0022314940298110153,0.0004750349935798981
-40.0,-0.002379994434537722,-15.0,-9.177492392020009e-05,-0.00020727867916189857,-0.0007079566423819905,0.0008670259714124596,-0.000963514332306889,0.00016801900844450046
-40.0,-0.002379994434537722,-10.0,-0.00024975029558739004,-0.0024490251853832995,-0.0028136488220569245,0.0011237191238051402,-0.003932758511856205,0.0013786264209465979
-40.0,-0.002379994434537722,-5.0,-4.0047322739700936e-05,-0.0004941129861968999,-0.000763040156261996,0.00028382103146241293,-0.0010553154314758301,0.0003621743861458998
-40.0,-0.002379994434537722,0.0,-4.385867122501386e-06,-0.0005071939153906699,-0.0007627877856449944,-9.458691939434502e-05,-0.0010503416732726978,0.00037485246727357005
-40.0,-0.002379994434537722,5.0,4.0211404846501875e-05,-0.0006836254733229991,-0.001142969830737972,-0.000508662192886401,-0.0015482704754292004,0.00045230200493570974
-40.0,-0.002379994434537722,10.0,7.159333518350075e-05,-0.0005049253307848993,-0.0010195855433430268,-0.000807121652380034,-0.0013908415507279948,0.00034186546473849964
-40.0,-0.002379994434537722,15.0,0.00010846192422109963,-0.00035835329722099657,-0.001021479348509935,-0.0010421722357107739,-0.0013841770553890131,0.00023897141103210173
-40.0,-0.002379994434537722,20.0,0.00015255096093079457,-0.00020914887640539892,-0.0010842546623401894,-0.0011935792382419203,-0.001459341689642013,0.000138580494584796
-40.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
-40.0,0.002379994434537722,-20.0,0.0006534217996310016,0.0037613975499058983,0.004348299593059934,-0.0024664255325438193,0.006942473992524983,-0.0021533603225816003
-40.0,0.002379994434537722,-15.0,9.314879202750037e-05,0.00020849087567989533,0.0007168513932170884,-0.0008684106803292305,0.000966954722147001,-0.0001685782519613016
-40.0,0.002379994434537722,-10.0,5.909943235898971e-05,0.00015421032250450412,0.0005420518371870298,-0.0005631412423250299,0.0007400145317231002,-0.00016796787439440214
-40.0,0.002379994434537722,-5.0,4.123618925220077e-05,0.0004965052320840997,0.000766674216078983,-0.000285649804421756,0.001058580085852439,-0.0003633463372866002
-40.0,0.002379994434537722,0.0,5.392444268496888e-06,0.0005093368074575899,0.0007625417584950084,9.279561463638097e-05,0.0010514221849532018,-0.00037591422229741006
-40.0,0.002379994434537722,5.0,-3.266848215259521e-05,0.0005442595492061008,0.0009019733170420041,0.000475616571352852,0.001238690153985908,-0.00038258003702609095
-40.0,0.002379994434537722,10.0,-7.4062936032699e-05,0.000544004406960702,0.001083176452057022,0.0008199934428508898,0.0014899281842220002,-0.00036229751129670043
-40.0,0.002379994434537722,15.0,-8.223824950739922e-05,0.0003009868845629052,0.0008717073416100174,0.00100457907844219,0.0011664605757409907,-0.0002106050831457984
-40.0,0.002379994434537722,20.0,-0.00014998176072350544,0.00020920063403719047,0.001067723058399972,0.0011917902776215497,0.0014512217240320036,-0.000138585981149901
-40.0,0.004759988869075444,-20.0,0.025333780612781992,0.2376978983022451,0.2224691741687499,-0.09277591858737161,0.37079690822294603,-0.1355613948421482
-40.0,0.004759988869075444,-15.0,0.00018752173395819582,0.0004172065337453984,0.0014416168968219845,-0.0017378916125197902,0.0019358683064151089,-0.00033718393072749986
-40.0,0.004759988869075444,-10.0,8.787155850507964e-05,8.767504792630415e-05,0.0008509026399979858,-0.0010668658994958799,0.0011437439555292,-0.00021807336239080058
-40.0,0.004759988869075444,-5.0,8.365379459170097e-05,0.0009949353170808015,0.001536525753574991,-0.0005730457212627981,0.00211983989494733,-0.0007276255106194
-40.0,0.004759988869075444,0.0,1.1742051985501323e-05,0.0010207980708772002,0.0015238566056180042,0.00018380214370257203,0.0021041694406609968,-0.0007528787361967399
-40.0,0.004759988869075444,5.0,-5.645505926119704e-05,0.0009066441866590006,0.0014929569982720103,0.000908919788232104,0.00207647372660881,-0.0006740650924056506
-40.0,0.004759988869075444,10.0,-0.00015152374518710016,0.0011373075090299022,0.00224954729788307,0.00165685376871478,0.0031064463672880044,-0.0007504477474627996
-40.0,0.004759988869075444,15.0,-9.871288632199923e-05,0.0004184065006105006,0.001318331557460084,0.0018977640517362,0.0016863929883060014,-0.0003280723588494974
-40.0,0.004759988869075444,20.0,-0.00029740051612051066,0.00041850764729389756,0.0021189806976498193,0.00238178813986424,0.002894420782421997,-0.0002772048365502003
-40.0,0.007139983303613166,-20.0,0.022947629805905007,0.4251902032715761,0.3784028038941001,-0.1621102774742726,0.6212569540885631,-0.2468955004146532
-40.0,0.007139983303613166,-15.0,0.00028292195538179993,0.0006248613208207979,0.002173012942485064,-0.0026080357418253905,0.0029047987074191095,-0.0005051255703653994
-40.0,0.007139983303613166,-10.0,0.00012906287125496975,0.00017536795901550162,0.0013136091025680585,-0.0016079903297935398,0.0017575012542789953,-0.00034883917517669963
-40.0,0.007139983303613166,-5.0,0.0001272382981680996,0.0014946630970415,0.0023089354982699928,-0.0008620762536354904,0.00318297667062421,-0.001092517478784501
-40.0,0.007139983303613166,0.0,1.9069923691598933e-05,0.0015344369991061205,0.002284251396812001,0.00027301307427733093,0.0031582924223408984,-0.00113091943667717
-40.0,0.007139983303613166,5.0,-7.516613824459784e-05,0.001164894926655901,0.0019030230707849927,0.001317214724709011,0.002683434249291211,-0.0009133200897052012
-40.0,0.007139983303613166,10.0,-0.00023334203336779907,0.0017919191531514007,0.0035219360772340558,0.00251527992738554,0.004881509969798012,-0.001170863324729
-40.0,0.007139983303613166,15.0,2.151624422629811e-05,0.00012437206433330017,0.0008457408017399359,0.0025460259647319904,0.0007816048383999796,-0.000235852525586
-40.0,0.007139983303613166,20.0,-0.00044226232926790343,0.0006279754471976984,0.003153838978779966,0.0035699902343878697,0.004329694566901993,-0.0004158838030902043
-40.0,0.009519977738150888,-20.0,0.0025504404681059856,0.0196848941487653,0.02124016197214007,-0.01157654039998261,0.034003707727842,-0.011362176635805403
-40.0,0.009519977738150888,-15.0,0.0003791151260384984,0.0008299233839478976,0.0029095097705280626,-0.0034783601984530203,0.003871429002061208,-0.0006715800917619016
-40.0,0.009519977738150888,-10.0,0.00018488772732660986,0.00041455771518110474,0.0019313662338090731,-0.002187498263325316,0.0025835848329935004,-0.0005592923662117999
-40.0,0.009519977738150888,-5.0,0.000171965749973,0.001994854591550601,0.0030830736346469934,-0.0011525925311459601,0.00424690533863931,-0.0014575974971273997
-40.0,0.009519977738150888,0.0,2.6887217884997983e-05,0.0020497839075905703,0.003034747121294007,0.00036051746458620694,0.0042152252703586,-0.0015097891938468898
-40.0,0.009519977738150888,5.0,-9.327801360159427e-05,0.001424183608639001,0.002307634154156024,0.0017238030033550791,0.003288883488276509,-0.0011530172887398507
-40.0,0.009519977738150888,10.0,-0.0003202983166058007,0.002521413342300001,0.0049256736370990595,0.0034005582581808995,0.0068504594567000004,-0.0016308663503232998
-40.0,0.009519977738150888,15.0,0.000307786265818899,-0.0008826015631129003,-0.0010810906738201176,0.0027923391712459202,-0.0024110553039730087,0.0002323513714779027
-40.0,0.009519977738150888,20.0,-0.0005845731318966096,0.0008376582268818933,0.00417236383249997,0.004756393309033749,0.005757140549074002,-0.0005546499668944022
-35.0,-0.009519977738150888,-20.0,-0.0005514186189500003,-0.00039475874094030416,-0.003398317878340107,0.00454014163809772,-0.004857345976231997,0.00035565045073229773
-35.0,-0.009519977738150888,-15.0,-0.0004988120024466969,-0.0011077712962663036,-0.003562721810596914,0.003804777576919569,-0.005070109906921902,0.0008089283720824
-35.0,-0.009519977738150888,-10.0,-0.00024121054306775,-0.001030608291264501,-0.002762504357383011,0.00247820639924353,-0.003847005547774701,0.0008705104951783026
-35.0,-0.009519977738150888,-5.0,-0.00014336490332119908,-0.0014492055140076995,-0.0028454391784839828,0.0011543190246243963,-0.003950294648000961,0.0011648652350982995
-35.0,-0.009519977738150888,0.0,-1.2999451319800626e-05,-0.0015242685681640202,-0.002918889639316996,-0.0003733465989873522,-0.003990749275547302,0.001229032193966938
-35.0,-0.009519977738150888,5.0,0.00014049543518780683,-0.0016830920103402015,-0.0037209759835190037,-0.0019464253463424498,-0.005032160670469507,0.0012644017456864397
-35.0,-0.009519977738150888,10.0,0.011052689792931761,-0.23021116681276868,-0.519992503814343,-0.09983979403165799,-0.755884300619861,0.1187450472470951
-35.0,-0.009519977738150888,15.0,0.0007968287602925991,-0.009879108711004496,-0.027021560443039938,-0.01158927790630555,-0.043869744164278995,0.005952987361486899
-35.0,-0.009519977738150888,20.0,0.0005894434569257978,-5.9753157815201074e-05,-0.0041343795382100534,-0.004787922789160128,-0.005449586258732014,0.00014522919484190322
-35.0,-0.007139983303613166,-20.0,-0.0004164780416789915,-0.0002928585031563985,-0.0025633261194399903,0.0034043533317726204,-0.0036437676364219906,0.00026413447179950145
-35.0,-0.007139983303613166,-15.0,-0.000348954034184501,-0.0006437568341122052,-0.0024632864421259004,0.0027889525019942395,-0.0034688341657143906,0.000505018398549599
-35.0,-0.007139983303613166,-10.0,-0.00018269046407166012,-0.0007755403896121046,-0.0020820842659690086,0.0018611642939967603,-0.0028911469113772,0.0006540805014135023
-35.0,-0.007139983303613166,-5.0,-0.00010911771059190015,-0.0010943978758505002,-0.0021449674614159864,0.000869110053439496,-0.00297473346859175,0.0008773867746716003
-35.0,-0.007139983303613166,0.0,-1.056706871399582e-05,-0.0011461724031280702,-0.0021829140631200034,-0.000277468546506995,-0.0029965292727957005,0.000923244356428295
