# RCF16
parameter,independent_variables,3
parameter,coordinate_system,body
alpha[deg],beta[deg],elevator[deg],Cx,Cy,Cz,Cl,Cm,Cn
-10.0,-10.0,-5.0,-0.004963913818,0.002040155731,0.035532461257,-0.001764647867,0.047764828268,-0.001000364495
-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,-10.0,5.0,-0.003274034754,-0.001062419568,-0.034849651683,0.001752779248,-0.047127426908,0.00048974241
-10.0,-10.0,10.0,-0.010518016895,-0.001882528147,-0.068800567415,0.003502386849,-0.093161642015,0.00085878783
-10.0,-10.0,15.0,-0.020597078627,-0.002371036147,-0.098287399164,0.005072670074,-0.13325447743,0.001066274894
-10.0,0.0,-15.0,-0.027379230605,-0.0,0.102056707673,-0.0,0.137885648367,0.0
-10.0,0.0,-10.0,-0.015004156803,-0.0,0.070446452273,0.0,0.095323334924,0.0
-10.0,0.0,-5.0,-0.005419541807,-0.0,0.035146130894,0.0,0.047633951624,0.0
-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,0.0,5.0,-0.002903236644,-0.0,-0.034440036224,0.0,-0.046964878529,0.0
-10.0,0.0,10.0,-0.009797024012,0.0,-0.067971338653,0.0,-0.092823000494,-0.0
-10.0,0.0,15.0,-0.019583377304,0.0,-0.097078834613,0.0,-0.132753670273,-0.0
-10.0,10.0,-15.0,-0.025977592909,-0.006668833903,0.103115643954,0.005186573567,0.138180008103,0.003278791762
-10.0,10.0,-10.0,-0.014065129001,-0.004342441505,0.071198670554,0.003555515334,0.095556131175,0.0021319756
-10.0,10.0,-5.0,-0.004963913818,-0.002040155731,0.035532461257,0.001764647867,0.047764828268,0.001000364495
-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,10.0,5.0,-0.003274034754,0.001062419568,-0.034849651683,-0.001752779248,-0.047127426908,-0.00048974241
-10.0,10.0,10.0,-0.010518016895,0.001882528147,-0.068800567415,-0.003502386849,-0.093161642015,-0.00085878783
-10.0,10.0,15.0,-0.020597078627,0.002371036147,-0.098287399164,-0.005072670074,-0.13325447743,-0.001066274894
-10.0,20.0,-15.0,-0.019407410314,-0.016824747106,0.104500094641,0.011333169032,0.132932368038,0.009524833566
-10.0,20.0,-10.0,-0.009603881148,-0.011042240877,0.072239987031,0.007763199938,0.092044384376,0.006269952302
-10.0,20.0,-5.0,-0.002767728649,-0.005230150073,0.036095993966,0.003849794799,0.046065233103,0.002980541789
-10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,20.0,5.0,-0.005199216337,0.003123558672,-0.035503966734,-0.003805993018,-0.045534962851,-0.001833628967
-10.0,20.0,10.0,-0.014322459734,0.005695224878,-0.07015633771,-0.007597551385,-0.090028529063,-0.003376944333
-10.0,20.0,15.0,-0.026033692628,0.007443536373,-0.100294840922,-0.010994160333,-0.128759986157,-0.004466427402
-5.0,-20.0,-15.0,-0.019647559558,0.012277199627,0.115676944553,-0.007061460521,0.15234011889,-0.006923231423
-5.0,-20.0,-10.0,-0.009814392822,0.008038452052,0.080315193273,-0.004803968757,0.10597312046,-0.004545928737
-5.0,-20.0,-5.0,-0.002905402582,0.003793067901,0.040331648263,-0.002364882075,0.053321149209,-0.002149887585
-5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,-20.0,5.0,-0.005386244997,-0.002593270604,-0.040325633446,0.002300306151,-0.053674968871,0.001601901002
-5.0,-20.0,10.0,-0.014701717715,-0.004789488581,-0.080225175959,0.004570410058,-0.106937134845,0.002990993696
-5.0,-20.0,15.0,-0.026614475543,-0.006385947487,-0.115451317818,0.006586843076,-0.154096307699,0.004043206324
-5.0,-10.0,-15.0,-0.025003713015,0.005975806081,0.101316775221,-0.004848922072,0.136163573489,-0.003002225447
-5.0,-10.0,-10.0,-0.013447875558,0.003904237163,0.070340024376,-0.003316479781,0.094714283354,-0.001958279992
-5.0,-10.0,-5.0,-0.004684001768,0.001840088583,0.03531730798,-0.001641785381,0.047651344023,-0.000921191365
-5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,-10.0,5.0,-0.003559661752,-0.001132632312,-0.035165028337,0.001623099716,-0.047772783595,0.00055438784
-5.0,-10.0,10.0,-0.011116346962,-0.002069269383,-0.069875118799,0.003235249849,-0.095091170053,0.00101010908
-5.0,-10.0,15.0,-0.02150567663,-0.002718818966,-0.100429359774,0.004675130364,-0.136891203159,0.001323400505
-5.0,0.0,-15.0,-0.025837299388,-0.0,0.098880571274,0.0,0.133593775067,0.0
-5.0,0.0,-10.0,-0.013993898556,0.0,0.068637160348,0.0,0.092911217351,0.0
-5.0,0.0,-5.0,-0.004940909387,-0.0,0.034456025574,0.0,0.046736138097,0.0
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,0.0,5.0,-0.003341917053,-0.0,-0.034257489074,0.0,-0.046796618499,-0.0
-5.0,0.0,10.0,-0.010710021287,-0.0,-0.06804588454,0.0,-0.09312039162,0.0
-5.0,0.0,15.0,-0.020955859684,-0.0,-0.097762705432,0.0,-0.134014597654,0.0
-5.0,10.0,-15.0,-0.025003713015,-0.005975806081,0.101316775221,0.004848922072,0.136163573489,0.003002225447
-5.0,10.0,-10.0,-0.013447875558,-0.003904237163,0.070340024376,0.003316479781,0.094714283354,0.001958279992
-5.0,10.0,-5.0,-0.004684001768,-0.001840088583,0.03531730798,0.001641785381,0.047651344023,0.000921191365
-5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,10.0,5.0,-0.003559661752,0.001132632312,-0.035165028337,-0.001623099716,-0.047772783595,-0.00055438784
-5.0,10.0,10.0,-0.011116346962,0.002069269383,-0.069875118799,-0.003235249849,-0.095091170053,-0.00101010908
-5.0,10.0,15.0,-0.02150567663,0.002718818966,-0.100429359774,-0.004675130364,-0.136891203159,-0.001323400505
-5.0,20.0,-15.0,-0.019647559558,-0.012277199627,0.115676944553,0.007061460521,0.15234011889,0.006923231423
-5.0,20.0,-10.0,-0.009814392822,-0.008038452052,0.080315193273,0.004803968757,0.10597312046,0.004545928737
-5.0,20.0,-5.0,-0.002905402582,-0.003793067901,0.040331648263,0.002364882075,0.053321149209,0.002149887585
-5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,20.0,5.0,-0.005386244997,0.002593270604,-0.040325633446,-0.002300306151,-0.053674968871,-0.001601901002
-5.0,20.0,10.0,-0.014701717715,0.004789488581,-0.080225175959,-0.004570410058,-0.106937134845,-0.002990993696
-5.0,20.0,15.0,-0.026614475543,0.006385947487,-0.115451317818,-0.006586843076,-0.154096307699,-0.004043206324
0.0,-20.0,-15.0,-0.02183122483,0.0101398481,0.114802128844,-0.00645333292,0.15225982281,-0.005228932409
0.0,-20.0,-10.0,-0.011355326796,0.006594463768,0.080036700446,-0.004375940388,0.106386394211,-0.003391564247
0.0,-20.0,-5.0,-0.003692826982,0.00308775206,0.040377283859,-0.002145931518,0.053793804542,-0.001580657073
0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-20.0,5.0,-0.004686015361,-0.002095666235,-0.040739303156,0.002080116976,-0.054676939758,0.0011616188
0.0,-20.0,10.0,-0.013374469371,-0.003850842576,-0.081441243764,0.004118476033,-0.109503285947,0.002147615417
0.0,-20.0,15.0,-0.024800101068,-0.00511535236,-0.117719824892,0.005917499051,-0.158545670748,0.002879912002
0.0,-10.0,-15.0,-0.023995940197,0.0059924515,0.099369551501,-0.004702497548,0.133494129425,-0.003181913184
0.0,-10.0,-10.0,-0.01279285429,0.003928777114,0.06935930759,-0.003208402183,0.093395096898,-0.002088096625
0.0,-10.0,-5.0,-0.004376554698,0.001858703708,0.035030975143,-0.001583916937,0.047285608315,-0.000988879914
0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-10.0,5.0,-0.00387876442,-0.001239711209,-0.035346569507,0.001553652671,-0.048082509289,0.000668830084
0.0,-10.0,10.0,-0.011802857712,-0.002300732247,-0.07066006554,0.003088189015,-0.096320503059,0.001249829595
0.0,-10.0,15.0,-0.022569658723,-0.003082457756,-0.102118140551,0.004451177726,-0.139469580299,0.001687915284
0.0,0.0,-15.0,-0.023322511769,-0.0,0.096751511895,0.0,0.130462837728,0.0
0.0,0.0,-10.0,-0.012292849489,-0.0,0.067563081798,0.0,0.09131712946,0.0
0.0,0.0,-5.0,-0.004106996338,-0.0,0.034140217098,0.0,0.046256372669,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.0,-0.004168466879,0.0,-0.034482265177,0.0,-0.047091615924,-0.0
0.0,0.0,10.0,-0.012412009608,0.0,-0.068954654949,0.0,-0.094370977845,-0.0
0.0,0.0,15.0,-0.023489422882,0.0,-0.099681868105,-0.0,-0.136693157954,-0.0
0.0,10.0,-15.0,-0.023995940197,-0.0059924515,0.099369551501,0.004702497548,0.133494129425,0.003181913184
0.0,10.0,-10.0,-0.01279285429,-0.003928777114,0.06935930759,0.003208402183,0.093395096898,0.002088096625
0.0,10.0,-5.0,-0.004376554698,-0.001858703708,0.035030975143,0.001583916937,0.047285608315,0.000988879914
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,5.0,-0.00387876442,0.001239711209,-0.035346569507,-0.001553652671,-0.048082509289,-0.000668830084
0.0,10.0,10.0,-0.011802857712,0.002300732247,-0.07066006554,-0.003088189015,-0.096320503059,-0.001249829595
0.0,10.0,15.0,-0.022569658723,0.003082457756,-0.102118140551,-0.004451177726,-0.139469580299,-0.001687915284
0.0,20.0,-15.0,-0.02183122483,-0.0101398481,0.114802128844,0.00645333292,0.15225982281,0.005228932409
0.0,20.0,-10.0,-0.011355326796,-0.006594463768,0.080036700446,0.004375940388,0.106386394211,0.003391564247
0.0,20.0,-5.0,-0.003692826982,-0.00308775206,0.040377283859,0.002145931518,0.053793804542,0.001580657073
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,5.0,-0.004686015361,0.002095666235,-0.040739303156,-0.002080116976,-0.054676939758,-0.0011616188
0.0,20.0,10.0,-0.013374469371,0.003850842576,-0.081441243764,-0.004118476033,-0.109503285947,-0.002147615417
0.0,20.0,15.0,-0.024800101068,0.00511535236,-0.117719824892,-0.005917499051,-0.158545670748,-0.002879912002
5.0,-20.0,-15.0,-0.022098944252,0.015146182774,0.094887094206,-0.011030215108,0.122469121604,-0.007969207868
5.0,-20.0,-10.0,-0.011512749185,0.009798702456,0.066599666848,-0.007527137759,0.086271355768,-0.005154560544
5.0,-20.0,-5.0,-0.003746522755,0.004577898769,0.033835637258,-0.003716950718,0.043993070919,-0.002408236756
5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-20.0,5.0,-0.004334557604,-0.002398873545,-0.034349184431,0.003675462516,-0.045069299351,0.001244413509
5.0,-20.0,10.0,-0.012777156688,-0.004296125602,-0.069007353093,0.007305843531,-0.090790472586,0.002238707098
5.0,-20.0,15.0,-0.024047348644,-0.00552332531,-0.10015734141,0.010530144483,-0.132088544665,0.002892014881
5.0,-10.0,-15.0,-0.022306110031,0.006828455161,0.099766450991,-0.004571354784,0.133861309091,-0.003882021003
5.0,-10.0,-10.0,-0.011645659705,0.004498652765,0.070001698256,-0.00310994743,0.094177578308,-0.002569357971
5.0,-10.0,-5.0,-0.003811318708,0.002141317137,0.035558222703,-0.001530329888,0.047972797295,-0.001229291342
5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-10.0,5.0,-0.004466044804,-0.001479952601,-0.0363605912,0.001487633297,-0.049470456261,0.000889194876
5.0,-10.0,10.0,-0.013043734472,-0.002784699295,-0.073119199213,0.002946525742,-0.099717650589,0.001696684954
5.0,-10.0,15.0,-0.024459263594,-0.003787588208,-0.106243968647,0.004233149268,-0.145203038432,0.002342969275
5.0,0.0,-15.0,-0.021858483431,-0.0,0.09766680452,-0.0,0.131509368878,0.0
5.0,0.0,-10.0,-0.011313869691,-0.0,0.068561991292,0.0,0.092565683243,0.0
5.0,0.0,-5.0,-0.003632792029,-0.0,0.034844412595,-0.0,0.047174216859,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,5.0,-0.004651456452,-0.0,-0.03568431948,-0.0,-0.048724582446,0.0
5.0,0.0,10.0,-0.013427632114,-0.0,-0.07178592243,-0.0,-0.098251557212,0.0
5.0,0.0,15.0,-0.025031203346,-0.0,-0.104341813796,-0.0,-0.143118547664,0.0
5.0,10.0,-15.0,-0.022306110031,-0.006828455161,0.099766450991,0.004571354784,0.133861309091,0.003882021003
5.0,10.0,-10.0,-0.011645659705,-0.004498652765,0.070001698256,0.00310994743,0.094177578308,0.002569357971
5.0,10.0,-5.0,-0.003811318708,-0.002141317137,0.035558222703,0.001530329888,0.047972797295,0.001229291342
5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,10.0,5.0,-0.004466044804,0.001479952601,-0.0363605912,-0.001487633297,-0.049470456261,-0.000889194876
5.0,10.0,10.0,-0.013043734472,0.002784699295,-0.073119199213,-0.002946525742,-0.099717650589,-0.001696684954
5.0,10.0,15.0,-0.024459263594,0.003787588208,-0.106243968647,-0.004233149268,-0.145203038432,-0.002342969275
5.0,20.0,-15.0,-0.022098944252,-0.015146182774,0.094887094206,0.011030215108,0.122469121604,0.007969207868
5.0,20.0,-10.0,-0.011512749185,-0.009798702456,0.066599666848,0.007527137759,0.086271355768,0.005154560544
5.0,20.0,-5.0,-0.003746522755,-0.004577898769,0.033835637258,0.003716950718,0.043993070919,0.002408236756
5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,20.0,5.0,-0.004334557604,0.002398873545,-0.034349184431,-0.003675462516,-0.045069299351,-0.001244413509
5.0,20.0,10.0,-0.012777156688,0.004296125602,-0.069007353093,-0.007305843531,-0.090790472586,-0.002238707098
5.0,20.0,15.0,-0.024047348644,0.00552332531,-0.10015734141,-0.010530144483,-0.132088544665,-0.002892014881
10.0,-20.0,-15.0,-0.01871554285,0.015690870543,0.103912497988,-0.008689513689,0.135403462431,-0.008785772668
10.0,-20.0,-10.0,-0.009188009465,0.010298549872,0.073237439341,-0.005892731773,0.095787616695,-0.005790575526
10.0,-20.0,-5.0,-0.00259027122,0.004890258865,0.037381825622,-0.002889040246,0.049079201789,-0.002762290488
10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-20.0,5.0,-0.005551227809,-0.003119646344,-0.038520213873,0.002809358634,-0.051070772036,0.001840639897
10.0,-20.0,10.0,-0.015280502301,-0.005831257126,-0.077847962083,0.005542891317,-0.103517655488,0.003490801151
10.0,-20.0,15.0,-0.027778224522,-0.007868875105,-0.113616286326,0.00793596237,-0.151474194143,0.004785345205
10.0,-10.0,-15.0,-0.0210065576,0.007691259446,0.101440429332,-0.004472981033,0.13582471153,-0.004437269403
10.0,-10.0,-10.0,-0.010752170053,0.005055236687,0.071528860468,-0.003035316631,0.096065503235,-0.002936742864
10.0,-10.0,-5.0,-0.003364384421,0.002403715365,0.03652934717,-0.001489179383,0.049214351118,-0.001407104671
10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-10.0,5.0,-0.004926982618,-0.001518193674,-0.037795614118,0.001444945366,-0.051382340241,0.000955710612
10.0,-10.0,10.0,-0.014037213305,-0.002835341665,-0.076425304468,0.002852611168,-0.104168761869,0.001822577185
10.0,-10.0,15.0,-0.025995347049,-0.003819212959,-0.111601537351,0.004086188922,-0.152469152563,0.00251175914
10.0,0.0,-15.0,-0.0211679955,0.0,0.100541816932,0.0,0.135006058904,-0.0
10.0,0.0,-10.0,-0.010856187916,0.0,0.070913334887,0.0,0.095503944383,0.0
10.0,0.0,-5.0,-0.003412818461,0.0,0.036224884033,0.0,0.048936403019,0.0
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,5.0,-0.004914765845,0.0,-0.03755071414,0.0,-0.051184899249,-0.0
10.0,0.0,10.0,-0.014014906407,-0.0,-0.075950679634,0.0,-0.103792336981,0.0
10.0,0.0,15.0,-0.025968506583,0.0,-0.11093858589,-0.0,-0.15195473362,-0.0
10.0,10.0,-15.0,-0.0210065576,-0.007691259446,0.101440429333,0.004472981033,0.13582471153,0.004437269403
10.0,10.0,-10.0,-0.010752170053,-0.005055236687,0.071528860468,0.003035316631,0.096065503236,0.002936742864
10.0,10.0,-5.0,-0.003364384421,-0.002403715365,0.03652934717,0.001489179383,0.049214351118,0.001407104671
10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,5.0,-0.004926982618,0.001518193674,-0.037795614118,-0.001444945366,-0.051382340241,-0.000955710612
10.0,10.0,10.0,-0.014037213305,0.002835341665,-0.076425304468,-0.002852611168,-0.104168761869,-0.001822577185
10.0,10.0,15.0,-0.025995347049,0.003819212959,-0.111601537351,-0.004086188922,-0.152469152563,-0.00251175914
10.0,20.0,-15.0,-0.01871554285,-0.015690870543,0.103912497988,0.008689513689,0.135403462431,0.008785772668
10.0,20.0,-10.0,-0.009188009465,-0.010298549872,0.073237439341,0.005892731773,0.095787616696,0.005790575526
10.0,20.0,-5.0,-0.00259027122,-0.004890258865,0.037381825622,0.002889040246,0.049079201789,0.002762290488
10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,20.0,5.0,-0.005551227809,0.003119646344,-0.038520213873,-0.002809358634,-0.051070772036,-0.001840639897
10.0,20.0,10.0,-0.015280502301,0.005831257126,-0.077847962083,-0.005542891317,-0.103517655488,-0.003490801151
10.0,20.0,15.0,-0.027778224522,0.007868875105,-0.113616286326,-0.00793596237,-0.151474194143,-0.004785345205
15.0,-20.0,-15.0,-0.014528322389,0.019427444886,0.115551307703,-0.006645713349,0.147817168562,-0.010762001504
15.0,-20.0,-10.0,-0.006286851667,0.012915647235,0.081690929168,-0.004464098542,0.104962452309,-0.007183876652
15.0,-20.0,-5.0,-0.001135263327,0.006217040371,0.041840600506,-0.002164875681,0.0540028589,-0.00347333267
15.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,-20.0,5.0,-0.007145655532,-0.004628456964,-0.043574972653,0.00206332627,-0.056862028042,0.002672783795
15.0,-20.0,10.0,-0.018560513334,-0.008890988322,-0.088453402268,0.004027185721,-0.115820617747,0.005192152739
15.0,-20.0,15.0,-0.03266077355,-0.012362164057,-0.129625393943,0.005710053051,-0.170237877517,0.007302945469
15.0,-10.0,-15.0,-0.020361348972,0.007576237326,0.106204915781,-0.004002082727,0.142349859776,-0.004427977375
