# RCF16
parameter,independent_variables,3
parameter,coordinate_system,body
alpha[deg],beta[deg],rudder[deg],Cx,Cy,Cz,Cl,Cm,Cn
-15.0,-10.0,-10.0,-0.025927499823,-0.032356527298,-0.068607645224,-0.007867852368,-0.038708536681,0.01929662967
-15.0,-10.0,-5.0,-0.012562099855,-0.016319654705,-0.034730615314,-0.003966485196,-0.020108331928,0.009726538121
-15.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-15.0,-10.0,5.0,0.0094620212,0.016585612632,0.03592837371,0.004033689143,0.023470734719,-0.0098901623
-15.0,-10.0,10.0,0.018075082941,0.033263051598,0.072746210881,0.008091997559,0.048513133237,-0.019866205785
-15.0,-10.0,15.0,0.024940194635,0.048250737705,0.106491578959,0.011742298939,0.072375931227,-0.029014984183
-15.0,0.0,-15.0,-0.007154234148,-0.046797654619,0.003252315366,-0.011256726767,0.008696544391,0.027910269789
-15.0,0.0,-10.0,-0.004037668542,-0.032430799666,0.001671202937,-0.007797795071,0.004688490505,0.019219503761
-15.0,0.0,-5.0,-0.001559713538,-0.016263582585,0.000523067388,-0.003909133671,0.001647293414,0.009627704155
-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-15.0,0.0,5.0,-0.001559713538,0.016263582585,0.000523067388,0.003909133671,0.001647293414,-0.009627704155
-15.0,0.0,10.0,-0.004037668542,0.032430799666,0.001671202937,0.007797795071,0.004688490505,-0.019219503761
-15.0,0.0,15.0,-0.007154234148,0.046797654619,0.003252315366,0.011256726767,0.008696544391,-0.027910269789
-15.0,10.0,-15.0,0.024940194635,-0.048250737705,0.106491578959,-0.011742298939,0.072375931227,0.029014984183
-15.0,10.0,-10.0,0.018075082941,-0.033263051598,0.072746210881,-0.008091997559,0.048513133237,0.019866205785
-15.0,10.0,-5.0,0.0094620212,-0.016585612632,0.03592837371,-0.004033689143,0.023470734719,0.0098901623
-15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-15.0,10.0,5.0,-0.012562099855,0.016319654705,-0.034730615314,0.003966485196,-0.020108331929,-0.009726538121
-15.0,10.0,10.0,-0.025927499823,0.032356527298,-0.068607645224,0.007867852368,-0.038708536681,-0.01929662967
-15.0,10.0,15.0,-0.038695264721,0.046445854249,-0.098208517755,0.011299401764,-0.053995521595,-0.027864389614
-15.0,20.0,-15.0,0.030514253865,-0.055667133025,0.12685950125,-0.013502171685,0.085557871314,0.032915890755
-15.0,20.0,-10.0,0.021992693008,-0.038175363552,0.086851329477,-0.00925886487,0.057604515346,0.022425759649
-15.0,20.0,-5.0,0.011454889958,-0.018927020106,0.043001308048,-0.004590603679,0.028011714259,0.011100257972
-15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-15.0,20.0,5.0,-0.014693317247,0.018313384447,-0.041828368044,0.004440055265,-0.024588220132,-0.010736591035
-15.0,20.0,10.0,-0.030213482919,0.036121500175,-0.082858117995,0.008763610199,-0.047709188716,-0.021182002672
-15.0,20.0,15.0,-0.044932338035,0.051603773887,-0.118904918547,0.012528386407,-0.067075428695,-0.030420402035
-10.0,-20.0,-15.0,-0.020540409101,-0.047126237844,-0.042281663614,-0.011677480883,-0.02042624243,0.028410214051
-10.0,-20.0,-10.0,-0.013334246684,-0.033038541888,-0.029619904927,-0.008179212144,-0.015266051231,0.019802150347
-10.0,-20.0,-5.0,-0.006238372796,-0.016777467143,-0.015048417962,-0.00414974535,-0.00825344909,0.010053207152
-10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,-20.0,5.0,0.002870262312,0.017355965758,0.015776740435,0.00429354986,0.01133072383,-0.010408331281
-10.0,-20.0,10.0,0.00477979782,0.035030249971,0.032138796641,0.008665362963,0.024066040698,-0.021050602202
-10.0,-20.0,15.0,0.005532328955,0.051105548617,0.04732092855,0.012642731753,0.036781535558,-0.030940823455
-10.0,-10.0,-15.0,-0.01108471501,-0.04188988099,-0.008344495847,-0.010319004307,0.001369353881,0.02573149602
-10.0,-10.0,-10.0,-0.006785795837,-0.029215764458,-0.00631043093,-0.00719266308,-0.000310227622,0.017826740417
-10.0,-10.0,-5.0,-0.002954054385,-0.014752317614,-0.003458303604,-0.003629917534,-0.000824682067,0.00899483673
-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,-10.0,5.0,-0.000300911755,0.014992549096,0.004236583696,0.003691957762,0.003845088887,-0.00915035667
-10.0,-10.0,10.0,-0.00153115559,0.03006766358,0.009104021579,0.007407111834,0.009089996004,-0.018387798924
-10.0,-10.0,15.0,-0.003552616959,0.043608750546,0.01400959306,0.010748048142,0.015069696413,-0.026879596686
-10.0,0.0,-15.0,-0.007204800006,-0.041902996035,0.002930745711,-0.010260409509,0.008337815009,0.025692789938
-10.0,0.0,-10.0,-0.00408149147,-0.029059027263,0.001481128993,-0.007111664582,0.00448056849,0.017688407346
-10.0,0.0,-5.0,-0.001588184119,-0.014581729356,0.000443262661,-0.00356698141,0.001563020341,0.008863563923
-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,0.0,5.0,-0.001588184119,0.014581729356,0.000443262661,0.00356698141,0.001563020341,-0.008863563923
-10.0,0.0,10.0,-0.00408149147,0.029059027263,0.001481128993,0.007111664582,0.00448056849,-0.017688407346
-10.0,0.0,15.0,-0.007204800006,0.041902996035,0.002930745711,0.010260409509,0.008337815009,-0.025692789938
-10.0,10.0,-15.0,-0.003552616959,-0.043608750546,0.01400959306,-0.010748048142,0.015069696413,0.026879596686
-10.0,10.0,-10.0,-0.00153115559,-0.03006766358,0.009104021579,-0.007407111834,0.009089996005,0.018387798924
-10.0,10.0,-5.0,-0.000300911755,-0.014992549096,0.004236583696,-0.003691957762,0.003845088887,0.00915035667
-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,10.0,5.0,-0.002954054385,0.014752317614,-0.003458303604,0.003629917534,-0.000824682067,-0.00899483673
-10.0,10.0,10.0,-0.006785795837,0.029215764458,-0.00631043093,0.00719266308,-0.000310227622,-0.017826740417
-10.0,10.0,15.0,-0.01108471501,0.04188988099,-0.008344495847,0.010319004307,0.001369353881,-0.02573149602
-10.0,20.0,-15.0,0.005532328955,-0.051105548617,0.04732092855,-0.012642731753,0.036781535558,0.030940823455
-10.0,20.0,-10.0,0.00477979782,-0.035030249971,0.032138796641,-0.008665362963,0.024066040698,0.021050602202
-10.0,20.0,-5.0,0.002870262312,-0.017355965758,0.015776740435,-0.00429354986,0.01133072383,0.010408331281
-10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,20.0,5.0,-0.006238372796,0.016777467143,-0.015048417962,0.00414974535,-0.00825344909,-0.010053207152
-10.0,20.0,10.0,-0.013334246684,0.033038541888,-0.029619904927,0.008179212144,-0.015266051231,-0.019802150347
-10.0,20.0,15.0,-0.020540409101,0.047126237844,-0.042281663614,0.011677480883,-0.02042624243,-0.028410214051
-5.0,-20.0,-15.0,-0.013252047227,-0.042748828824,-0.016522266927,-0.010523164849,-0.004247778781,0.026331922442
-5.0,-20.0,-10.0,-0.008293847711,-0.030031986388,-0.011930704065,-0.007386513947,-0.004150269436,0.018379064
-5.0,-20.0,-5.0,-0.003716246402,-0.015283481112,-0.006256318526,-0.003755954235,-0.002726251517,0.009349827063
-5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,-20.0,5.0,0.000274090172,0.015839389506,0.006927440949,0.003894775317,0.005709483044,-0.009701731405
-5.0,-20.0,10.0,-0.000428916721,0.032000721892,0.014496881618,0.007869542088,0.012863047382,-0.019649181887
-5.0,-20.0,15.0,-0.002034254223,0.046719768718,0.021831224499,0.011491796498,0.020597320783,-0.028930694937
-5.0,-10.0,-15.0,-0.008984376594,-0.036917535806,-0.000594437033,-0.009174997302,0.006207227315,0.023332882862
-5.0,-10.0,-10.0,-0.005337434841,-0.025788837404,-0.000904707412,-0.00640469745,0.003085384708,0.016174595759
-5.0,-10.0,-5.0,-0.002232359436,-0.01304261148,-0.000729770671,-0.00323708024,0.000899131601,0.008172387916
-5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,-10.0,5.0,-0.001074193055,0.013256591713,0.001298744652,0.003293190195,0.001892830183,-0.008319198771
-5.0,-10.0,10.0,-0.003079305998,0.026587385692,0.003179652633,0.006608160627,0.005140891481,-0.016727181004
-5.0,-10.0,15.0,-0.005799544988,0.038555127676,0.005361897452,0.00958854743,0.009286438065,-0.024480098265
-5.0,0.0,-15.0,-0.007233253216,-0.037291409893,0.00260219483,-0.009224063676,0.007958334868,0.023502495328
-5.0,0.0,-10.0,-0.004110613102,-0.025882811344,0.001287880504,-0.006397963942,0.004260410995,0.016176478646
-5.0,0.0,-5.0,-0.001609319394,-0.01299763268,0.000362785134,-0.003211070552,0.001473611948,0.008109036775
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,0.0,5.0,-0.001609319394,0.01299763268,0.000362785134,0.003211070552,0.001473611948,-0.008109036775
-5.0,0.0,10.0,-0.004110613102,0.025882811344,0.001287880504,0.006397963942,0.004260410995,-0.016176478646
-5.0,0.0,15.0,-0.007233253216,0.037291409893,0.00260219483,0.009224063676,0.007958334868,-0.023502495328
-5.0,10.0,-15.0,-0.005799544988,-0.038555127676,0.005361897452,-0.00958854743,0.009286438065,0.024480098265
-5.0,10.0,-10.0,-0.003079305998,-0.026587385692,0.003179652633,-0.006608160627,0.005140891481,0.016727181004
-5.0,10.0,-5.0,-0.001074193055,-0.013256591713,0.001298744652,-0.003293190195,0.001892830183,0.008319198771
-5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,10.0,5.0,-0.002232359436,0.01304261148,-0.000729770671,0.00323708024,0.000899131601,-0.008172387916
-5.0,10.0,10.0,-0.005337434841,0.025788837404,-0.000904707412,0.00640469745,0.003085384708,-0.016174595759
-5.0,10.0,15.0,-0.008984376594,0.036917535806,-0.000594437033,0.009174997302,0.006207227315,-0.023332882862
-5.0,20.0,-15.0,-0.002034254223,-0.046719768718,0.021831224499,-0.011491796498,0.020597320783,0.028930694937
-5.0,20.0,-10.0,-0.000428916721,-0.032000721892,0.014496881618,-0.007869542088,0.012863047382,0.019649181887
-5.0,20.0,-5.0,0.000274090172,-0.015839389506,0.006927440949,-0.003894775317,0.005709483044,0.009701731405
-5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,20.0,5.0,-0.003716246402,0.015283481112,-0.006256318526,0.003755954235,-0.002726251517,-0.009349827063
-5.0,20.0,10.0,-0.008293847711,0.030031986388,-0.011930704065,0.007386513947,-0.004150269436,-0.018379064
-5.0,20.0,15.0,-0.013252047227,0.042748828824,-0.016522266927,0.010523164849,-0.004247778781,-0.026331922442
0.0,-20.0,-15.0,-0.009908942423,-0.038615733772,-0.006499487568,-0.009575430777,0.001231292261,0.024266400143
0.0,-20.0,-10.0,-0.005986817199,-0.02719897049,-0.00497282625,-0.006737901125,-0.000330349104,0.016968235258
0.0,-20.0,-5.0,-0.00256467932,-0.013878706809,-0.002760676052,-0.003434924157,-0.000799797635,0.00865406932
0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-20.0,5.0,-0.000920834533,0.014427617526,0.0032994537,0.003572071945,0.003640382142,-0.009010684511
0.0,-20.0,10.0,-0.002829132284,0.029186201814,0.007214639425,0.00722727941,0.008709562402,-0.018282167262
0.0,-20.0,15.0,-0.005526299574,0.04265275945,0.01125067217,0.010565057708,0.014561061431,-0.026974166502
0.0,-10.0,-15.0,-0.008567678222,-0.031788111906,0.00126562538,-0.007952004302,0.007301712358,0.020775476885
0.0,-10.0,-10.0,-0.005058543114,-0.022254949617,0.000419114271,-0.005562488115,0.00388915203,0.014414126857
0.0,-10.0,-5.0,-0.002098437914,-0.011280152128,-4.9444027e-05,-0.00281726848,0.001323451486,0.007296060035
0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-10.0,5.0,-0.001225121648,0.011472289155,0.00043821561,0.002867867838,0.001244452135,-0.007435773355
0.0,-10.0,10.0,-0.003376828124,0.0230121453,0.001425289779,0.005756340565,0.003807882665,-0.014962663691
0.0,-10.0,15.0,-0.006226764082,0.033366277398,0.002771984226,0.008352772522,0.007301360675,-0.021929863502
0.0,0.0,-15.0,-0.007274965146,-0.033504620547,0.00230167374,-0.008347052804,0.007620074007,0.02170566577
0.0,0.0,-10.0,-0.004144244652,-0.023275329791,0.00110962464,-0.0057941369,0.004060873068,0.014936082765
0.0,0.0,-5.0,-0.001629952651,-0.011697463277,0.000287467293,-0.002910011763,0.001390162956,0.007490152331
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.0,-0.001629952651,0.011697463277,0.000287467293,0.002910011763,0.001390162956,-0.007490152331
0.0,0.0,10.0,-0.004144244652,0.023275329791,0.00110962464,0.0057941369,0.004060873068,-0.014936082765
0.0,0.0,15.0,-0.007274965146,0.033504620547,0.00230167374,0.008347052804,0.007620074007,-0.02170566577
0.0,10.0,-15.0,-0.006226764082,-0.033366277398,0.002771984226,-0.008352772522,0.007301360675,0.021929863502
0.0,10.0,-10.0,-0.003376828124,-0.0230121453,0.001425289779,-0.005756340565,0.003807882665,0.014962663691
0.0,10.0,-5.0,-0.001225121648,-0.011472289155,0.00043821561,-0.002867867838,0.001244452135,0.007435773355
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,5.0,-0.002098437914,0.011280152128,-4.9444027e-05,0.00281726848,0.001323451486,-0.007296060035
0.0,10.0,10.0,-0.005058543114,0.022254949617,0.000419114271,0.005562488115,0.00388915203,-0.014414126857
0.0,10.0,15.0,-0.008567678222,0.031788111906,0.00126562538,0.007952004302,0.007301712358,-0.020775476885
0.0,20.0,-15.0,-0.005526299574,-0.04265275945,0.01125067217,-0.010565057708,0.014561061431,0.026974166502
0.0,20.0,-10.0,-0.002829132284,-0.029186201814,0.007214639425,-0.00722727941,0.008709562402,0.018282167262
0.0,20.0,-5.0,-0.000920834533,-0.014427617526,0.0032994537,-0.003572071945,0.003640382142,0.009010684511
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,5.0,-0.00256467932,0.013878706809,-0.002760676052,0.003434924157,-0.000799797635,-0.00865406932
0.0,20.0,10.0,-0.005986817199,0.02719897049,-0.00497282625,0.006737901125,-0.000330349104,-0.016968235258
0.0,20.0,15.0,-0.009908942423,0.038615733772,-0.006499487568,0.009575430777,0.001231292261,-0.024266400143
5.0,-20.0,-15.0,-0.007891337214,-0.035386520975,-0.004350139428,-0.008881781336,0.000952232788,0.022648275021
5.0,-20.0,-10.0,-0.004598591564,-0.024997083334,-0.003462562522,-0.006266494886,-0.00049443367,0.015870509244
5.0,-20.0,-5.0,-0.001874285341,-0.012792983647,-0.001993075355,-0.003203371425,-0.000868065475,0.008117212446
5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-20.0,5.0,-0.001654338378,0.013355101694,0.002453595345,0.003343484384,0.003627761297,-0.008489827249
5.0,-20.0,10.0,-0.004305392672,0.027057119953,0.005507623813,0.006774942994,0.008678836616,-0.017260432689
5.0,-20.0,15.0,-0.007679742551,0.039587642804,0.008758305375,0.009915587819,0.014509536953,-0.0255251302
5.0,-10.0,-15.0,-0.008172327768,-0.027052608888,0.001600498866,-0.006757410633,0.007130102776,0.018369084836
5.0,-10.0,-10.0,-0.004798116208,-0.018996859775,0.000687101819,-0.004740735409,0.003819915357,0.012759459139
5.0,-10.0,-5.0,-0.001975585902,-0.009657355654,0.000102263114,-0.002408080473,0.001312655436,0.006473277186
5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-10.0,5.0,-0.001350422141,0.009843329979,0.000140582983,0.00245647511,0.001059819317,-0.006613011355
5.0,-10.0,10.0,-0.003619624056,0.019751412909,0.000799201501,0.004933163771,0.003401062301,-0.013320861196
5.0,-10.0,15.0,-0.006569724873,0.028638297688,0.001820599972,0.007159583166,0.006657344079,-0.019559136147
5.0,0.0,-15.0,-0.007261672001,-0.029251277931,0.001985352113,-0.007295736005,0.007220484205,0.019593151442
5.0,0.0,-10.0,-0.004147972511,-0.020346615218,0.000927355779,-0.005070229557,0.003834230818,0.013478342684
5.0,0.0,-5.0,-0.001639895066,-0.010237076433,0.000214246991,-0.00254903889,0.001301839962,0.006762774928
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,5.0,-0.001639895066,0.010237076433,0.000214246991,0.00254903889,0.001301839962,-0.006762774928
5.0,0.0,10.0,-0.004147972511,0.020346615218,0.000927355779,0.005070229557,0.003834230818,-0.013478342684
5.0,0.0,15.0,-0.007261672001,0.029251277931,0.001985352113,0.007295736005,0.007220484205,-0.019593151442
5.0,10.0,-15.0,-0.006569724873,-0.028638297688,0.001820599972,-0.007159583166,0.006657344079,0.019559136147
5.0,10.0,-10.0,-0.003619624056,-0.019751412909,0.000799201501,-0.004933163771,0.003401062301,0.013320861196
5.0,10.0,-5.0,-0.001350422141,-0.009843329979,0.000140582983,-0.00245647511,0.001059819317,0.006613011355
5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,10.0,5.0,-0.001975585902,0.009657355654,0.000102263114,0.002408080473,0.001312655436,-0.006473277186
5.0,10.0,10.0,-0.004798116208,0.018996859775,0.000687101819,0.004740735409,0.003819915357,-0.012759459139
5.0,10.0,15.0,-0.008172327768,0.027052608888,0.001600498866,0.006757410633,0.007130102776,-0.018369084836
5.0,20.0,-15.0,-0.007679742551,-0.039587642804,0.008758305375,-0.009915587819,0.014509536953,0.0255251302
5.0,20.0,-10.0,-0.004305392672,-0.027057119953,0.005507623813,-0.006774942994,0.008678836616,0.017260432689
5.0,20.0,-5.0,-0.001654338378,-0.013355101694,0.002453595345,-0.003343484384,0.003627761297,0.008489827249
5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,20.0,5.0,-0.001874285341,0.012792983647,-0.001993075355,0.003203371425,-0.000868065475,-0.008117212446
5.0,20.0,10.0,-0.004598591564,0.024997083334,-0.003462562522,0.006266494886,-0.00049443367,-0.015870509244
5.0,20.0,15.0,-0.007891337214,0.035386520975,-0.004350139428,0.008881781336,0.000952232788,-0.022648275021
10.0,-20.0,-15.0,-0.006320732121,-0.033902794599,-0.004450288958,-0.008381626094,-0.00069179622,0.02196516149
10.0,-20.0,-10.0,-0.003520216244,-0.024009695146,-0.003511765578,-0.005930777389,-0.001606135099,0.015424147265
10.0,-20.0,-5.0,-0.001339991552,-0.012319263573,-0.002007474999,-0.003040746781,-0.001411392221,0.007909859919
10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-20.0,5.0,-0.002265209498,0.012915121768,0.002443169661,0.003188755335,0.004174045463,-0.008311964044
10.0,-20.0,10.0,-0.005538806661,0.026202335365,0.005479386002,0.006472428494,0.009775237323,-0.016932558122
10.0,-20.0,15.0,-0.009487067333,0.038379877334,0.008709506335,0.009485878541,0.016106838861,-0.025094206476
10.0,-10.0,-15.0,-0.007541622543,-0.023020495666,0.000996738145,-0.00573075229,0.005923998071,0.016313644164
10.0,-10.0,-10.0,-0.004379526542,-0.016227596545,0.000308868405,-0.004035806513,0.003042877959,0.011348432837
10.0,-10.0,-5.0,-0.001776120531,-0.008280377065,-6.7526629e-05,-0.00205769355,0.000952348029,0.005772938802
10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-10.0,5.0,-0.001548012053,0.00847403962,0.000186760738,0.002107472629,0.001252832833,-0.005919653134
10.0,-10.0,10.0,-0.004002556528,0.017013299392,0.000858421104,0.004235617972,0.003742391935,-0.011939333364
10.0,-10.0,15.0,-0.007109870782,0.024671810302,0.001859836643,0.00614951606,0.007089362963,-0.017567549178
10.0,0.0,-15.0,-0.007263376965,-0.025854372859,0.001752605499,-0.006434037049,0.006920931554,0.01790360015
10.0,0.0,-10.0,-0.004158842402,-0.018008460034,0.000795080259,-0.004477098291,0.003667528029,0.012312354856
10.0,0.0,-5.0,-0.00165158344,-0.009071531208,0.000162448435,-0.002253364489,0.001239252802,0.006181144285
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,5.0,-0.00165158344,0.009071531208,0.000162448435,0.002253364489,0.001239252802,-0.006181144285
10.0,0.0,10.0,-0.004158842402,0.018008460034,0.000795080259,0.004477098291,0.003667528029,-0.012312354856
10.0,0.0,15.0,-0.007263376965,0.025854372859,0.001752605499,0.006434037049,0.006920931554,-0.01790360015
10.0,10.0,-15.0,-0.007109870782,-0.024671810302,0.001859836643,-0.00614951606,0.007089362963,0.017567549178
10.0,10.0,-10.0,-0.004002556528,-0.017013299392,0.000858421104,-0.004235617972,0.003742391935,0.011939333364
10.0,10.0,-5.0,-0.001548012053,-0.00847403962,0.000186760738,-0.002107472629,0.001252832833,0.005919653134
10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,5.0,-0.001776120531,0.008280377065,-6.7526629e-05,0.00205769355,0.000952348029,-0.005772938802
10.0,10.0,10.0,-0.004379526542,0.016227596545,0.000308868405,0.004035806513,0.003042877959,-0.011348432837
10.0,10.0,15.0,-0.007541622543,0.023020495666,0.000996738145,0.00573075229,0.005923998071,-0.016313644164
10.0,20.0,-15.0,-0.009487067333,-0.038379877334,0.008709506335,-0.009485878541,0.016106838861,0.025094206476
10.0,20.0,-10.0,-0.005538806661,-0.026202335365,0.005479386002,-0.006472428494,0.009775237323,0.016932558122
10.0,20.0,-5.0,-0.002265209498,-0.012915121768,0.002443169661,-0.003188755335,0.004174045463,0.008311964044
10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,20.0,5.0,-0.001339991552,0.012319263573,-0.002007474999,0.003040746781,-0.001411392221,-0.007909859919
10.0,20.0,10.0,-0.003520216244,0.024009695146,-0.003511765578,0.005930777389,-0.001606135099,-0.015424147265
10.0,20.0,15.0,-0.006320732121,0.033902794599,-0.004450288958,0.008381626094,-0.00069179622,-0.02196516149
15.0,-20.0,-15.0,-0.006865552961,-0.035193032381,-0.008048155305,-0.008484420653,-0.004141936467,0.02269546538
15.0,-20.0,-10.0,-0.003892039375,-0.024966280818,-0.005996503783,-0.00601666332,-0.00399351673,0.015972037021
15.0,-20.0,-5.0,-0.001525666113,-0.012833786311,-0.003249674954,-0.003091924443,-0.002606596666,0.00821124082
