# RCF16
parameter,independent_variables,3
parameter,coordinate_system,body
alpha[deg],beta[deg],aileron[deg],Cx,Cy,Cz,Cl,Cm,Cn
-10.0,0.0,10.0,-0.017334012406,0.005909890468,0.002509380629,-0.034999707858,0.001145996104,-0.000640400851
-10.0,0.0,15.0,-0.028887242244,0.008834017058,0.00454760102,-0.050721312343,0.002353832127,-0.00108689803
-10.0,10.0,-15.0,0.005822991635,-0.012641484812,0.1310337138,0.046941127809,0.030615256194,0.001840289255
-10.0,10.0,-10.0,0.006038815118,-0.008447918264,0.088235168346,0.032433870527,0.019622503309,0.001250797007
-10.0,10.0,-5.0,0.003867120677,-0.004178970904,0.043017446031,0.016282872194,0.00911042904,0.000659002889
-10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,10.0,5.0,-0.01810081376,0.002242571671,-0.039693533171,-0.016324419719,-0.007460329093,-0.000601811685
-10.0,10.0,10.0,-0.03794756447,0.004497367527,-0.07732073278,-0.032605617142,-0.01345093991,-0.001331592496
-10.0,10.0,15.0,-0.057968203093,0.006625252096,-0.109484405561,-0.04731012722,-0.017751211436,-0.002201087603
-10.0,20.0,-15.0,0.074772426284,-0.016660288942,0.356761172728,0.039747151352,0.136877512829,0.003309459594
-10.0,20.0,-10.0,0.053310982846,-0.0109645724,0.244430638197,0.027473703315,0.093155207487,0.002236202644
-10.0,20.0,-5.0,0.027309525133,-0.005317185827,0.121815652792,0.013800187769,0.046343606891,0.001127495636
-10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10.0,20.0,5.0,-0.040813675066,0.001425853197,-0.124284393086,-0.013815938534,-0.048499163936,-0.000892299195
-10.0,20.0,10.0,-0.082912930861,0.002557722999,-0.241318696758,-0.027575839751,-0.09185657333,-0.001845005945
-10.0,20.0,15.0,-0.122566158147,0.003281861883,-0.340110966304,-0.039991392726,-0.126470785197,-0.002817059857
-5.0,-20.0,-15.0,-0.081798543822,0.001639823376,-0.221630860202,0.038057015188,-0.039596188356,0.001419927544
-5.0,-20.0,-10.0,-0.054715799007,0.00091891622,-0.153961067585,0.026241395164,-0.028084673803,0.000830827062
-5.0,-20.0,-5.0,-0.026647123524,0.000346516046,-0.077693132957,0.013161545101,-0.014604757861,0.000362209099
-5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,-20.0,5.0,0.012917727312,0.003304749539,0.079841509279,-0.013159154049,0.015740304214,-0.000419457807
-5.0,-20.0,10.0,0.02446467709,0.006859650415,0.161439640542,-0.026209901332,0.032538464582,-0.000750921552
-5.0,-20.0,15.0,0.0329101575,0.010606505425,0.236576714914,-0.037973059048,0.048870355109,-0.001066621058
-5.0,-10.0,-15.0,-0.040094982899,-0.003208318789,-0.058596733034,0.045400395045,0.020990002026,0.0018353162
-5.0,-10.0,-10.0,-0.025441602714,-0.002088883816,-0.041172522879,0.031281650341,0.013938607207,0.001036774474
-5.0,-10.0,-5.0,-0.011756249274,-0.001009463027,-0.021062239757,0.01565973942,0.006585429072,0.000429101342
-5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,-10.0,5.0,-0.002736441655,0.002812479047,0.022696050701,-0.0156101173,-0.005772267185,-0.000393957896
-5.0,-10.0,10.0,-0.007372637535,0.005625700836,0.046457362835,-0.031079667693,-0.01086053683,-0.000649789282
-5.0,-10.0,15.0,-0.013871609767,0.008423420998,0.06898447884,-0.044968764138,-0.014536443001,-0.000866880491
-5.0,0.0,-15.0,-0.028923333352,-0.004275037985,0.002606773705,0.049917519746,0.00142572993,0.000173458192
-5.0,0.0,-10.0,-0.01736815142,-0.002781605363,0.001413383428,0.034447818857,0.000677438933,2.3938986e-05
-5.0,0.0,-5.0,-0.007517760106,-0.001367840417,0.000517193122,0.017267225274,0.000194595276,-7.47191e-07
-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,0.0,5.0,-0.007517760106,0.001367840417,0.000517193122,-0.017267225274,0.000194595276,7.47191e-07
-5.0,0.0,10.0,-0.01736815142,0.002781605363,0.001413383428,-0.034447818857,0.000677438933,-2.3938986e-05
-5.0,0.0,15.0,-0.028923333352,0.004275037985,0.002606773705,-0.049917519746,0.00142572993,-0.000173458192
-5.0,10.0,-15.0,-0.013871609767,-0.008423420998,0.06898447884,0.044968764138,-0.014536443001,0.000866880491
-5.0,10.0,-10.0,-0.007372637535,-0.005625700836,0.046457362835,0.031079667693,-0.01086053683,0.000649789282
-5.0,10.0,-5.0,-0.002736441655,-0.002812479047,0.022696050701,0.0156101173,-0.005772267185,0.000393957896
-5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,10.0,5.0,-0.011756249274,0.001009463027,-0.021062239757,-0.01565973942,0.006585429072,-0.000429101342
-5.0,10.0,10.0,-0.025441602714,0.002088883816,-0.041172522879,-0.031281650341,0.013938607207,-0.001036774474
-5.0,10.0,15.0,-0.040094982899,0.003208318789,-0.058596733034,-0.045400395045,0.020990002026,-0.0018353162
-5.0,20.0,-15.0,0.0329101575,-0.010606505425,0.236576714914,0.037973059048,0.048870355109,0.001066621058
-5.0,20.0,-10.0,0.02446467709,-0.006859650415,0.161439640542,0.026209901332,0.032538464582,0.000750921552
-5.0,20.0,-5.0,0.012917727312,-0.003304749539,0.079841509279,0.013159154049,0.015740304214,0.000419457807
-5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.0,20.0,5.0,-0.026647123524,-0.000346516046,-0.077693132957,-0.013161545101,-0.014604757861,-0.000362209099
-5.0,20.0,10.0,-0.054715799007,-0.00091891622,-0.153961067585,-0.026241395164,-0.028084673803,-0.000830827062
-5.0,20.0,15.0,-0.081798543822,-0.001639823376,-0.221630860202,-0.038057015188,-0.039596188356,-0.001419927544
0.0,-20.0,-15.0,-0.059918986384,0.007207273084,-0.175573755614,0.036966944214,-0.018464188758,-0.000722461014
0.0,-20.0,-10.0,-0.039604303033,0.004705404435,-0.121808625212,0.025518275127,-0.013034991819,-0.000585907772
0.0,-20.0,-5.0,-0.019091410464,0.002202413505,-0.061384613624,0.012814878208,-0.006800443984,-0.000307987937
0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-20.0,5.0,0.005300348276,0.00146484332,0.062538091479,-0.012833731608,0.007249342209,0.000210534412
0.0,-20.0,10.0,0.009171691007,0.003239693402,0.126252672155,-0.025588050769,0.014915349557,0.00045200601
0.0,-20.0,15.0,0.010711218107,0.005468108819,0.184788678248,-0.037120332008,0.022427017,0.0005825201
0.0,-10.0,-15.0,-0.032297844516,0.0017758886,-0.043829594116,0.043300354988,0.032091307437,0.000578134348
0.0,-10.0,-10.0,-0.020104579339,0.001292973567,-0.030217496256,0.029919381109,0.022379326359,0.00019613301
0.0,-10.0,-5.0,-0.009110224234,0.000657007196,-0.015187421153,0.015024335151,0.011205819938,1.7924684e-05
0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-10.0,5.0,-0.005374827472,0.001121039861,0.015463074434,-0.015066709946,-0.011315081443,4.1080259e-05
0.0,-10.0,10.0,-0.012642691347,0.00218473888,0.031183394193,-0.03008388455,-0.022761708392,0.000264915841
0.0,-10.0,15.0,-0.021499857205,0.003347815119,0.045727921161,-0.043653501687,-0.032944344929,0.000528231481
0.0,0.0,-15.0,-0.028645376373,-0.008914938561,-0.000402572683,0.046363444084,-0.001049022195,0.00378087679
0.0,0.0,-10.0,-0.017239439425,-0.006080530301,-0.000162837144,0.031993894212,-0.000484608457,0.00257056937
0.0,0.0,-5.0,-0.007489014952,-0.003056214625,-2.7841834e-05,0.016040056247,-0.000129449601,0.001294313677
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.0,-0.007489014952,0.003056214625,-2.7841834e-05,-0.016040056247,-0.000129449601,-0.001294313677
0.0,0.0,10.0,-0.017239439425,0.006080530301,-0.000162837144,-0.031993894212,-0.000484608457,-0.00257056937
0.0,0.0,15.0,-0.028645376373,0.008914938561,-0.000402572683,-0.046363444084,-0.001049022195,-0.00378087679
0.0,10.0,-15.0,-0.021499857205,-0.003347815119,0.045727921161,0.043653501687,-0.032944344929,-0.000528231481
0.0,10.0,-10.0,-0.012642691347,-0.00218473888,0.031183394193,0.03008388455,-0.022761708392,-0.000264915841
0.0,10.0,-5.0,-0.005374827472,-0.001121039861,0.015463074434,0.015066709946,-0.011315081443,-4.1080259e-05
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,5.0,-0.009110224234,-0.000657007196,-0.015187421153,-0.015024335151,0.011205819938,-1.7924684e-05
0.0,10.0,10.0,-0.020104579339,-0.001292973567,-0.030217496256,-0.029919381109,0.022379326359,-0.00019613301
0.0,10.0,15.0,-0.032297844516,-0.0017758886,-0.043829594116,-0.043300354988,0.032091307437,-0.000578134348
0.0,20.0,-15.0,0.010711218107,-0.005468108819,0.184788678248,0.037120332008,0.022427017,-0.0005825201
0.0,20.0,-10.0,0.009171691007,-0.003239693402,0.126252672155,0.025588050769,0.014915349557,-0.00045200601
0.0,20.0,-5.0,0.005300348276,-0.00146484332,0.062538091479,0.012833731608,0.007249342209,-0.000210534412
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,5.0,-0.019091410464,-0.002202413505,-0.061384613624,-0.012814878208,-0.006800443984,0.000307987937
0.0,20.0,10.0,-0.039604303033,-0.004705404435,-0.121808625212,-0.025518275127,-0.013034991819,0.000585907772
0.0,20.0,15.0,-0.059918986384,-0.007207273084,-0.175573755614,-0.036966944214,-0.018464188758,0.000722461014
5.0,-20.0,-15.0,-0.049594871926,0.009964782203,-0.168482287138,0.037953808976,-0.021745984368,-0.001589280006
5.0,-20.0,-10.0,-0.032463605532,0.006544377044,-0.116781295935,0.026246016517,-0.01495598364,-0.001128248919
5.0,-20.0,-5.0,-0.015516593697,0.003100031458,-0.058865365983,0.013190070288,-0.00767105276,-0.000555875544
5.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-20.0,5.0,0.001808529886,0.000837474576,0.059590266595,-0.013219819946,0.007934001288,0.000266661165
5.0,-20.0,10.0,0.002128566525,0.001968440432,0.120343797799,-0.026385759064,0.016103238535,0.000555091031
5.0,-20.0,15.0,0.000436292108,0.003594107168,0.176323203614,-0.038269473193,0.02407998269,0.000727215539
5.0,-10.0,-15.0,-0.02771663691,0.004782860252,-0.047112893223,0.044859360965,0.023350512736,5.4590046e-05
5.0,-10.0,-10.0,-0.016863709954,0.003295563581,-0.032273024858,0.030993613927,0.016482385955,-9.0384473e-05
5.0,-10.0,-5.0,-0.007435582351,0.001620677955,-0.016041383973,0.01556171551,0.008369370071,-8.799482e-05
5.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,-10.0,5.0,-0.007144471758,0.000224553318,0.015490496579,-0.015606623544,-0.008762303398,7.9549543e-05
5.0,-10.0,10.0,-0.016317577876,0.000428981051,0.030989617098,-0.031166461735,-0.01780712523,0.000290259615
5.0,-10.0,15.0,-0.027009240672,0.000843033157,0.045089341276,-0.045227402699,-0.026009235762,0.000507368865
5.0,0.0,-15.0,-0.028600460776,-0.002787876314,-0.002317629539,0.047678065886,-0.001932476046,0.00183081831
5.0,0.0,-10.0,-0.017210567856,-0.001863410107,-0.001247352667,0.032897922636,-0.000932362399,0.001235200617
5.0,0.0,-5.0,-0.007473303548,-0.000952943313,-0.000448926032,0.016491908033,-0.000274024415,0.00063026556
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.0,5.0,-0.007473303548,0.000952943313,-0.000448926032,-0.016491908033,-0.000274024415,-0.00063026556
5.0,0.0,10.0,-0.017210567856,0.001863410107,-0.001247352667,-0.032897922636,-0.000932362399,-0.001235200617
5.0,0.0,15.0,-0.028600460776,0.002787876314,-0.002317629539,-0.047678065886,-0.001932476046,-0.00183081831
5.0,10.0,-15.0,-0.027009240672,-0.000843033157,0.045089341276,0.045227402699,-0.026009235762,-0.000507368865
5.0,10.0,-10.0,-0.016317577876,-0.000428981051,0.030989617098,0.031166461735,-0.01780712523,-0.000290259615
5.0,10.0,-5.0,-0.007144471758,-0.000224553318,0.015490496579,0.015606623544,-0.008762303398,-7.9549543e-05
5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,10.0,5.0,-0.007435582351,-0.001620677955,-0.016041383973,-0.01556171551,0.008369370071,8.799482e-05
5.0,10.0,10.0,-0.016863709954,-0.003295563581,-0.032273024858,-0.030993613927,0.016482385955,9.0384473e-05
5.0,10.0,15.0,-0.02771663691,-0.004782860252,-0.047112893223,-0.044859360965,0.023350512736,-5.4590046e-05
5.0,20.0,-15.0,0.000436292108,-0.003594107168,0.176323203614,0.038269473193,0.02407998269,-0.000727215539
5.0,20.0,-10.0,0.002128566525,-0.001968440432,0.120343797799,0.026385759064,0.016103238535,-0.000555091031
5.0,20.0,-5.0,0.001808529886,-0.000837474576,0.059590266595,0.013219819946,0.007934001288,-0.000266661165
5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,20.0,5.0,-0.015516593697,-0.003100031458,-0.058865365983,-0.013190070288,-0.00767105276,0.000555875544
5.0,20.0,10.0,-0.032463605532,-0.006544377044,-0.116781295935,-0.026246016517,-0.01495598364,0.001128248919
5.0,20.0,15.0,-0.049594871926,-0.009964782203,-0.168482287138,-0.037953808976,-0.021745984368,0.001589280006
10.0,-20.0,-15.0,-0.051815379049,0.005139068691,-0.181799680971,0.040633975258,-0.033133754101,0.001219046075
10.0,-20.0,-10.0,-0.034468213708,0.003218686895,-0.12683780993,0.028103700064,-0.023172545317,0.000833015541
10.0,-20.0,-5.0,-0.016769957326,0.001441632132,-0.064358697174,0.014130451355,-0.011953034095,0.000433994491
10.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-20.0,5.0,0.003580986521,0.002412057254,0.065505971793,-0.014181953257,0.012420665651,-0.000682243021
10.0,-20.0,10.0,0.00612069639,0.005065560579,0.133104985939,-0.02833686962,0.025418980093,-0.001331322494
10.0,-20.0,15.0,0.006764429844,0.00799832441,0.195896708453,-0.04114956119,0.037840395345,-0.001972221233
10.0,-10.0,-15.0,-0.025415727222,0.007177882356,-0.052259037667,0.047417925808,0.013685217886,0.000182091986
10.0,-10.0,-10.0,-0.015214899356,0.004921109744,-0.035551992937,0.032760606713,0.010036293011,4.2521964e-05
10.0,-10.0,-5.0,-0.006581957952,0.002425889691,-0.017603818666,0.016448377363,0.005218520424,-1.263762e-06
10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-10.0,5.0,-0.007990788741,-0.000523556816,0.016307290456,-0.016498339464,-0.005890645443,-6.3946731e-05
10.0,-10.0,10.0,-0.01809402304,-0.00107989266,0.032402159961,-0.032959144944,-0.012252375294,-1.689301e-05
10.0,-10.0,15.0,-0.029696480179,-0.001363593099,0.046808239823,-0.047841324199,-0.018255582298,4.1950664e-05
10.0,0.0,-15.0,-0.028485316969,-0.021024153173,-0.004632221647,0.046428322792,-0.003477296287,0.011175083121
10.0,0.0,-10.0,-0.01713198869,-0.014464755011,-0.002518455458,0.032028324494,-0.001689758842,0.007697056012
10.0,0.0,-5.0,-0.007433338368,-0.007259740456,-0.000914929288,0.016056290627,-0.000494749023,0.003866018442
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,5.0,-0.007433338368,0.007259740456,-0.000914929288,-0.016056290627,-0.000494749023,-0.003866018442
10.0,0.0,10.0,-0.01713198869,0.014464755011,-0.002518455458,-0.032028324494,-0.001689758842,-0.007697056012
10.0,0.0,15.0,-0.028485316969,0.021024153173,-0.004632221647,-0.046428322792,-0.003477296287,-0.011175083121
10.0,10.0,-15.0,-0.029696480179,0.001363593099,0.046808239823,0.047841324199,-0.018255582298,-4.1950664e-05
10.0,10.0,-10.0,-0.01809402304,0.00107989266,0.032402159961,0.032959144944,-0.012252375294,1.689301e-05
10.0,10.0,-5.0,-0.007990788741,0.000523556816,0.016307290456,0.016498339464,-0.005890645443,6.3946731e-05
10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,10.0,5.0,-0.006581957952,-0.002425889691,-0.017603818666,-0.016448377363,0.005218520424,1.263762e-06
10.0,10.0,10.0,-0.015214899356,-0.004921109744,-0.035551992937,-0.032760606713,0.010036293011,-4.2521964e-05
10.0,10.0,15.0,-0.025415727222,-0.007177882356,-0.052259037667,-0.047417925808,0.013685217886,-0.000182091986
10.0,20.0,-15.0,0.006764429844,-0.00799832441,0.195896708453,0.04114956119,0.037840395345,0.001972221233
10.0,20.0,-10.0,0.00612069639,-0.005065560579,0.133104985939,0.02833686962,0.025418980093,0.001331322494
10.0,20.0,-5.0,0.003580986521,-0.002412057254,0.065505971793,0.014181953257,0.012420665651,0.000682243021
10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,20.0,5.0,-0.016769957326,-0.001441632132,-0.064358697174,-0.014130451355,-0.011953034095,-0.000433994491
10.0,20.0,10.0,-0.034468213708,-0.003218686895,-0.12683780993,-0.028103700064,-0.023172545317,-0.000833015541
10.0,20.0,15.0,-0.051815379049,-0.005139068691,-0.181799680971,-0.040633975258,-0.033133754101,-0.001219046075
15.0,-20.0,-15.0,-0.137911853496,-0.040772566397,-0.349526862741,0.034918636569,-0.136425868862,0.025896828518
