# RCF16
parameter,independent_variables,2
parameter,coordinate_system,body
alpha[deg],qbar,Cx,Cy,Cz,Cl,Cm,Cn
10.0,0.014967520555,0.004600404847,-0.0,-0.035266178554,-0.0,-0.041660586856,0.0
10.0,0.020954528777,0.006726927946,-0.0,-0.049895392305,-0.0,-0.058959742153,0.0
10.0,0.026941536999,0.009024309374,-0.0,-0.064853946295,-0.0,-0.076661868511,0.0
15.0,-0.026941536999,-0.00951503782,-0.0,0.065507894022,-0.0,0.074959520941,0.0
15.0,-0.020954528777,-0.007686146085,-0.0,0.051480182426,-0.0,0.058923782675,0.0
15.0,-0.014967520555,-0.00569807138,-0.0,0.037167544723,-0.0,0.042555874302,0.0
15.0,-0.008980512333,-0.003546118273,-0.0,0.02254860844,-0.0,0.025827749027,0.0
15.0,-0.002993504111,-0.00122532703,-0.0,0.007602349018,-0.0,0.008711846158,0.0
15.0,0.002993504111,0.001269505705,0.0,-0.007691902452,0.0,-0.008818902146,-0.0
15.0,0.008980512333,0.003943805814,-0.0,-0.023354451913,-0.0,-0.026791064698,0.0
15.0,0.014967520555,0.006803200378,-0.0,-0.03940523556,-0.0,-0.045230705787,0.0
15.0,0.020954528777,0.009853496225,-0.0,-0.055863813698,-0.0,-0.064163380518,0.0
15.0,0.026941536999,0.013100658512,-1e-12,-0.072749365336,-0.0,-0.083614131053,0.0
20.0,-0.026941536999,-0.013695506964,0.0,0.074279892915,0.0,0.082061381447,-0.0
20.0,-0.020954528777,-0.010984485519,5.2e-11,0.058486553117,8e-12,0.064664883015,-2.4e-11
20.0,-0.014967520555,-0.008088555329,0.0,0.042302433552,-0.0,0.046810704528,-0.0
20.0,-0.008980512333,-0.005001708492,0.0,0.025707174962,0.0,0.028472262105,-0.0
20.0,-0.002993504111,-0.001717796146,0.0,0.008680871747,0.0,0.009623590016,-0.0
20.0,0.002993504111,0.001769417547,0.0,-0.0087958862,0.0,-0.009760598114,-0.0
20.0,0.008980512333,0.005466343583,0.0,-0.026742145324,0.0,-0.029705124542,-0.0
20.0,0.014967520555,0.009379494316,0.0,-0.045176524479,0.0,-0.050234249779,-0.0
20.0,0.020954528777,0.013515460988,0.0,-0.064117213403,0.0,-0.071371674118,-0.0
20.0,0.026941536999,0.01788090354,0.0,-0.083581986679,0.0,-0.093140562951,-0.0
