# Aircraft: RC F16
# Date Generated: 2025-04-30 14:06:52
# Ventral Fins: False
# Reference Area (ft^2): 2.98
# Longitudinal Reference Length (ft): 1.097
# Lateral Reference Length (ft): 3
parameter,independent_variables,3
parameter,coordinate_system,body

elevator[deg],beta[deg],alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
0.0,10.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,-20.0,-20.0,-0.00877085390325999,-0.00276434552118604,-0.07683445400481004,0.006201858553399796,-0.106720016802546,0.0008186535007949913
10.0,-20.0,-15.0,-0.009985849594859098,-0.0035574472351819764,-0.07263533293704594,0.0066117611954812985,-0.1009473261016737,0.0014886783409200077
10.0,-20.0,-10.0,-0.011821677426378303,-0.00509750119813801,-0.06894904647269101,0.007364522854272297,-0.0954983256007662,0.0026881077712500034
10.0,-20.0,-5.0,-0.01263853174082623,-0.004425152113304021,-0.08172704290438819,0.004255245492332298,-0.1154927091755633,0.002357319657627005
10.0,-20.0,0.0,-0.0119321186457391,-0.004025447551151029,-0.08441796636006768,0.0038220605815683997,-0.1193491169342823,0.0018443994598589947
10.0,-20.0,5.0,-0.012152660239069708,-0.005779835620490004,-0.07242444421149502,0.007076553663448497,-0.10019162119372399,0.002777861592413
10.0,-20.0,10.0,-0.01579977939202267,-0.008025719225596029,-0.08141709269753095,0.005253813128611999,-0.11378093245545401,0.004541513326718996
10.0,-20.0,15.0,-0.017923021827848794,-0.012787683862731991,-0.08865652016867998,0.0036413931257438976,-0.12403243366806099,0.006908051011395994
10.0,-20.0,20.0,-0.018534296724025984,-0.013847030909117986,-0.09796372954651988,0.003036200445206201,-0.13853104504163893,0.007203142877323987
10.0,-10.0,-20.0,-0.007882183619808997,-0.0011855420961029983,-0.07561636190083987,0.003160229135715297,-0.106429602992749,0.00018813081536289689
10.0,-10.0,-15.0,-0.008796674328960606,-0.0014409723694800147,-0.07200214621998702,0.003348350194250699,-0.1016553681422182,0.00044925838391020323
10.0,-10.0,-10.0,-0.00984963106198736,-0.0017112074958289814,-0.07039795318979197,0.003426562440549799,-0.0996736050899179,0.0006922573376982044
10.0,-10.0,-5.0,-0.011080852252143301,-0.002234603908072008,-0.071845215743048,0.0032078282832767,-0.1019411388819346,0.0010769090842116039
10.0,-10.0,0.0,-0.011760322214243502,-0.0024472388927669897,-0.072910200652696,0.0031365763037889977,-0.1034743791721804,0.0012759029236905015
10.0,-10.0,5.0,-0.012674485971099402,-0.0027993224704349895,-0.075502826706012,0.0030474756719729,-0.1071335242687062,0.0015758684585228944
10.0,-10.0,10.0,-0.014204496831298912,-0.0032800575879070037,-0.07913874472823601,0.0029542223479849796,-0.11218623580859999,0.001972654353235903
10.0,-10.0,15.0,-0.0156778208453241,-0.0037332651832049923,-0.08567807995741017,0.0025600226604076994,-0.12120733059842104,0.002341687585033697
10.0,-10.0,20.0,-0.0162436584324704,-0.0028019431566499997,-0.09413772602309001,0.0023131292387878,-0.13284787630226397,0.002004825191733804
10.0,0.0,-20.0,-0.007614696419988007,-5.699157128727765e-17,-0.07473039810338,1.2446088572204399e-16,-0.10560315929837319,-8.814951362575399e-17
10.0,0.0,-15.0,-0.008575961355628499,2.3152594361021368e-17,-0.07122068347631894,-2.5460286681722e-17,-0.10101696992118721,-3.9748292282854e-17
10.0,0.0,-10.0,-0.00949906231244366,-2.8601479381821e-17,-0.06972821456296496,1.5301288557390007e-17,-0.09919098787453949,9.729566234463992e-19
10.0,0.0,-5.0,-0.010497258901657099,-4.058506337302998e-18,-0.06980303492479101,-8.775521896839303e-18,-0.0994663754082844,8.739546308631017e-19
10.0,0.0,0.0,-0.012401851939926295,-1.2142502875961975e-17,-0.07081391688664299,9.352270260586011e-19,-0.10088526807956609,1.5860984859192167e-17
10.0,0.0,5.0,-0.013573441413294203,-6.898619161653e-18,-0.07374631086130107,-7.6016831385308e-17,-0.1050627105740271,-2.033482835254105e-17
