# Aircraft: RC F16
# Date Generated: 2025-04-30 14:09:24
# Ventral Fins: False
# Reference Area (ft^2): 2.98
# Longitudinal Reference Length (ft): 1.097
# Lateral Reference Length (ft): 3
parameter,independent_variables,2
parameter,coordinate_system,body

rbar,alpha[deg],Cx,Cy,Cz,Cl,Cm,Cn
-0.004759988869075444,0.0,2.80888728269868e-06,-0.0031012103352169203,-0.0004194175303819936,-0.0006631520987366399,-0.000556966216082394,0.001464442678009829
-0.004759988869075444,5.0,3.5434993454000474e-06,-0.002647011612933671,-5.515901295050085e-06,-0.0013071671350888192,3.028849089897756e-06,0.001268971339878784
-0.004759988869075444,10.0,2.961305810698922e-06,-0.0021061568647112614,-9.876272916042872e-06,-0.001904649007865317,3.568373429019278e-06,0.0009813176349018262
-0.004759988869075444,15.0,2.729912598399553e-06,-0.0017942114084597656,-1.4742158549907458e-05,-0.002465247072336633,2.836537478984047e-06,0.000784195804318329
-0.004759988869075444,20.0,2.1918632708006758e-06,-0.0012868163813623472,-2.0404536759999203e-05,-0.0028268271365174194,-5.06377492992538e-07,0.0005229334096646074
0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004759988869075444,-20.0,7.2907867370020085e-06,0.002677586006653345,2.1895355700074504e-05,-0.0016230228850023561,4.6278295790236346e-06,-0.0011304222767076018
0.004759988869075444,-15.0,6.742457857103479e-06,0.002739450145151654,1.7175696477078617e-05,-0.0012794794673699483,4.284146988997595e-06,-0.0012460884441908803
0.004759988869075444,-10.0,5.766808159459857e-06,0.002841188881890175,1.3842512031070342e-05,-0.000749227812055568,6.681521650911404e-06,-0.0013480757538859676
0.004759988869075444,-5.0,4.7190745306978366e-06,0.0028743987234142337,1.2285219212981868e-05,-0.00010924134466790954,1.1513927759197046e-05,-0.0013889386402178333
0.004759988869075444,0.0,2.80888728269868e-06,0.0031012103352169294,-0.0004194175303819936,0.000663152098736673,-0.0005569662160821998,-0.0014644426780098408
0.004759988869075444,5.0,3.5434993437000184e-06,0.002647011612933139,-5.515901293051684e-06,0.0013071671350887708,3.028849093103525e-06,-0.001268971339878576
0.004759988869075444,10.0,2.9613058079996923e-06,0.0021061568647106387,-9.876272917042073e-06,0.0019046490078651632,3.568373433016081e-06,-0.000981317634901741
0.004759988869075444,15.0,2.729912587498551e-06,0.0017942114084602446,-1.4742158549907458e-05,0.0024652470723373968,2.836537491002211e-06,-0.000784195804318171
0.004759988869075444,20.0,2.1918632723966214e-06,0.0012868163813622927,-2.0404536759999203e-05,0.0028268271365182902,-5.063774969893409e-07,-0.0005229334096645766
0.009519977738150888,-20.0,2.9140561913998386e-05,0.005349922264862465,8.848047169007778e-05,-0.003246317921889706,1.910892566400757e-05,-0.002259674557479822
0.009519977738150888,-15.0,2.698592115420173e-05,0.0054904763298391735,7.025047164299636e-05,-0.002556962194260868,1.8063546038005196e-05,-0.00249585379977058
0.009519977738150888,-10.0,2.2795870986199764e-05,0.005557864760807146,5.8892565710011446e-05,-0.001516629895217721,2.9112374576506506e-05,-0.0026581863712975377
0.009519977738150888,-5.0,1.855112883689808e-05,0.005637366897831115,5.154844096999511e-05,-0.00022914187200436754,4.804583510350027e-05,-0.0027368427300928037
0.009519977738150888,0.0,1.3045637445301128e-05,0.00620962409660531,-0.001250690705627,0.001292664024231297,-0.0016521886644705955,-0.002938925403229061
0.009519977738150888,5.0,1.3880330530097185e-05,0.005207514196447219,-2.2173753804033414e-05,0.002609073636060401,1.2627190609099115e-05,-0.002511258862564476
0.009519977738150888,10.0,1.1699356945501366e-05,0.004191201571985979,-4.0819980404060985e-05,0.003835679956497333,1.4385836622998749e-05,-0.0019769042952338307
0.009519977738150888,15.0,1.06893497713971e-05,0.0036109370165108745,-5.9587987000009335e-05,0.004934959523676887,1.1733447360995353e-05,-0.001580273710889622
0.009519977738150888,20.0,8.010949182096772e-06,0.002567172866950863,-8.469604969985056e-05,0.005651448004950381,-3.492153425987965e-06,-0.0010417719871622217
